array_index,pair_key,donor_smiles,acceptor_smiles,PCE,n_source_records,PCE_min,PCE_max,aggregation_rule,donor_scaffold,acceptor_scaffold,pair_scaffold_key
101,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1||O=C(N(C(N(C/1=O)CC)=O)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=O)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1,O=C(N(C(N(C/1=O)CC)=O)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=O)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3,5.42,1,5.42,5.42,maximum,c1csc(-c2nc3sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)s4)nc3s2)c1,O=C1NC(=O)C(=Cc2ccc(-c3ccc4c(c3)Cc3cc(-c5ccc(C=C6C(=O)NC(=O)NC6=O)s5)ccc3-4)s2)C(=O)N1,c1csc(-c2nc3sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)s4)nc3s2)c1||O=C1NC(=O)C(=Cc2ccc(-c3ccc4c(c3)Cc3cc(-c5ccc(C=C6C(=O)NC(=O)NC6=O)s5)ccc3-4)s2)C(=O)N1
102,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1||O=C(N(C(N(C/1=O)CC)=S)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1,O=C(N(C(N(C/1=O)CC)=S)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3,7.17,1,7.17,7.17,maximum,c1csc(-c2nc3sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)s4)nc3s2)c1,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc(C=C5C(=O)NC(=S)NC5=O)s4)ccc2-3)s1,c1csc(-c2nc3sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)s4)nc3s2)c1||O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc(C=C5C(=O)NC(=S)NC5=O)s4)ccc2-3)s1
103,CC1=CC(F)=C(S1)C2=C(F)C=C(C3=C(CC(CCCCCCCC)CCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(S4)C)S3)S2||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,CC1=CC(F)=C(S1)C2=C(F)C=C(C3=C(CC(CCCCCCCC)CCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(S4)C)S3)S2,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,7.0,1,7.0,7.0,maximum,c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12,c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1||O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12
118,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1||O=C(C1=C(N(C(C1=C2C3=CC=C(S3)C#CC4=CC=C(C=C4)N5C6=C(C=CC=C6)C7=C5C=CC=C7)=O)CCCCCCCCCC)C8=CC=C(C(/C(C9=CC=C(C=C9)N%10C%11=C(C=CC=C%11)C%12=C%10C=CC=C%12)=C(C#N)\C#N)=C(C#N)\C#N)S8)N2CCCCCCCCCC,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1,O=C(C1=C(N(C(C1=C2C3=CC=C(S3)C#CC4=CC=C(C=C4)N5C6=C(C=CC=C6)C7=C5C=CC=C7)=O)CCCCCCCCCC)C8=CC=C(C(/C(C9=CC=C(C=C9)N%10C%11=C(C=CC=C%11)C%12=C%10C=CC=C%12)=C(C#N)\C#N)=C(C#N)\C#N)S8)N2CCCCCCCCCC,7.19,1,7.19,7.19,maximum,c1cc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)c5n[nH]nc45)cc2[SiH2]3)c2n[nH]nc2c1,C=C(C(=C)c1ccc(C2=C3C(=O)NC(c4ccc(C#Cc5ccc(-n6c7ccccc7c7ccccc76)cc5)s4)=C3C(=O)N2)s1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,c1cc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)c5n[nH]nc45)cc2[SiH2]3)c2n[nH]nc2c1||C=C(C(=C)c1ccc(C2=C3C(=O)NC(c4ccc(C#Cc5ccc(-n6c7ccccc7c7ccccc76)cc5)s4)=C3C(=O)N2)s1)c1ccc(-n2c3ccccc3c3ccccc32)cc1
119,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1||O=C(C1=C(N(C(C1=C2C3=CC=CS3)=O)CCCCCCCCCC)C4=CC=C(S4)C(/C(C5=CC=C(C=C5)N6C7=C(C=CC=C7)C8=C6C=CC=C8)=C(C#N)\C#N)=C(C#N)\C#N)N2CCCCCCCCCC,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1,O=C(C1=C(N(C(C1=C2C3=CC=CS3)=O)CCCCCCCCCC)C4=CC=C(S4)C(/C(C5=CC=C(C=C5)N6C7=C(C=CC=C7)C8=C6C=CC=C8)=C(C#N)\C#N)=C(C#N)\C#N)N2CCCCCCCCCC,4.86,1,4.86,4.86,maximum,c1cc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)c5n[nH]nc45)cc2[SiH2]3)c2n[nH]nc2c1,C=C(C(=C)c1ccc(C2=C3C(=O)NC(c4cccs4)=C3C(=O)N2)s1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,c1cc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sccc5[SiH2]6)c5n[nH]nc45)cc2[SiH2]3)c2n[nH]nc2c1||C=C(C(=C)c1ccc(C2=C3C(=O)NC(c4cccs4)=C3C(=O)N2)s1)c1ccc(-n2c3ccccc3c3ccccc32)cc1
138,CC1=CC=C(C(C2=NN(N=C2C(C3=CC=C(C4=C(C=C(S4)C5=C6C(C=CS6)=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=C5C=CS8)CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C9F)CCC)=C9F)S1||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,CC1=CC=C(C(C2=NN(N=C2C(C3=CC=C(C4=C(C=C(S4)C5=C6C(C=CS6)=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=C5C=CS8)CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C9F)CCC)=C9F)S1,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,11.6,1,11.6,11.6,maximum,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5c6ccsc6c(-c6cccs6)c6ccsc56)s4)s3)c3n[nH]nc23)c1,O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5c6ccsc6c(-c6cccs6)c6ccsc56)s4)s3)c3n[nH]nc23)c1||O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12
146,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O,8.21,2,5.85,8.21,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
147,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(C=C3)CCCCCC)C4=C([Se]C5=CC6=C(C=C54)[Se]C7=C6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C%10=C7SC(/C=C%11\C(C%12=C(C=C(Cl)C=C%12)C%11=O)=C(C#N)\C#N)=C%10)C%13=C2C=C(/C=C%14C(C(C=C(Cl)C=C%15)=C%15C/%14=C(C#N)/C#N)=O)S%13,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(C=C3)CCCCCC)C4=C([Se]C5=CC6=C(C=C54)[Se]C7=C6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C%10=C7SC(/C=C%11\C(C%12=C(C=C(Cl)C=C%12)C%11=O)=C(C#N)\C#N)=C%10)C%13=C2C=C(/C=C%14C(C(C=C(Cl)C=C%15)=C%15C/%14=C(C#N)/C#N)=O)S%13,13.68,1,13.68,13.68,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3c(s2)-c2[se]c4cc5c6c([se]c5cc4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3c(s2)-c2[se]c4cc5c6c([se]c5cc4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
148,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C=C(S5)/C=C6C(C7=C(C/6=C(C#N)/C#N)C=C(Cl)C7)=O)[Se]C8=CC9=C([Se]C%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14\C(C%15=C(SC(Cl)=C%15)C%14=O)=C(C#N)/C#N)=C%13)C=C84)C=C1,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C=C(S5)/C=C6C(C7=C(C/6=C(C#N)/C#N)C=C(Cl)C7)=O)[Se]C8=CC9=C([Se]C%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14\C(C%15=C(SC(Cl)=C%15)C%14=O)=C(C#N)/C#N)=C%13)C=C84)C=C1,11.91,1,11.91,11.91,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3c(s2)-c2[se]c4cc5c6c([se]c5cc4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccsc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)C2=C1C=CC2,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3c(s2)-c2[se]c4cc5c6c([se]c5cc4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccsc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)C2=C1C=CC2
149,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||FC1=CC(C2=O)=C(C=C1F)C(/C2=C/C(S3)=C(CCCCCC)C4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C(C5=C8)=CC9=C8C(S%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C(S%13)=C%10C(CCCCCC)=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=O)=C(C#N)\C#N,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,FC1=CC(C2=O)=C(C=C1F)C(/C2=C/C(S3)=C(CCCCCC)C4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C(C5=C8)=CC9=C8C(S%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C(S%13)=C%10C(CCCCCC)=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=O)=C(C#N)\C#N,14.47,2,12.1,14.47,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
150,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,15.4,1,15.4,15.4,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21
151,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||O=C(C1=C(SC=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(CC4=C5C(C(C=C6)=CC=C6CCCCCC)(C(C4=C7)=CC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(SC=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%15=CC=C(C=C%15)CCCCCC)=C5S3,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,O=C(C1=C(SC=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(CC4=C5C(C(C=C6)=CC=C6CCCCCC)(C(C4=C7)=CC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(SC=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%15=CC=C(C=C%15)CCCCCC)=C5S3,13.72,2,13.72,13.72,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3c(s2)C2=C(C3)c3cc4c(cc3C2(c2ccccc2)c2ccccc2)-c2sc3cc(C=C5C(=C)c6cscc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2cscc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3c(s2)C2=C(C3)c3cc4c(cc3C2(c2ccccc2)c2ccccc2)-c2sc3cc(C=C5C(=C)c6cscc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2cscc21
