array_index,pair_key,donor_smiles,acceptor_smiles,PCE,n_source_records,PCE_min,PCE_max,aggregation_rule,donor_scaffold,acceptor_scaffold,pair_scaffold_key
595,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=C(Cl)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(Cl)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=C(Cl)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(Cl)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,11.47,2,10.81,11.47,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21
596,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=C(F)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(F)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=C(F)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(F)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,10.85,1,10.85,10.85,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21
597,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=C([H])C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C([H])C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=C([H])C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C([H])C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,10.06,2,9.59,10.06,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3)-c2cc3c(cc2C4)-c2sc(C=C4C(=C)c5ccccc5C4=O)cc2C3)C(=O)c2ccccc21
599,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(OC4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(CCCCCC)C=C6)=C(C7=CC8=C(C9=C(OC8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C(/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)S9)C=C74)S3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(OC4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(CCCCCC)C=C6)=C(C7=CC8=C(C9=C(OC8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C(/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)S9)C=C74)S3,7.73,1,7.73,7.73,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C(c2ccccc2)(c2ccccc2)O3)-c2sc(C=C3C(=C)c5ccccc5C3=O)cc2OC4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C(c2ccccc2)(c2ccccc2)O3)-c2sc(C=C3C(=C)c5ccccc5C3=O)cc2OC4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
600,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C(C=C6)=CC(F)=C6CCCCCC)(C(C=C7)=CC(F)=C7CCCCCC)C(C4=C8)=CC(C9=C%10C%11=C(C=C(S%11)/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)S9)=C8C%10(C(C=C%14)=CC(F)=C%14CCCCCC)C%15=CC(F)=C(C=C%15)CCCCCC)=C5S3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C(C=C6)=CC(F)=C6CCCCCC)(C(C=C7)=CC(F)=C7CCCCCC)C(C4=C8)=CC(C9=C%10C%11=C(C=C(S%11)/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)S9)=C8C%10(C(C=C%14)=CC(F)=C%14CCCCCC)C%15=CC(F)=C(C=C%15)CCCCCC)=C5S3,8.9,1,8.9,8.9,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
601,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(CCCCCCCC)(CCCCCCCC)C6=C4C=C7C(C8=CC(C(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C=CC=C%13)C\%12=C(C#N)/C#N)=O)=C%11)(CCCCCCCC)CCCCCCCC)=C%10C=C8C7(CCCCCCCC)CCCCCCCC)=C6)=C5S3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(CCCCCCCC)(CCCCCCCC)C6=C4C=C7C(C8=CC(C(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C=CC=C%13)C\%12=C(C#N)/C#N)=O)=C%11)(CCCCCCCC)CCCCCCCC)=C%10C=C8C7(CCCCCCCC)CCCCCCCC)=C6)=C5S3,9.0,1,9.0,9.0,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2cc4c(cc2-3)Cc2c-4sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2cc4c(cc2-3)Cc2c-4sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
602,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,12.1,16,3.74,12.1,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21
603,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(CCCCCCC)=C8)(C9=CC(CCCCCCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(CCCCCCC)=CC=C%14)C%15=CC=CC(CCCCCCC)=C%15,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(CCCCCCC)=C8)(C9=CC(CCCCCCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(CCCCCCC)=CC=C%14)C%15=CC=CC(CCCCCCC)=C%15,8.54,1,8.54,8.54,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
604,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCC(CC)CCC)=C8)(C9=CC(COCC(CC)CCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCC(CC)CCC)=CC=C%14)C%15=CC=CC(COCC(CC)CCC)=C%15,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCC(CC)CCC)=C8)(C9=CC(COCC(CC)CCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCC(CC)CCC)=CC=C%14)C%15=CC=CC(COCC(CC)CCC)=C%15,9.77,1,9.77,9.77,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
605,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCCCCC)=C8)(C9=CC(COCCCCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCCCCC)=CC=C%14)C%15=CC=CC(COCCCCC)=C%15,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCCCCC)=C8)(C9=CC(COCCCCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCCCCC)=CC=C%14)C%15=CC=CC(COCCCCC)=C%15,9.55,1,9.55,9.55,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2csc3c4c(sc23)-c2cc3c(cc2C4(c2ccccc2)c2ccccc2)-c2sc4c(C=C5C(=C)c6ccccc6C5=O)csc4c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
606,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C=C(C5=CC(OC6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(S5)C(C=C9%10)=C6C=C9C%11=C(C=C(C%12=CC%13=C(C=C(/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12)S%11)OC%10(C%16=CC=C(C=C%16)CCCCCC)C%17=CC=C(CCCCCC)C=C%17)S4,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C=C(C5=CC(OC6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(S5)C(C=C9%10)=C6C=C9C%11=C(C=C(C%12=CC%13=C(C=C(/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12)S%11)OC%10(C%16=CC=C(C=C%16)CCCCCC)C%17=CC=C(CCCCCC)C=C%17)S4,4.02,1,4.02,4.02,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3sc(-c4cc5c(s4)-c4cc6c(cc4C(c4ccccc4)(c4ccccc4)O5)-c4sc(-c5cc7sc(C=C8C(=C)c9ccccc9C8=O)cc7s5)cc4OC6(c4ccccc4)c4ccccc4)cc3s2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3sc(-c4cc5c(s4)-c4cc6c(cc4C(c4ccccc4)(c4ccccc4)O5)-c4sc(-c5cc7sc(C=C8C(=C)c9ccccc9C8=O)cc7s5)cc4OC6(c4ccccc4)c4ccccc4)cc3s2)C(=O)c2ccccc21
607,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C6=C(C7=C(N6CC(CC)CCCC)C8=C(C(CCCCCCCCCCC)=C(S8)/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)S7)C%11=NSN=C4%11)=C%12N5CC(CC)CCCC)=C%12S3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C6=C(C7=C(N6CC(CC)CCCC)C8=C(C(CCCCCCCCCCC)=C(S8)/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)S7)C%11=NSN=C4%11)=C%12N5CC(CC)CCCC)=C%12S3,13.41,3,10.86,13.41,maximum,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21,C=C1C(=Cc2cc3sc4c([nH]c5c6[nH]c7c8sc(C=C9C(=C)c%10ccccc%10C9=O)cc8sc7c6c6nsnc6c54)c3s2)C(=O)c2ccccc21,O=C1C2=C(C3=CC=C(c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)C3)CC(c3cccs3)=C2C(=O)c2cscc21||C=C1C(=Cc2cc3sc4c([nH]c5c6[nH]c7c8sc(C=C9C(=C)c%10ccccc%10C9=O)cc8sc7c6c6nsnc6c54)c3s2)C(=O)c2ccccc21
