original_feature_index_zero_based,feature_name_zero_based,molecular_side,selected_by_training_only_MI,mean_absolute_shap,rank_by_mean_absolute_shap
793,fd_793,donor,True,0.0691888495682611,11.0
794,fd_794,donor,False,,
795,fd_795,donor,False,,
796,fd_796,donor,False,,
797,fd_797,donor,False,,
798,fd_798,donor,False,,
799,fd_799,donor,True,0.0004482896858368,495.0
800,fd_800,donor,False,,
801,fd_801,donor,True,0.0032819768776324,251.0
802,fd_802,donor,False,,
803,fd_803,donor,False,,
804,fd_804,donor,False,,
805,fd_805,donor,False,,
806,fd_806,donor,False,,
807,fd_807,donor,True,0.0258780541927296,39.0
808,fd_808,donor,False,,
809,fd_809,donor,True,0.0010001004042161,421.0
810,fd_810,donor,False,,
811,fd_811,donor,False,,
812,fd_812,donor,False,,
813,fd_813,donor,True,0.0002450014688595,537.0
814,fd_814,donor,False,,
815,fd_815,donor,False,,
816,fd_816,donor,True,0.0192068854462305,56.0
817,fd_817,donor,False,,
818,fd_818,donor,False,,
819,fd_819,donor,False,,
820,fd_820,donor,False,,
821,fd_821,donor,False,,
822,fd_822,donor,False,,
823,fd_823,donor,False,,
824,fd_824,donor,False,,
825,fd_825,donor,False,,
826,fd_826,donor,True,0.0031954007363918,255.0
827,fd_827,donor,False,,
828,fd_828,donor,False,,
829,fd_829,donor,False,,
830,fd_830,donor,False,,
831,fd_831,donor,False,,
832,fd_832,donor,True,0.0146411356794922,69.0
833,fd_833,donor,False,,
834,fd_834,donor,False,,
835,fd_835,donor,True,0.0034355391144495,242.0
836,fd_836,donor,False,,
837,fd_837,donor,True,0.0021488469997334,334.0
838,fd_838,donor,False,,
839,fd_839,donor,False,,
840,fd_840,donor,True,0.009811990267937,103.0
841,fd_841,donor,False,,
842,fd_842,donor,False,,
843,fd_843,donor,False,,
844,fd_844,donor,False,,
845,fd_845,donor,False,,
846,fd_846,donor,False,,
847,fd_847,donor,False,,
848,fd_848,donor,False,,
849,fd_849,donor,False,,
850,fd_850,donor,False,,
851,fd_851,donor,False,,
852,fd_852,donor,False,,
853,fd_853,donor,False,,
854,fd_854,donor,True,0.0073518598313571,144.0
855,fd_855,donor,False,,
856,fd_856,donor,False,,
857,fd_857,donor,True,0.0015265171566673,386.0
858,fd_858,donor,False,,
859,fd_859,donor,True,0.0041860875096333,210.0
860,fd_860,donor,True,0.0256743056948817,41.0
861,fd_861,donor,False,,
862,fd_862,donor,False,,
863,fd_863,donor,False,,
864,fd_864,donor,False,,
865,fd_865,donor,False,,
866,fd_866,donor,False,,
867,fd_867,donor,False,,
868,fd_868,donor,True,0.0038850880911448,222.0
869,fd_869,donor,False,,
870,fd_870,donor,False,,
871,fd_871,donor,True,0.0031281828215214,262.0
872,fd_872,donor,True,0.0027893883762146,290.0
873,fd_873,donor,False,,
874,fd_874,donor,False,,
875,fd_875,donor,True,0.0296815228680021,32.0
876,fd_876,donor,False,,
877,fd_877,donor,False,,
878,fd_878,donor,True,0.003012312776513,271.0
879,fd_879,donor,False,,
880,fd_880,donor,False,,
881,fd_881,donor,True,0.0009429025740182,426.0
882,fd_882,donor,True,0.0007175564616746,456.0
883,fd_883,donor,False,,
884,fd_884,donor,False,,
885,fd_885,donor,True,0.003646712382404,233.0
886,fd_886,donor,False,,
887,fd_887,donor,False,,
888,fd_888,donor,False,,
889,fd_889,donor,False,,
890,fd_890,donor,False,,
891,fd_891,donor,False,,
892,fd_892,donor,False,,
893,fd_893,donor,True,0.0022565764855162,321.0
894,fd_894,donor,False,,
895,fd_895,donor,False,,
896,fd_896,donor,True,0.002048027535557,340.0
897,fd_897,donor,False,,
898,fd_898,donor,False,,
899,fd_899,donor,False,,
900,fd_900,donor,False,,
901,fd_901,donor,False,,
902,fd_902,donor,True,0.0006113914834747,472.0
903,fd_903,donor,False,,
904,fd_904,donor,True,0.0048017412088123,196.0
905,fd_905,donor,False,,
906,fd_906,donor,False,,
907,fd_907,donor,False,,
908,fd_908,donor,False,,
909,fd_909,donor,False,,
910,fd_910,donor,False,,
911,fd_911,donor,True,0.0035692233430394,238.0
912,fd_912,donor,False,,
913,fd_913,donor,False,,
914,fd_914,donor,False,,
915,fd_915,donor,False,,
916,fd_916,donor,True,0.0019248074958088,346.0
917,fd_917,donor,False,,
918,fd_918,donor,False,,
919,fd_919,donor,False,,
920,fd_920,donor,False,,
921,fd_921,donor,False,,
922,fd_922,donor,True,0.0203240370282498,50.0
923,fd_923,donor,False,,
924,fd_924,donor,False,,
925,fd_925,donor,False,,
926,fd_926,donor,True,0.0056073703668146,177.0
927,fd_927,donor,False,,
928,fd_928,donor,False,,
929,fd_929,donor,True,0.0003893078868258,503.0
930,fd_930,donor,False,,
931,fd_931,donor,False,,
932,fd_932,donor,False,,
933,fd_933,donor,False,,
934,fd_934,donor,True,0.0010107132314139,420.0
935,fd_935,donor,True,0.0070124604581028,153.0
936,fd_936,donor,False,,
937,fd_937,donor,False,,
938,fd_938,donor,False,,
939,fd_939,donor,False,,
940,fd_940,donor,False,,
941,fd_941,donor,False,,
942,fd_942,donor,False,,
943,fd_943,donor,False,,
944,fd_944,donor,False,,
945,fd_945,donor,False,,
946,fd_946,donor,False,,
947,fd_947,donor,False,,
948,fd_948,donor,False,,
949,fd_949,donor,True,0.0004707588121223,492.0
950,fd_950,donor,False,,
951,fd_951,donor,False,,
952,fd_952,donor,False,,
953,fd_953,donor,False,,
954,fd_954,donor,False,,
955,fd_955,donor,False,,
956,fd_956,donor,True,0.0011807139784005,409.0
957,fd_957,donor,False,,
958,fd_958,donor,True,0.001768993775358,363.0
959,fd_959,donor,True,0.001764832152169,365.0
960,fd_960,donor,True,0.0268468192503244,36.0
961,fd_961,donor,False,,
962,fd_962,donor,False,,
963,fd_963,donor,True,0.009218207676635,115.0
964,fd_964,donor,False,,
965,fd_965,donor,False,,
966,fd_966,donor,False,,
967,fd_967,donor,False,,
968,fd_968,donor,False,,
969,fd_969,donor,True,0.002330450661178,313.0
970,fd_970,donor,True,0.0026610765462504,295.0
971,fd_971,donor,False,,
972,fd_972,donor,True,0.0025587241303254,299.0
973,fd_973,donor,False,,
974,fd_974,donor,True,0.000452573917714,493.0
975,fd_975,donor,False,,
976,fd_976,donor,True,0.013622265988766,77.0
977,fd_977,donor,False,,
978,fd_978,donor,True,0.0682679334497539,12.0
979,fd_979,donor,False,,
980,fd_980,donor,True,0.0030596140087829,265.0
981,fd_981,donor,False,,
982,fd_982,donor,False,,
983,fd_983,donor,False,,
984,fd_984,donor,False,,
985,fd_985,donor,False,,
986,fd_986,donor,False,,
987,fd_987,donor,True,0.0319600478592297,29.0
988,fd_988,donor,False,,
989,fd_989,donor,False,,
990,fd_990,donor,False,,
991,fd_991,donor,False,,
992,fd_992,donor,False,,
993,fd_993,donor,False,,
994,fd_994,donor,False,,
995,fd_995,donor,True,0.002157897861322,330.0
996,fd_996,donor,False,,
997,fd_997,donor,True,0.003708877098729,227.0
998,fd_998,donor,False,,
999,fd_999,donor,True,0.0004823054536467,490.0
1000,fd_1000,donor,False,,
1001,fd_1001,donor,False,,
1002,fd_1002,donor,True,0.0033897866909766,243.0
1003,fd_1003,donor,False,,
1004,fd_1004,donor,True,0.0030657851056408,263.0
1005,fd_1005,donor,False,,
1006,fd_1006,donor,False,,
1007,fd_1007,donor,False,,
1008,fd_1008,donor,False,,
1009,fd_1009,donor,True,0.0003191278643026,518.0
1010,fd_1010,donor,False,,
1011,fd_1011,donor,True,0.0098081645686975,104.0
1012,fd_1012,donor,True,0.0001474543873696,559.0
1013,fd_1013,donor,False,,
1014,fd_1014,donor,False,,
1015,fd_1015,donor,False,,
1016,fd_1016,donor,False,,
1017,fd_1017,donor,True,0.0043954979666166,202.0
1018,fd_1018,donor,False,,
1019,fd_1019,donor,False,,
1020,fd_1020,donor,False,,
1021,fd_1021,donor,False,,
1022,fd_1022,donor,False,,
1023,fd_1023,donor,False,,
1024,fa_0,acceptor,True,0.0036554027394779,232.0
1025,fa_1,acceptor,True,0.0055503674057894,180.0
1026,fa_2,acceptor,False,,
1027,fa_3,acceptor,False,,
1028,fa_4,acceptor,False,,
1029,fa_5,acceptor,False,,
1030,fa_6,acceptor,False,,
1031,fa_7,acceptor,False,,
1032,fa_8,acceptor,False,,
1033,fa_9,acceptor,False,,
1034,fa_10,acceptor,False,,
1035,fa_11,acceptor,False,,
1036,fa_12,acceptor,False,,
1037,fa_13,acceptor,False,,
1038,fa_14,acceptor,False,,
1039,fa_15,acceptor,True,0.0594234266194786,14.0
1040,fa_16,acceptor,False,,
1041,fa_17,acceptor,True,0.0045475504480646,199.0
1042,fa_18,acceptor,False,,
1043,fa_19,acceptor,False,,
1044,fa_20,acceptor,True,3.5204045773759387e-05,584.0
1045,fa_21,acceptor,True,0.0021593171948275,329.0
1046,fa_22,acceptor,False,,
1047,fa_23,acceptor,False,,
1048,fa_24,acceptor,False,,
1049,fa_25,acceptor,True,0.0094915834585074,109.0
1050,fa_26,acceptor,False,,
1051,fa_27,acceptor,False,,
1052,fa_28,acceptor,False,,
1053,fa_29,acceptor,False,,
1054,fa_30,acceptor,True,0.0005123409922388,486.0
1055,fa_31,acceptor,True,0.0084069592086376,129.0
1056,fa_32,acceptor,True,0.0041149384611822,215.0
1057,fa_33,acceptor,False,,
1058,fa_34,acceptor,True,0.0044640177684805,201.0
1059,fa_35,acceptor,False,,
1060,fa_36,acceptor,True,0.0017666073076936,364.0
1061,fa_37,acceptor,False,,
1062,fa_38,acceptor,False,,
1063,fa_39,acceptor,False,,
1064,fa_40,acceptor,True,0.0022446894917813,322.0
1065,fa_41,acceptor,True,0.003062638550472,264.0
1066,fa_42,acceptor,False,,
1067,fa_43,acceptor,True,0.0146507728146034,68.0
1068,fa_44,acceptor,True,0.0142954867664747,73.0
1069,fa_45,acceptor,False,,
1070,fa_46,acceptor,False,,
1071,fa_47,acceptor,False,,
1072,fa_48,acceptor,True,0.0038908954978709,221.0
1073,fa_49,acceptor,True,0.0017919803678272,361.0
1074,fa_50,acceptor,False,,
1075,fa_51,acceptor,False,,
1076,fa_52,acceptor,False,,
1077,fa_53,acceptor,False,,
1078,fa_54,acceptor,False,,
1079,fa_55,acceptor,True,0.0005172703248127,484.0
1080,fa_56,acceptor,False,,
1081,fa_57,acceptor,False,,
1082,fa_58,acceptor,True,0.0007113118446745,457.0
1083,fa_59,acceptor,True,0.0017338574104768,371.0
1084,fa_60,acceptor,True,0.0006310901487899,469.0
1085,fa_61,acceptor,True,0.0001162154003975,566.0
1086,fa_62,acceptor,True,0.0322523722444508,27.0
1087,fa_63,acceptor,False,,
1088,fa_64,acceptor,True,0.0078384483952591,136.0
1089,fa_65,acceptor,True,0.0001164112868496,565.0
1090,fa_66,acceptor,False,,
1091,fa_67,acceptor,False,,
1092,fa_68,acceptor,True,0.011070562135687,93.0
1093,fa_69,acceptor,False,,
1094,fa_70,acceptor,False,,
1095,fa_71,acceptor,True,0.0104360750571521,98.0
1096,fa_72,acceptor,False,,
1097,fa_73,acceptor,False,,
1098,fa_74,acceptor,True,0.0269794248149577,34.0
1099,fa_75,acceptor,False,,
1100,fa_76,acceptor,False,,
1101,fa_77,acceptor,False,,
1102,fa_78,acceptor,False,,
1103,fa_79,acceptor,True,0.0103369684700493,100.0
1104,fa_80,acceptor,False,,
1105,fa_81,acceptor,False,,
1106,fa_82,acceptor,False,,
1107,fa_83,acceptor,False,,
1108,fa_84,acceptor,False,,
1109,fa_85,acceptor,True,0.0060058058456186,167.0
1110,fa_86,acceptor,False,,
1111,fa_87,acceptor,False,,
1112,fa_88,acceptor,False,,
1113,fa_89,acceptor,False,,
1114,fa_90,acceptor,True,0.00076273533216,450.0
1115,fa_91,acceptor,False,,
1116,fa_92,acceptor,True,0.0020173906541654,343.0
1117,fa_93,acceptor,False,,
1118,fa_94,acceptor,True,0.0005502155613405,482.0
1119,fa_95,acceptor,True,0.0038982543919481,220.0
1120,fa_96,acceptor,True,0.0033274667416714,248.0
1121,fa_97,acceptor,True,0.0020009549539099,344.0
1122,fa_98,acceptor,False,,
1123,fa_99,acceptor,False,,
1124,fa_100,acceptor,False,,
1125,fa_101,acceptor,False,,
1126,fa_102,acceptor,False,,
1127,fa_103,acceptor,False,,
1128,fa_104,acceptor,True,0.0015489531398169,384.0
1129,fa_105,acceptor,False,,
1130,fa_106,acceptor,False,,
1131,fa_107,acceptor,True,0.0007440184576542,452.0
1132,fa_108,acceptor,False,,
1133,fa_109,acceptor,False,,
1134,fa_110,acceptor,False,,
1135,fa_111,acceptor,True,0.0002411433615008,538.0
1136,fa_112,acceptor,False,,
1137,fa_113,acceptor,True,0.004864712431871,193.0
1138,fa_114,acceptor,False,,
1139,fa_115,acceptor,False,,
1140,fa_116,acceptor,True,0.0089764159317512,122.0
1141,fa_117,acceptor,True,0.0051060080167062,188.0
1142,fa_118,acceptor,False,,
1143,fa_119,acceptor,False,,
1144,fa_120,acceptor,False,,
1145,fa_121,acceptor,True,0.000679675643206,461.0
1146,fa_122,acceptor,True,0.0110610675783008,94.0
1147,fa_123,acceptor,False,,
1148,fa_124,acceptor,True,0.0010912972049181,413.0
1149,fa_125,acceptor,True,0.0004131402014475,498.0
1150,fa_126,acceptor,False,,
1151,fa_127,acceptor,False,,
1152,fa_128,acceptor,False,,
1153,fa_129,acceptor,False,,
1154,fa_130,acceptor,False,,
1155,fa_131,acceptor,True,0.026609747228482,37.0
1156,fa_132,acceptor,False,,
1157,fa_133,acceptor,False,,
1158,fa_134,acceptor,False,,
1159,fa_135,acceptor,False,,
1160,fa_136,acceptor,True,0.0057285824602792,173.0
1161,fa_137,acceptor,True,0.0067217987851761,160.0
1162,fa_138,acceptor,False,,
1163,fa_139,acceptor,False,,
1164,fa_140,acceptor,False,,
1165,fa_141,acceptor,False,,
1166,fa_142,acceptor,False,,
1167,fa_143,acceptor,False,,
1168,fa_144,acceptor,True,0.0024946625378593,302.0
1169,fa_145,acceptor,True,0.0322120452334425,28.0
1170,fa_146,acceptor,False,,
1171,fa_147,acceptor,False,,
1172,fa_148,acceptor,False,,
1173,fa_149,acceptor,False,,
1174,fa_150,acceptor,False,,
1175,fa_151,acceptor,False,,
1176,fa_152,acceptor,False,,
1177,fa_153,acceptor,False,,
1178,fa_154,acceptor,False,,
1179,fa_155,acceptor,True,0.0006355692558622,467.0
1180,fa_156,acceptor,False,,
1181,fa_157,acceptor,True,0.0005590595792965,479.0
1182,fa_158,acceptor,False,,
1183,fa_159,acceptor,False,,
1184,fa_160,acceptor,False,,
1185,fa_161,acceptor,False,,
1186,fa_162,acceptor,False,,
1187,fa_163,acceptor,False,,
1188,fa_164,acceptor,True,0.0250637785484484,43.0
1189,fa_165,acceptor,False,,
1190,fa_166,acceptor,False,,
1191,fa_167,acceptor,False,,
1192,fa_168,acceptor,True,0.0031953282386362,256.0
1193,fa_169,acceptor,True,0.0029746755741667,274.0
1194,fa_170,acceptor,False,,
1195,fa_171,acceptor,True,1.5546961155571694e-05,590.0
1196,fa_172,acceptor,False,,
1197,fa_173,acceptor,False,,
1198,fa_174,acceptor,False,,
1199,fa_175,acceptor,True,0.004836573854284,194.0
1200,fa_176,acceptor,False,,
1201,fa_177,acceptor,False,,
1202,fa_178,acceptor,False,,
1203,fa_179,acceptor,False,,
1204,fa_180,acceptor,False,,
1205,fa_181,acceptor,False,,
1206,fa_182,acceptor,False,,
1207,fa_183,acceptor,False,,
1208,fa_184,acceptor,False,,
1209,fa_185,acceptor,False,,
1210,fa_186,acceptor,True,0.0091016051030683,118.0
1211,fa_187,acceptor,False,,
1212,fa_188,acceptor,True,0.0294288625372438,33.0
1213,fa_189,acceptor,False,,
1214,fa_190,acceptor,False,,
1215,fa_191,acceptor,False,,
1216,fa_192,acceptor,False,,
1217,fa_193,acceptor,False,,
1218,fa_194,acceptor,False,,
1219,fa_195,acceptor,True,0.002927630975791,278.0
1220,fa_196,acceptor,False,,
1221,fa_197,acceptor,True,0.0033759541681171,245.0
1222,fa_198,acceptor,False,,
1223,fa_199,acceptor,False,,
1224,fa_200,acceptor,False,,
1225,fa_201,acceptor,False,,
1226,fa_202,acceptor,False,,
1227,fa_203,acceptor,False,,
1228,fa_204,acceptor,True,0.0003882454755373,504.0
1229,fa_205,acceptor,True,0.0041884625564397,209.0
1230,fa_206,acceptor,False,,
1231,fa_207,acceptor,True,0.0569848101031911,16.0
1232,fa_208,acceptor,True,0.0020201690070864,342.0
1233,fa_209,acceptor,False,,
1234,fa_210,acceptor,False,,
1235,fa_211,acceptor,False,,
1236,fa_212,acceptor,False,,
1237,fa_213,acceptor,False,,
1238,fa_214,acceptor,False,,
1239,fa_215,acceptor,True,0.0010725186005364,415.0
1240,fa_216,acceptor,True,0.001426617889919,393.0
1241,fa_217,acceptor,True,0.000220427465187,543.0
1242,fa_218,acceptor,False,,
1243,fa_219,acceptor,False,,
1244,fa_220,acceptor,True,0.0041567738268902,211.0
1245,fa_221,acceptor,True,0.0036563151658022,231.0
1246,fa_222,acceptor,False,,
1247,fa_223,acceptor,False,,
1248,fa_224,acceptor,True,0.0019846555576877,345.0
1249,fa_225,acceptor,True,0.0021999089824361,325.0
1250,fa_226,acceptor,True,0.000289982373891,524.0
1251,fa_227,acceptor,False,,
1252,fa_228,acceptor,False,,
1253,fa_229,acceptor,False,,
1254,fa_230,acceptor,False,,
1255,fa_231,acceptor,False,,
1256,fa_232,acceptor,False,,
1257,fa_233,acceptor,False,,
1258,fa_234,acceptor,True,0.0042307031926783,208.0
1259,fa_235,acceptor,False,,
1260,fa_236,acceptor,False,,
1261,fa_237,acceptor,False,,
1262,fa_238,acceptor,False,,
1263,fa_239,acceptor,False,,
1264,fa_240,acceptor,True,4.550347267512689e-05,582.0
1265,fa_241,acceptor,True,0.0018189936957216,356.0
1266,fa_242,acceptor,False,,
1267,fa_243,acceptor,False,,
1268,fa_244,acceptor,False,,
1269,fa_245,acceptor,False,,
1270,fa_246,acceptor,False,,
1271,fa_247,acceptor,False,,
1272,fa_248,acceptor,False,,
1273,fa_249,acceptor,False,,
1274,fa_250,acceptor,False,,
1275,fa_251,acceptor,False,,
1276,fa_252,acceptor,False,,
1277,fa_253,acceptor,False,,
1278,fa_254,acceptor,True,0.0007709618158035,449.0
1279,fa_255,acceptor,False,,
1280,fa_256,acceptor,False,,
1281,fa_257,acceptor,False,,
1282,fa_258,acceptor,False,,
1283,fa_259,acceptor,False,,
1284,fa_260,acceptor,False,,
1285,fa_261,acceptor,False,,
1286,fa_262,acceptor,True,0.0005504507209072,481.0
1287,fa_263,acceptor,True,0.0018964360766717,349.0
1288,fa_264,acceptor,False,,
1289,fa_265,acceptor,False,,
1290,fa_266,acceptor,False,,
1291,fa_267,acceptor,False,,
1292,fa_268,acceptor,False,,
1293,fa_269,acceptor,False,,
1294,fa_270,acceptor,False,,
1295,fa_271,acceptor,False,,
1296,fa_272,acceptor,False,,
1297,fa_273,acceptor,True,0.0004131472740447,497.0
1298,fa_274,acceptor,True,0.0058897966038523,169.0
1299,fa_275,acceptor,True,0.0033586318135408,246.0
1300,fa_276,acceptor,False,,
1301,fa_277,acceptor,True,0.0327915082030534,26.0
1302,fa_278,acceptor,True,8.664581597354208e-05,572.0
1303,fa_279,acceptor,False,,
1304,fa_280,acceptor,False,,
1305,fa_281,acceptor,True,0.0001832641817961,554.0
1306,fa_282,acceptor,False,,
1307,fa_283,acceptor,False,,
1308,fa_284,acceptor,False,,
1309,fa_285,acceptor,False,,
1310,fa_286,acceptor,False,,
1311,fa_287,acceptor,False,,
1312,fa_288,acceptor,False,,
1313,fa_289,acceptor,False,,
1314,fa_290,acceptor,False,,
1315,fa_291,acceptor,False,,
1316,fa_292,acceptor,True,1.0022019983311606e-05,593.0
1317,fa_293,acceptor,False,,
1318,fa_294,acceptor,False,,
1319,fa_295,acceptor,False,,
1320,fa_296,acceptor,True,0.0001195334114689,564.0
1321,fa_297,acceptor,True,0.0089988449962492,121.0
1322,fa_298,acceptor,True,0.0021992984574968,327.0
1323,fa_299,acceptor,False,,
1324,fa_300,acceptor,False,,
1325,fa_301,acceptor,False,,
1326,fa_302,acceptor,True,0.0029490547726434,277.0
1327,fa_303,acceptor,True,0.0008063331787885,444.0
1328,fa_304,acceptor,True,0.0028662801631267,282.0
1329,fa_305,acceptor,True,0.0023322328133529,312.0
1330,fa_306,acceptor,False,,
1331,fa_307,acceptor,True,0.0009368334743164,429.0
1332,fa_308,acceptor,False,,
1333,fa_309,acceptor,False,,
1334,fa_310,acceptor,True,0.0023366581325122,311.0
1335,fa_311,acceptor,False,,
1336,fa_312,acceptor,False,,
1337,fa_313,acceptor,True,0.0050640999833152,189.0
1338,fa_314,acceptor,False,,
1339,fa_315,acceptor,False,,
1340,fa_316,acceptor,True,0.0003994255794782,500.0
1341,fa_317,acceptor,False,,
1342,fa_318,acceptor,False,,
1343,fa_319,acceptor,False,,
1344,fa_320,acceptor,False,,
1345,fa_321,acceptor,False,,
1346,fa_322,acceptor,False,,
1347,fa_323,acceptor,False,,
1348,fa_324,acceptor,False,,
1349,fa_325,acceptor,False,,
1350,fa_326,acceptor,False,,
1351,fa_327,acceptor,False,,
1352,fa_328,acceptor,True,0.0025407543518726,300.0
1353,fa_329,acceptor,False,,
1354,fa_330,acceptor,True,4.690975797243768e-06,596.0
1355,fa_331,acceptor,False,,
1356,fa_332,acceptor,False,,
1357,fa_333,acceptor,False,,
1358,fa_334,acceptor,False,,
1359,fa_335,acceptor,True,0.006475807320019,163.0
1360,fa_336,acceptor,False,,
1361,fa_337,acceptor,True,0.0404870099780512,22.0
1362,fa_338,acceptor,False,,
1363,fa_339,acceptor,True,0.0010957082503185,412.0
1364,fa_340,acceptor,True,0.0035391134340925,239.0
1365,fa_341,acceptor,False,,
1366,fa_342,acceptor,True,0.0079543490540216,132.0
1367,fa_343,acceptor,True,0.0008140476691176,443.0
1368,fa_344,acceptor,True,0.0002061747592997,548.0
1369,fa_345,acceptor,False,,
1370,fa_346,acceptor,False,,
1371,fa_347,acceptor,False,,
1372,fa_348,acceptor,False,,
1373,fa_349,acceptor,False,,
1374,fa_350,acceptor,False,,
1375,fa_351,acceptor,False,,
1376,fa_352,acceptor,False,,
1377,fa_353,acceptor,False,,
1378,fa_354,acceptor,True,0.0013570167063136,400.0
1379,fa_355,acceptor,False,,
1380,fa_356,acceptor,False,,
1381,fa_357,acceptor,False,,
1382,fa_358,acceptor,False,,
1383,fa_359,acceptor,True,0.000899488321496,435.0
1384,fa_360,acceptor,True,0.0002267460161102,542.0
1385,fa_361,acceptor,True,0.0001944399412769,551.0
1386,fa_362,acceptor,True,0.0,599.0
1387,fa_363,acceptor,False,,
1388,fa_364,acceptor,False,,
1389,fa_365,acceptor,False,,
1390,fa_366,acceptor,True,0.0004990480952105,487.0
1391,fa_367,acceptor,False,,
1392,fa_368,acceptor,False,,
1393,fa_369,acceptor,False,,
1394,fa_370,acceptor,False,,
1395,fa_371,acceptor,True,0.0011177172222095,411.0
1396,fa_372,acceptor,False,,
1397,fa_373,acceptor,False,,
1398,fa_374,acceptor,False,,
1399,fa_375,acceptor,False,,
1400,fa_376,acceptor,True,0.001681894218139,375.0
1401,fa_377,acceptor,False,,
1402,fa_378,acceptor,True,0.0039213851307822,218.0
1403,fa_379,acceptor,False,,
1404,fa_380,acceptor,False,,
1405,fa_381,acceptor,False,,
1406,fa_382,acceptor,True,0.009027969679006,120.0
1407,fa_383,acceptor,False,,
1408,fa_384,acceptor,False,,
1409,fa_385,acceptor,False,,
1410,fa_386,acceptor,True,0.006690919028781,161.0
1411,fa_387,acceptor,False,,
1412,fa_388,acceptor,False,,
1413,fa_389,acceptor,False,,
1414,fa_390,acceptor,False,,
1415,fa_391,acceptor,False,,
1416,fa_392,acceptor,False,,
1417,fa_393,acceptor,False,,
1418,fa_394,acceptor,True,0.0009506648806201,424.0
1419,fa_395,acceptor,False,,
1420,fa_396,acceptor,True,0.0037504259680817,226.0
1421,fa_397,acceptor,False,,
1422,fa_398,acceptor,False,,
1423,fa_399,acceptor,True,0.004944468095402,191.0
1424,fa_400,acceptor,False,,
1425,fa_401,acceptor,False,,
1426,fa_402,acceptor,True,0.0028184354802697,287.0
1427,fa_403,acceptor,False,,
1428,fa_404,acceptor,False,,
1429,fa_405,acceptor,True,0.0001229160352833,561.0
1430,fa_406,acceptor,True,0.0009398473340301,428.0
1431,fa_407,acceptor,False,,
1432,fa_408,acceptor,False,,
1433,fa_409,acceptor,False,,
1434,fa_410,acceptor,False,,
1435,fa_411,acceptor,False,,
1436,fa_412,acceptor,False,,
1437,fa_413,acceptor,False,,
1438,fa_414,acceptor,False,,
1439,fa_415,acceptor,False,,
1440,fa_416,acceptor,True,0.0953082283774137,8.0
1441,fa_417,acceptor,True,0.0015051736336554,388.0
1442,fa_418,acceptor,True,0.0006882470213387,460.0
1443,fa_419,acceptor,False,,
1444,fa_420,acceptor,False,,
1445,fa_421,acceptor,False,,
1446,fa_422,acceptor,False,,
1447,fa_423,acceptor,False,,
1448,fa_424,acceptor,False,,
1449,fa_425,acceptor,True,0.0087322755293921,126.0
1450,fa_426,acceptor,False,,
1451,fa_427,acceptor,False,,
1452,fa_428,acceptor,False,,
1453,fa_429,acceptor,False,,
1454,fa_430,acceptor,False,,
1455,fa_431,acceptor,True,0.0038459270378129,223.0
1456,fa_432,acceptor,False,,
1457,fa_433,acceptor,True,7.207865846730846e-06,594.0
1458,fa_434,acceptor,False,,
1459,fa_435,acceptor,False,,
1460,fa_436,acceptor,False,,
1461,fa_437,acceptor,False,,
1462,fa_438,acceptor,False,,
1463,fa_439,acceptor,True,0.0031320122114395,261.0
1464,fa_440,acceptor,False,,
1465,fa_441,acceptor,False,,
1466,fa_442,acceptor,False,,
1467,fa_443,acceptor,False,,
1468,fa_444,acceptor,True,0.0003847228641646,505.0
1469,fa_445,acceptor,False,,
1470,fa_446,acceptor,False,,
1471,fa_447,acceptor,False,,
1472,fa_448,acceptor,True,0.0001213287008283,562.0
1473,fa_449,acceptor,False,,
1474,fa_450,acceptor,False,,
1475,fa_451,acceptor,False,,
1476,fa_452,acceptor,True,0.0012246512762145,408.0
1477,fa_453,acceptor,True,0.0003463540949117,508.0
1478,fa_454,acceptor,True,0.0016474997405603,378.0
1479,fa_455,acceptor,False,,
1480,fa_456,acceptor,False,,
1481,fa_457,acceptor,True,0.0063872000071496,165.0
1482,fa_458,acceptor,True,0.000212982840042,546.0
1483,fa_459,acceptor,True,0.0022118581352017,324.0
1484,fa_460,acceptor,False,,
1485,fa_461,acceptor,True,0.0003721730838161,506.0
1486,fa_462,acceptor,True,0.011331216120273,91.0
1487,fa_463,acceptor,False,,
1488,fa_464,acceptor,True,0.0028140063177603,288.0
1489,fa_465,acceptor,False,,
1490,fa_466,acceptor,True,0.0001032901330575,569.0
1491,fa_467,acceptor,False,,
1492,fa_468,acceptor,False,,
1493,fa_469,acceptor,True,0.0001155889420372,567.0
1494,fa_470,acceptor,False,,
1495,fa_471,acceptor,False,,
1496,fa_472,acceptor,True,0.00063876011635,466.0
1497,fa_473,acceptor,False,,
1498,fa_474,acceptor,False,,
1499,fa_475,acceptor,False,,
1500,fa_476,acceptor,False,,
1501,fa_477,acceptor,True,0.00377169448759,225.0
1502,fa_478,acceptor,False,,
1503,fa_479,acceptor,False,,
1504,fa_480,acceptor,False,,
1505,fa_481,acceptor,False,,
1506,fa_482,acceptor,False,,
1507,fa_483,acceptor,False,,
1508,fa_484,acceptor,True,0.0069789305297897,155.0
1509,fa_485,acceptor,False,,
1510,fa_486,acceptor,False,,
1511,fa_487,acceptor,False,,
1512,fa_488,acceptor,False,,
1513,fa_489,acceptor,True,0.002041418711184,341.0
1514,fa_490,acceptor,False,,
1515,fa_491,acceptor,False,,
1516,fa_492,acceptor,False,,
1517,fa_493,acceptor,False,,
