query_source,query_index,nearest_other_source_index,donor_similarity,acceptor_similarity,paired_similarity
in-house,356,93,0.38235294818878174,1.0,0.6911764740943909
in-house,357,533,0.33636364340782166,0.6380952596664429,0.48722946643829346
in-house,358,483,0.46236559748649597,0.7260273694992065,0.5941964983940125
in-house,359,483,0.46236559748649597,0.4285714328289032,0.4454685151576996
in-house,360,483,0.46236559748649597,0.9821428656578064,0.72225421667099
in-house,361,533,0.25,0.5,0.375
in-house,362,533,0.380952388048172,0.6292135119438171,0.5050829648971558
in-house,363,238,0.40869563817977905,1.0,0.7043478488922119
in-house,364,483,0.5,0.5810810923576355,0.5405405759811401
in-house,365,483,0.46236559748649597,0.48275861144065857,0.47256210446357727
in-house,366,483,0.46236559748649597,0.594936728477478,0.5286511778831482
in-house,367,483,0.46236559748649597,0.5555555820465088,0.5089606046676636
in-house,368,533,0.3103448152542114,0.835616409778595,0.5729806423187256
in-house,369,533,0.380952388048172,0.5979381203651428,0.4894452691078186
in-house,370,483,0.46236559748649597,0.37254902720451355,0.41745731234550476
in-house,371,533,0.33636364340782166,0.875,0.605681836605072
in-house,372,483,0.5,0.47058823704719543,0.4852941036224365
in-house,373,93,0.4528301954269409,0.4175824224948883,0.4352062940597534
in-house,374,483,0.46236559748649597,0.5694444179534912,0.5159050226211548
in-house,375,533,0.3207547068595886,0.581632673740387,0.4511936902999878
in-house,376,533,0.33636364340782166,0.6860465407371521,0.5112050771713257
in-house,377,533,0.42105263471603394,0.835616409778595,0.6283345222473145
in-house,378,533,0.33636364340782166,0.8266666531562805,0.5815151333808899
in-house,379,483,0.46236559748649597,0.4941176474094391,0.47824162244796753
in-house,380,533,0.33636364340782166,0.5,0.418181836605072
in-house,381,533,0.2641509473323822,0.7142857313156128,0.4892183542251587
in-house,382,533,0.2641509473323822,0.7142857313156128,0.4892183542251587
in-house,383,483,0.46236559748649597,0.4175824224948883,0.43997400999069214
in-house,384,533,0.3272727131843567,0.7894737124443054,0.558373212814331
in-house,385,418,0.5,0.5340909361839294,0.5170454978942871
in-house,386,483,0.46236559748649597,0.6716417670249939,0.5670036673545837
in-house,387,533,0.2931034564971924,0.835616409778595,0.5643599033355713
in-house,388,483,0.46236559748649597,0.8307692408561707,0.6465674042701721
in-house,389,533,0.380952388048172,0.4590163826942444,0.4199844002723694
in-house,390,533,0.3619047701358795,0.6236559152603149,0.49278032779693604
in-house,391,477,0.2666666805744171,0.4313725531101227,0.3490196168422699
in-house,392,483,0.46236559748649597,0.2871287167072296,0.3747471570968628
in-house,393,483,0.46236559748649597,0.5365853905677795,0.49947547912597656
in-house,394,47,0.3451327383518219,1.0,0.6725663542747498
in-house,395,415,0.22608695924282074,0.5322580933570862,0.37917253375053406
in-house,396,533,0.28318583965301514,0.8243243098258972,0.5537550449371338
in-house,397,483,0.46236559748649597,0.5243902206420898,0.4933779239654541
in-house,398,533,0.3861386179924011,0.835616409778595,0.610877513885498
in-house,399,483,0.46236559748649597,0.6133333444595337,0.537849485874176
in-house,400,533,0.4141414165496826,0.835616409778595,0.6248788833618164
in-house,401,483,0.46236559748649597,0.6133333444595337,0.537849485874176
in-house,402,483,0.46236559748649597,0.3333333432674408,0.3978494703769684
in-house,403,533,0.30909091234207153,1.0,0.6545454263687134
in-house,404,483,0.46236559748649597,0.5487805008888245,0.505573034286499
in-house,405,533,0.33636364340782166,0.7160493731498718,0.5262064933776855
in-house,406,533,0.33636364340782166,0.8513513803482056,0.5938575267791748
in-house,407,533,0.33636364340782166,0.5151515007019043,0.42575758695602417
in-house,408,483,0.46236559748649597,0.6818181872367859,0.5720918774604797
in-house,409,418,0.38461539149284363,0.5696202516555786,0.4771178364753723
in-house,410,533,0.40816327929496765,0.835616409778595,0.6218898296356201
in-house,411,533,0.31192660331726074,1.0,0.6559633016586304
in-house,412,483,0.46236559748649597,0.4065934121608734,0.4344795048236847
