donor_smiles,acceptor_smiles,PCE,pair_key
CC1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC(F)=C(S4)CC(CC)CC)=C(N=C23)C5=CC(F)=C(S5)CC(CC)CC)C6=CC=C(S6)C7=CC8=C(C9=C(C(C%10=CC=C(S%10)CC(CC)CC)=C8S7)C=C(C)S9)C%11=CC=C(S%11)CC(CC)CC)F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16,13.1,CC1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC(F)=C(S4)CC(CC)CC)=C(N=C23)C5=CC(F)=C(S5)CC(CC)CC)C6=CC=C(S6)C7=CC8=C(C9=C(C(C%10=CC=C(S%10)CC(CC)CC)=C8S7)C=C(C)S9)C%11=CC=C(S%11)CC(CC)CC)F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16
FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,12.31,FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c([C@@]1(c1ccc(cc1)C[C@H](CCCC)CC)c1ccc(cc1)C[C@@H](CCCC)CC)c1c(s3)c3c(s1)c1c([C@@]3(c3ccc(cc3)C[C@@H](CCCC)CC)c3ccc(cc3)C[C@H](CCCC)CC)c3c(s1)cc(s3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)/C2=C(C#N)C#N)F,12.21,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c([C@@]1(c1ccc(cc1)C[C@H](CCCC)CC)c1ccc(cc1)C[C@@H](CCCC)CC)c1c(s3)c3c(s1)c1c([C@@]3(c3ccc(cc3)C[C@@H](CCCC)CC)c3ccc(cc3)C[C@H](CCCC)CC)c3c(s1)cc(s3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)/C2=C(C#N)C#N)F
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C/1=C\c2cc3sc4c(C(c5ccc(CCCCCC)cc5)(c6ccc(CCCCCC)cc6)c7c8sc9c(C(c%10ccc(CCCCCC)cc%10)(c%11ccc(CCCCCC)cc%11)c%12c%13sc(/C=C%14C(c%15ccc(Cl)cc%15C\%14=C(C#N)\C#N)=O)cc%13sc%129)c8sc74)c3s2)c%16ccc(Cl)cc%16C1=C(C#N)/C#N,12.2,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C/1=C\c2cc3sc4c(C(c5ccc(CCCCCC)cc5)(c6ccc(CCCCCC)cc6)c7c8sc9c(C(c%10ccc(CCCCCC)cc%10)(c%11ccc(CCCCCC)cc%11)c%12c%13sc(/C=C%14C(c%15ccc(Cl)cc%15C\%14=C(C#N)\C#N)=O)cc%13sc%129)c8sc74)c3s2)c%16ccc(Cl)cc%16C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C(Cl)=C(Cl)C=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC,12.16,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C(Cl)=C(Cl)C=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(C=C3)CCCCCC)C4=C(C5=C2C(SC6=C7C(C8=CC=C(C=C8)CCCCCC)(C9=C6SC%10=C9SC(/C=C%11C(C(C=CC=C%12F)=C%12C\%11=C(C#N)\C#N)=O)=C%10)C%13=CC=C(C=C%13)CCCCCC)=C7S5)SC%14=C4SC(/C=C(C(C%15=CC=CC(F)=C%15%16)=O)/C%16=C(C#N)/C#N)=C%14,12.1,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(C=C3)CCCCCC)C4=C(C5=C2C(SC6=C7C(C8=CC=C(C=C8)CCCCCC)(C9=C6SC%10=C9SC(/C=C%11C(C(C=CC=C%12F)=C%12C\%11=C(C#N)\C#N)=O)=C%10)C%13=CC=C(C=C%13)CCCCCC)=C7S5)SC%14=C4SC(/C=C(C(C%15=CC=CC(F)=C%15%16)=O)/C%16=C(C#N)/C#N)=C%14
CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,12.01,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl
CC(SC(C1=CC(C(S1)=C(C2C=C(C)SC23)C4=CC=C(S4)CC(CC)CCCC)=C3C5=CC=C(S5)CC(CCCC)CC)=C6S7)=C6C(F)=C7C(OCC(CC)CCCC)=O,S=C(N(C/1=O)CC)SC1=C/C(C2=NSN=C32)=CC=C3C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C(C=C6C7(CCCCCCCC)CCCCCCCC)=C5C=C6C8=C7C=C(C9=CC=C(C%10=NSN=C9%10)/C=C%11SC(N(C\%11=O)CC)=S)S8)S4,12.0,CC(SC(C1=CC(C(S1)=C(C2C=C(C)SC23)C4=CC=C(S4)CC(CC)CCCC)=C3C5=CC=C(S5)CC(CCCC)CC)=C6S7)=C6C(F)=C7C(OCC(CC)CCCC)=O||S=C(N(C/1=O)CC)SC1=C/C(C2=NSN=C32)=CC=C3C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C(C=C6C7(CCCCCCCC)CCCCCCCC)=C5C=C6C8=C7C=C(C9=CC=C(C%10=NSN=C9%10)/C=C%11SC(N(C\%11=O)CC)=S)S8)S4
CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C=C(S5)/C=C6C(C7=C(C/6=C(C#N)/C#N)C=C(Cl)C7)=O)[Se]C8=CC9=C([Se]C%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14\C(C%15=C(SC(Cl)=C%15)C%14=O)=C(C#N)/C#N)=C%13)C=C84)C=C1,11.91,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C=C(S5)/C=C6C(C7=C(C/6=C(C#N)/C#N)C=C(Cl)C7)=O)[Se]C8=CC9=C([Se]C%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14\C(C%15=C(SC(Cl)=C%15)C%14=O)=C(C#N)/C#N)=C%13)C=C84)C=C1
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1cccc(c1)CCCCCC)c1cc(ccc1)CCCCCC)c1c(C3(c2cc(ccc2)CCCCCC)c2cccc(c2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,11.77,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1cccc(c1)CCCCCC)c1cc(ccc1)CCCCCC)c1c(C3(c2cc(ccc2)CCCCCC)c2cccc(c2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
CC1=CC=C(C(C2=NN(N=C2C(C3=CC=C(C4=C(C=C(S4)C5=C6C(C=CS6)=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=C5C=CS8)CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C9F)CCC)=C9F)S1,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,11.6,CC1=CC=C(C(C2=NN(N=C2C(C3=CC=C(C4=C(C=C(S4)C5=C6C(C=CS6)=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=C5C=CS8)CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C9F)CCC)=C9F)S1||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,FC1=C(F)C=C(C/2=C(C#N)\C#N)C(C(C2=C/C(S3)=CC(S4)=C3C5=C4C(SC6=C7SC8=C6OC(C9=C8CC%10=C9SC(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C7OC5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=O)=C1,11.47,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||FC1=C(F)C=C(C/2=C(C#N)\C#N)C(C(C2=C/C(S3)=CC(S4)=C3C5=C4C(SC6=C7SC8=C6OC(C9=C8CC%10=C9SC(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C7OC5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=O)=C1
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C=C(Cl)C=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=C(Cl)C=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC,11.45,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C=C(Cl)C=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=C(Cl)C=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC
FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3,11.39,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3
CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,11.38,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,c1ccc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N,11.3,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||c1ccc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,11.2,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl
FC(C(F)=C(C1=NSN=C21)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC=C(S5)C)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6,C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC,11.1,FC(C(F)=C(C1=NSN=C21)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC=C(S5)C)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6||C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC
