donor_smiles,acceptor_smiles,PCE,pair_key
O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O,CCCCCC[Si]1(C2=C(C3=C1C=C(/C=C(/C4=C(C#N)\[N+]#[C-])C(C5=C4C=CC(F)=C5)=O)S3)SC6=C2SC7=C6[Si](CCCCCC)(CCCCCC)C8=C7SC(/C=C(/C9=C([N+]#[C-])\C#N)C(C%10=C9C=CC(F)=C%10)=O)=C8)CCCCCC,10.2,O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O||CCCCCC[Si]1(C2=C(C3=C1C=C(/C=C(/C4=C(C#N)\[N+]#[C-])C(C5=C4C=CC(F)=C5)=O)S3)SC6=C2SC7=C6[Si](CCCCCC)(CCCCCC)C8=C7SC(/C=C(/C9=C([N+]#[C-])\C#N)C(C%10=C9C=CC(F)=C%10)=O)=C8)CCCCCC
c1cccc2c1n(c1c2ccc(c1)c1sc(cc1)c1ccc(c2c1nsn2)c1sccc1)C(CCCCCCCC)CCCCCCCC,O=C(N(C(C1=CC=C([Se]1)/C=C2S/C(N(C\2=O)CC)=C(C#N)\C#N)=C3C(N4CC(CCCC)CC)=O)CC(CCCC)CC)C3=C4C([Se]5)=CC=C5/C=C(C(N/6CC)=O)\SC6=C(C#N)\C#N,10.12,c1cccc2c1n(c1c2ccc(c1)c1sc(cc1)c1ccc(c2c1nsn2)c1sccc1)C(CCCCCCCC)CCCCCCCC||O=C(N(C(C1=CC=C([Se]1)/C=C2S/C(N(C\2=O)CC)=C(C#N)\C#N)=C3C(N4CC(CCCC)CC)=O)CC(CCCC)CC)C3=C4C([Se]5)=CC=C5/C=C(C(N/6CC)=O)\SC6=C(C#N)\C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(OCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCCCCCCCC)C=C(/C=C%12C(C%13=CC(Cl)=C(C=C%13C\%12=C(C#N)\C#N)Cl)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3,10.1,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(OCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCCCCCCCC)C=C(/C=C%12C(C%13=CC(Cl)=C(C=C%13C\%12=C(C#N)\C#N)Cl)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3
CC(C1=NSN=C12)=C(C=C2C(S3)=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C)F,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,10.08,CC(C1=NSN=C12)=C(C=C2C(S3)=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C)F||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
[H]C(C([H])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N,10.08,[H]C(C([H])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC,10.07,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC
O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4SC8=C7C=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=CC(F)=C(C=C%15C\%14=C(C#N)\C#N)F)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)C9=C8)C%17=CC=C(CCCCCC)C=C%17)=C5S3,10.04,O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC||O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4SC8=C7C=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=CC(F)=C(C=C%15C\%14=C(C#N)\C#N)F)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)C9=C8)C%17=CC=C(CCCCCC)C=C%17)=C5S3
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,9.9,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,9.82,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3
FC(C(C1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)=C(N=C23)C5=CC=C(C(OCCCCCCCC)=C5)OCCCCCCCC)C)F)=C6)=CC(C7=CC=C(C)S7)=C6F,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,9.7,FC(C(C1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)=C(N=C23)C5=CC=C(C(OCCCCCCCC)=C5)OCCCCCCCC)C)F)=C6)=CC(C7=CC=C(C)S7)=C6F||N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3
CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,9.67,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,c1cccc2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)c3c(s1)c(c1c(c3O[C@H](CCCC)CC)sc3c1C(c1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)O[C@@H](CC)CCCC)/C2=O,9.56,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||c1cccc2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)c3c(s1)c(c1c(c3O[C@H](CCCC)CC)sc3c1C(c1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)O[C@@H](CC)CCCC)/C2=O
O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=C(F)C=C(CCCCCC)C=C6)(C7=C(F)C=C(CCCCCC)C=C7)C8=CC9=C(C=C84)C(C%10=C(F)C=C(CCCCCC)C=C%10)(C%11=C(F)C=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C5S3,9.5,O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=C(F)C=C(CCCCCC)C=C6)(C7=C(F)C=C(CCCCCC)C=C7)C8=CC9=C(C=C84)C(C%10=C(F)C=C(CCCCCC)C=C%10)(C%11=C(F)C=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C5S3
CC1=CC(C(C2=CC=C(S2)[Si](CCC)(CCC)CCC)=C3SC(C4=CC=C(S4)C5=C(C(Cl)=C(C6=NN(N=C56)CC(C)C)C7=CC=C(S7)C)Cl)=CC3=C8C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C8S1,O=C(C(C=C(C(Cl)=C1)Cl)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C%14=C(C=C(S%14)/C=C%15C(C(C=C(C(Cl)=C%16)Cl)=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3,9.45,CC1=CC(C(C2=CC=C(S2)[Si](CCC)(CCC)CCC)=C3SC(C4=CC=C(S4)C5=C(C(Cl)=C(C6=NN(N=C56)CC(C)C)C7=CC=C(S7)C)Cl)=CC3=C8C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C8S1||O=C(C(C=C(C(Cl)=C1)Cl)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C%14=C(C=C(S%14)/C=C%15C(C(C=C(C(Cl)=C%16)Cl)=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3
CC1=CC(C(C2=CC=C(S2)[Si](CCC)(CCC)CCC)=C3SC(C4=CC=C(S4)C5=C(C(Cl)=C(C6=NN(N=C56)CC(C)C)C7=CC=C(S7)C)Cl)=CC3=C8C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C8S1,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C%14=C(C=C(S%14)/C=C%15C(C(C=C(C(F)=C%16)F)=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3,9.44,CC1=CC(C(C2=CC=C(S2)[Si](CCC)(CCC)CCC)=C3SC(C4=CC=C(S4)C5=C(C(Cl)=C(C6=NN(N=C56)CC(C)C)C7=CC=C(S7)C)Cl)=CC3=C8C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C8S1||O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C%14=C(C=C(S%14)/C=C%15C(C(C=C(C(F)=C%16)F)=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N,9.41,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,9.4,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3
FC(C(F)=C(C1=CC=CS1)C2=NN(CCCCCCCC)N=C32)=C3C(S4)=CC=C4C(S5)CC6=C5C(C7=CC=C(CC(CCCCCC)CCCCCCCC)S7)=C(C=CS8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,9.26,FC(C(F)=C(C1=CC=CS1)C2=NN(CCCCCCCC)N=C32)=C3C(S4)=CC=C4C(S5)CC6=C5C(C7=CC=C(CC(CCCCCC)CCCCCCCC)S7)=C(C=CS8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
