representation,representation_hash,group_size,n_inhouse,n_gao,cross_source,pce_min,pce_max,pce_range,pce_mean,pce_sd,array_indices,sources
acceptor_fingerprint,c7dba4d8a1fd22c881b3a61725da6ef55598ab2c35290a5a37efd2d566d39093,3,3,0,False,6.900000095367432,14.800000190734863,7.900000095367432,10.533333778381348,3.987898349761963,30;349;574,in-house;in-house;in-house
acceptor_fingerprint,c974279b3978329f1ff6eb86effe3f4876852e90b6dfe8871e8072e64e9417ab,4,0,4,False,2.0899999141693115,6.900000095367432,4.810000419616699,4.65749979019165,2.357009172439575,726;936;937;938,Gao;Gao;Gao;Gao
acceptor_fingerprint,c997a1e7769bc1f8237531ecc6396255481a25c0465bbd2f1c5354c862dc4b6e,2,2,0,False,11.319999694824219,11.609999656677246,0.28999996185302734,11.46500015258789,0.2050609439611435,185;206,in-house;in-house
acceptor_fingerprint,cce4daef3466912115114a47937759c5e11908ec4ef6f39cc24019bc556cf85b,3,3,0,False,13.600000381469727,16.100000381469727,2.5,15.233332633972168,1.415391445159912,15;17;53,in-house;in-house;in-house
acceptor_fingerprint,d1a126af3815b29b84c426ad8f166ac76b2a31cbf5264c92372d7d416f6fb85e,3,3,0,False,8.300000190734863,10.760000228881836,2.4600000381469727,9.84000015258789,1.3420878648757935,259;292;484,in-house;in-house;in-house
acceptor_fingerprint,d454e81ee005a8f82a56c7e684c6d26d074e358b862e4dd99c9fe1affe1d39ff,2,2,0,False,6.880000114440918,10.350000381469727,3.4700002670288086,8.614999771118164,2.453660726547241,307;576,in-house;in-house
acceptor_fingerprint,d83c83d828218ad56b8d287b5f714686e4da46e4ae7015004fa90caf28b22e51,2,2,0,False,14.399999618530273,17.459999084472656,3.059999465942383,15.929999351501465,2.1637463569641113,2;34,in-house;in-house
acceptor_fingerprint,d9ce3028b8032645a15bd52f29a24add951be555bdcb6b242a5386de4a975e5c,2,2,0,False,10.539999961853027,11.300000190734863,0.7600002288818359,10.920000076293945,0.5374013185501099,208;282,in-house;in-house
acceptor_fingerprint,dcf842694d53827077961931c0e460a45a792bc12c0b37ed12451efc871162d4,4,4,0,False,9.600000381469727,13.449999809265137,3.84999942779541,12.239999771118164,1.7767571210861206,59;91;97;371,in-house;in-house;in-house;in-house
acceptor_fingerprint,de4e860247d6911ac58654a900686048b79309d8c2ae954b384f40e8b3491fa4,4,4,0,False,15.300000190734863,16.399999618530273,1.0999994277954102,15.675000190734863,0.499165803194046,8;20;21;23,in-house;in-house;in-house;in-house
acceptor_fingerprint,e5f12c951c5adcdfd4eac67bc10465ca7f49794f5e71f06d11ef0c578dfac549,2,2,0,False,7.099999904632568,13.420000076293945,6.320000171661377,10.260000228881836,4.468914985656738,60;561,in-house;in-house
acceptor_fingerprint,ecca12b886f1a6da9f22f23a538d8d63f4f5a3848ccea19d72d59ddb82a5e598,2,2,0,False,10.199999809265137,10.5,0.3000001907348633,10.350000381469727,0.21213217079639435,290;325,in-house;in-house
acceptor_fingerprint,fccd9469e6ad6b5ec1899ac6ac224940a70adb353dab04f5475171d72d654a42,3,3,0,False,8.109999656677246,9.329999923706055,1.2200002670288086,8.923333168029785,0.704367458820343,399;401;501,in-house;in-house;in-house
acceptor_fingerprint,fe6ed285eec600eba55999980aea61977732103855d0aec642f160b3c1387a9c,2,2,0,False,8.819999694824219,11.489999771118164,2.6700000762939453,10.154999732971191,1.8879752159118652,196;447,in-house;in-house
paired_fingerprint,04cda27ca551b7a40978a9a15f8447c07c6d8067e94e2339dd3cb445a596c4de,2,0,2,False,2.259999990463257,5.070000171661377,2.81000018119812,3.6649999618530273,1.9869701862335205,922;923,Gao;Gao
paired_fingerprint,0bbbbb9eba2cfbedbe67b20e44c6f4f3a9b7dc5ca2d48a68a074245b0f10be15,2,0,2,False,1.5499999523162842,3.5199999809265137,1.9700000286102295,2.5349998474121094,1.3930003643035889,722;723,Gao;Gao
paired_fingerprint,170eaf5b2cb52230d8008d68dc9dbe7a4e637faca102e2ba5f5a7dc91f093b2e,2,2,0,False,11.199999809265137,12.40999984741211,1.2100000381469727,11.805000305175781,0.8555992245674133,128;216,in-house;in-house
paired_fingerprint,17c953b306b21e1e939635c97bf58c5df39cdbd4b67fe0279b0354ffea006a1e,3,0,3,False,3.0899999141693115,6.21999979019165,3.129999876022339,5.039999485015869,1.7011466026306152,842;1159;1160,Gao;Gao;Gao
paired_fingerprint,2295bde152ab9b1c109828478a637b0c70c6fbb1dc4cbbb4f240209fa4bdee6a,2,2,0,False,9.329999923706055,9.329999923706055,0.0,9.329999923706055,0.0,399;401,in-house;in-house
paired_fingerprint,25a093e759cef0f6da4142ee23ee7c6c7679bb114baec61c113b71109e23954f,2,2,0,False,6.0,7.300000190734863,1.3000001907348633,6.650000095367432,0.9192389845848083,552;612,in-house;in-house
paired_fingerprint,28b55f5b9f85e9c457287eafcce22d5755dbbc6d3f6b8927bf44384b8f6fd36f,2,2,0,False,9.300000190734863,12.100000381469727,2.8000001907348633,10.700000762939453,1.9798991680145264,154;403,in-house;in-house
paired_fingerprint,2c73de7fbad34c25b6e3bbc9df26d365becfafcca3b1fa65faa8933b29e2b929,3,0,3,False,0.800000011920929,3.700000047683716,2.9000000953674316,2.0,1.5132745504379272,817;818;819,Gao;Gao;Gao
paired_fingerprint,2e04d14dd450a0193aa5384d4e2543c6e5910fef19bc229cba5eef79ad8b8300,2,2,0,False,5.670000076293945,9.1899995803833,3.5199995040893555,7.429999828338623,2.489015579223633,419;620,in-house;in-house
paired_fingerprint,3045ae3759fb7f9c57c1fd4fcfeb877113ef4ef0035025a374aff45636dd2ffe,2,0,2,False,1.9800000190734863,2.0299999713897705,0.04999995231628418,2.005000114440918,0.035355307161808014,804;805,Gao;Gao
paired_fingerprint,414defe8b4c4e50c30581832c0490bbf88a1708e20f9db07422688efa735785e,4,0,4,False,2.0899999141693115,6.900000095367432,4.810000419616699,4.65749979019165,2.357009172439575,726;936;937;938,Gao;Gao;Gao;Gao
paired_fingerprint,5ab55cb46b8f0ff467a7b39d3d468ce04f501ac8b46417a9cf6f45a75fb6ec8c,2,2,0,False,12.619999885559082,12.789999961853027,0.1700000762939453,12.704999923706055,0.12020820379257202,104;112,in-house;in-house
paired_fingerprint,5cebe64452137623542abaf4c77cc6f4b8aa159dcbc1da1d09af43df470ade07,2,2,0,False,2.380000114440918,5.510000228881836,3.130000114440918,3.945000171661377,2.2132441997528076,627;700,in-house;in-house
paired_fingerprint,69b2b83fb6b5cea97ef1298e70dc61cab3b871c1afd26f7f1faa57e8f9ad4e0c,2,2,0,False,1.899999976158142,3.9000000953674316,2.0,2.9000000953674316,1.4142136573791504,673;706,in-house;in-house
paired_fingerprint,710a61414634b5e4b5f5bc76959adbf35b9dc7dc2c164496ac1523674f4277b2,2,2,0,False,14.399999618530273,17.459999084472656,3.059999465942383,15.929999351501465,2.1637463569641113,2;34,in-house;in-house
paired_fingerprint,78938ec5eef8d4ff09fdd23e9d1ef5b525351926e91f14083005f1c6225aa293,3,3,0,False,15.300000190734863,16.399999618530273,1.0999994277954102,15.766666412353516,0.5686237215995789,8;20;23,in-house;in-house;in-house
paired_fingerprint,8332b22ad63e13f9b15c75f9f23319c3bcc64b52cea2954ad652267fde2e4b46,2,2,0,False,5.019999980926514,11.260000228881836,6.240000247955322,8.140000343322754,4.412346363067627,212;643,in-house;in-house
paired_fingerprint,88971f5fa937431c1a6f48011a318cb54a13e6b03c147dc555a3a4ced06c635b,2,0,2,False,2.4800000190734863,3.5999999046325684,1.119999885559082,3.0399999618530273,0.7919595241546631,1071;1072,Gao;Gao
paired_fingerprint,89c6015e4a31fc08e4f224f0c61ddf0e1d76d909f32e156e361ec86ad7ae6f83,2,2,0,False,4.820000171661377,8.130000114440918,3.309999942779541,6.475000381469727,2.3405234813690186,497;647,in-house;in-house
paired_fingerprint,8a047934b60cc03943a4906ed2f31aaac3120aed302f2ee380ad8acd68515117,2,2,0,False,9.739999771118164,12.029999732971191,2.2899999618530273,10.885000228881836,1.6192744970321655,165;361,in-house;in-house
paired_fingerprint,8acbefde3ccc413a2f9b5dd2454b313ea009563052da150bf371701b116fe40f,2,2,0,False,9.539999961853027,10.5600004196167,1.0200004577636719,10.050000190734863,0.7212492823600769,280;381,in-house;in-house
paired_fingerprint,94c1b0f6adda2831a1bea79479159d4d4b593e7a2844ff8087e367586c204acf,2,0,2,False,5.0,6.699999809265137,1.6999998092651367,5.849999904632568,1.2020814418792725,1203;1204,Gao;Gao
paired_fingerprint,9be27402d8c63fab6396827e7de984f270384e99c6de4f13f113e7509fe1ebac,2,0,2,False,2.509999990463257,2.869999885559082,0.3599998950958252,2.690000057220459,0.25455838441848755,869;871,Gao;Gao
paired_fingerprint,a0acdf2ad7f0ed4bd72ea71895835293921b6c20e616e90ab1254463481ade12,2,2,0,False,8.260000228881836,9.289999961853027,1.0299997329711914,8.774999618530273,0.7283198237419128,407;487,in-house;in-house
paired_fingerprint,a4988a68bbc8f005b36a5e2da07058f6661a3d18effa3d895bc971931654888b,2,2,0,False,11.1899995803833,11.819999694824219,0.630000114440918,11.504999160766602,0.44547736644744873,175;219,in-house;in-house
paired_fingerprint,ab8db180121a5c084069499f727ce871a0b87fbb9fd651379fe5f15371508a33,2,0,2,False,2.0999999046325684,2.700000047683716,0.6000001430511475,2.4000000953674316,0.42426416277885437,718;719,Gao;Gao
paired_fingerprint,afe0b4be3afddda120ae4bbc2950664a129bc4209f969b8d7a36c0e218121559,2,2,0,False,7.150000095367432,9.170000076293945,2.0199999809265137,8.15999984741211,1.4283556938171387,420;558,in-house;in-house
paired_fingerprint,b22cef58ec7cfac39705fe113999e5f0d7ccd8ddb0529e74aa7c5d95b01ae27e,4,4,0,False,12.529999732971191,13.949999809265137,1.4200000762939453,13.229999542236328,0.5800575017929077,41;71;77;117,in-house;in-house;in-house;in-house
paired_fingerprint,b61e91cf9bb661dc32f1ff2275a6f916c373708579805181bbfe2829f24e089a,2,2,0,False,10.600000381469727,13.279999732971191,2.679999351501465,11.940000534057617,1.8950457572937012,68;276,in-house;in-house
paired_fingerprint,b659442daa460053af34cd29ae2f70a06f7c2a187b5cfb2fe38f5ff1de402c24,2,0,2,False,7.139999866485596,8.5600004196167,1.4200005531311035,7.850000381469727,1.0040919780731201,884;885,Gao;Gao
paired_fingerprint,c1c9c3c148f4c916654cae139a210f0690660d9924fc175dc09a86a3ffc37615,2,0,2,False,4.019999980926514,4.21999979019165,0.19999980926513672,4.119999885559082,0.14142122864723206,1037;1038,Gao;Gao
paired_fingerprint,c35fda56f2002abc737a07e7086936194658a5387156d7454570b3a6b8eef5d1,2,0,2,False,2.0,5.599999904632568,3.5999999046325684,3.799999952316284,2.5455844402313232,1003;1004,Gao;Gao
paired_fingerprint,c3a86152fe43e084171ef5ef254699571beb3a3cf31c8771f17f77d0ec08b42c,2,0,2,False,4.010000228881836,4.019999980926514,0.009999752044677734,4.015000343322754,0.0070708924904465675,956;982,Gao;Gao
