array_index,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id
123,Gao,123,,,1.14,Gao_0123,b4b5b1b9e3538bbfccb34a8b7c27a2bb167e09be270126209b8243cfc92e4355,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,53c0350830283913ff7dc924f15651abe0ec14e94f28950d92fd885829f848a6,25b52cb73480a5891e6ea38e00b9c1388ecfff2651c413c8f747bdeea998e184,0d3835331c11da18e4b9ae42e186974b7e616cbc368dac3ecd897b6671993c27,382,183,64,799
124,Gao,124,,,0.24,Gao_0124,0344bfb1f71277b39dce982c8412cbacbf7da40c036814ee25b50e43198241ff,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,3e573b033a7cc6a1d2cc9c8adf7690d2636ca0b1834313ed145f73254d7e00b8,d50cf879b4159a52a846413e7da47e33a6423670f9eb8528bb048bb4d6d5f950,e9ba8815f23df915a5c803adbf373d28ed68cdc5fe192b6417b2923dd187d5dd,277,985,1086,800
125,Gao,125,,,0.39,Gao_0125,0344bfb1f71277b39dce982c8412cbacbf7da40c036814ee25b50e43198241ff,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,857a7a947a2c1f177823267b43b200e98830d0a0b0b2be595b903c80fc590ace,68ae429a3a2510b49344da60f6063654fc21479fe7f3a11c6d9bd049a60dd7b6,146f8323196eb5a0e9b478a8e632d047b3a7c8f34ef1152c3a06c99f9b8eebc0,608,506,92,801
126,Gao,126,,,5.61,Gao_0126,83f2807df8f78ac3aaf92571e0cb3d61485e0c01f2d0770cdbd0ddadb87c74eb,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9720ce48b1c213c55ef9b43e27f0e93dfedef49920abfe7e8124cafcfdaa3122,e1f135fc12bc32b794c7d5b30c285bcecb83f6437e56cc0736cff1fadbd135e7,d4a53b7d5085ea962e99f8913eef5ec4717ac217c2a797877a92c0f7cbbbb0f5,691,1042,972,802
127,Gao,127,,,3.09,Gao_0127,97643ed1bd7499d9bf23c7881ee205d1da929fcddb1d09fcfa1657384ec60a22,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,17c953b306b21e1e939635c97bf58c5df39cdbd4b67fe0279b0354ffea006a1e,a223e3492703b719838449ec09d0cb7c5103935b343929af8b406de54feee754,9cc88e8a5c237c668c5ad1982dcf122c14e09cf9496dc76388c2f736cf7c0255,112,759,713,803
128,Gao,128,,,0.85,Gao_0128,e9e023d1cbce6760893be036f68ad7d7d30fec1ae1c09fabb069ad144ade0ec0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,4e758f97d1e01f950d30744c021b70349e82f85c896dfba23a74b83b121fd911,0a4f17463dbba8c1617b5013dc5b09859dc126182f29ea236bac5e5c420d1c1e,b364fe08882a3a543e5243240171cd2b83d325da742347346a9d00f0c6b7f1b4,361,54,829,804
129,Gao,129,,,0.47,Gao_0129,13855abefc055affa56a8efdeea6515dd7c20d2a8175bf3a18f38a78562ae4e5,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,f57d63787411d185dfdac286e7431bd6c660cf5b9c4aa9ab4635206c26e3cd9f,bc7196134951070106793c839fde42fb7832843e4e8ae1a5a0f77a3983359a70,d585d1dc116c48a193d30eaf0c7f10c9d1ebc78c1cefd449dfa94163f9cc3f9d,1150,865,982,805
130,Gao,130,,,0.8,Gao_0130,13855abefc055affa56a8efdeea6515dd7c20d2a8175bf3a18f38a78562ae4e5,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,f57d63787411d185dfdac286e7431bd6c660cf5b9c4aa9ab4635206c26e3cd9f,bc7196134951070106793c839fde42fb7832843e4e8ae1a5a0f77a3983359a70,d585d1dc116c48a193d30eaf0c7f10c9d1ebc78c1cefd449dfa94163f9cc3f9d,1150,865,982,805
131,Gao,131,,,0.69,Gao_0131,02c51c556a74cc0ca4a7a250804fdd86a165a0494d730455efaccb0d5a8e5897,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c317df8784919a812ceed7c528247bc7ccfc8750f222edbe6cc0cf8f8041b26d,13f36a792c5587a9aebfa7e3d56e98f5c04a7670b57d7b1990558663eb310517,81f5c74d0efc5bbcca423423e8e65a819ac12eb818a53d9e32d39011c70619f6,930,95,589,806
132,Gao,132,,,5.21,Gao_0132,a59954e11d006577fe6b0aceeff35fd90a19c1786b8eacbd7135c968ab7854da,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9eaaa77166ac47be1b858c576bc1608cd40582a661c2658300e9b921ba77e0ca,e159e95ef813647d7afc5d5bd7c99f78bdad16a492a0cb7da76e7d586a225a68,c296c84440065b01a62b228e0af12cc464a72f8c781573f7979939abd6165417,725,1038,896,807
133,Gao,133,,,4.83,Gao_0133,9f90cfa70e2cf33a26362718c468f7531af04193b41db41434f179cc90b19fee,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ad040850fe076f7b81edc89fdea1119a821ad9d1d99be28fd41643417d504359,e93ec2246c0af4fe52bdfe1629ceac32f224f1cbea6a7d6d0239ee3dcf86ad26,7bf7264ea2e7e8e65c1c237dbe3b9e758a6b7521ecd080d6a46f5f0bf7945bf2,805,1075,563,808
134,Gao,134,,,6.05,Gao_0134,7d2b9b0d117dcfb55c681222cb53a01340c8546c685f2c8c8d3445080ccac915,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0da231fbde72aef53a30f94daf160bbd6fe908590935b31b177eb6727e8ab5b9,f06b7cc4b0b64d64440fb7a4e91d82c4f845e0b12e672d35bf141254f619aed3,2e9c89706c927d2d84c8f3e6d1b303d4182766a7d2a8aaa6afb3a4c7560d7d5b,64,1118,210,809
135,Gao,135,,,3.1,Gao_0135,70830667ae087b533231a0e7087dcb1d6626805fd1dcd433b93e3f6565edcc67,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,74df3413b73197d40abb5f6c0eee0363cd70db016c8fd423efdc5c1555118187,5c2662a56ec123bd960c78765983e4516a1ecdd720c34d51670fdcfeab777962,26a7739cf7247b8ab63211cf41cecab6aa88fa4856e21a9692ad1ce1e8b5d4cb,529,434,161,810
136,Gao,136,,,6.5,Gao_0136,1c742257e7fe70912d94cf4164ea081f01c4ed64ada13bfb7dca20640063338e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ccef8b78299fad02767b50bfb87466c4a1679f1f6ee8f0cdf332190fd18f9017,eeb3677cfd8ca7a6b1d71edae89be917b2bf48629ee42946ff1bd76688c3ac02,29565d825266e6210677dd1b33391988f8f0cc4590f527eb2db7953308a0b9f9,978,1110,176,811
137,Gao,137,,,2.5,Gao_0137,19cc897812768a292c2c8fa96aeb22e8da80d44f67d714d30ed1435c28e8eb13,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ecec2b7b97c6f11f150907c09c66a0d5df4e8f3e4e2f70646605f614f23fa4ba,702bc5c0f6bc65eb320175d88a1b94319b886ff7abcee5d4c221a096a92f2c25,af10529cc8adc1a07c1e4d136c9858c3ba6793feedcd1b8fd5ebc167c367faf9,1116,548,801,812
138,Gao,138,,,3.58,Gao_0138,c9457a72a8d6d2bb0a15631439d29bc2254f68bbc07a220c1fd1d00039546954,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5e2427533e1ab4dc4a1983fdd602b99a84d4094c17c92ecaa2d5bbb9e763bd52,a20b715cfa03333603363b7149a4a1ab75b021adf998960c727a84b344e6261e,11d8535de9099ea2f33bd0abd3b307970ae6e8319bc8b90955abc3a2d6a34228,422,758,78,813
139,Gao,139,,,3.19,Gao_0139,bb71b80695fd22e11a9f4e4edc2631f3e837586e13e0d0fe51a308fecefec679,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0d453c6c08de1563585e507489738d8330528b294897511a8f1a63779222e6f5,7a144e6592248ea217632af2d08fec6d7c971cfd4968f5a09997d483443479a2,3c2abf9c7c5e907f748a82bbc8e71be6de92a01b91c354d720135121fcea9ec1,61,584,260,814
140,Gao,140,,,5.42,Gao_0140,937c5f33be7a6c45c24a48e39b107480f5530c82729ea3c464e2ac531d25ae2c,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,8d3d50f8c4cd7dc6fe916df3320d0f2e657f0589a2e92c139459ccee67ae9ca9,36919f966b4be74da836000c633a71e7fd8eec982a89a962611c387b57690815,13e338388cabfac123c896ab7e55068562710316e4991377626a1d77924ba570,652,273,85,815
141,Gao,141,,,1.48,Gao_0141,21a22d066d55eb617b66b608cf8398e44c3528fe24c51e2434487cb9a0e6d167,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9bb084b48cc0fe7c6cdbb300a0a68340f0974b8263a0c28dd76acd15ed281ef4,73d8955852e3a7cd2b40ef80222a75941795c2ad4530a5ca87442c844886b3e4,1c0a6f1cf9a01fe326cf2525eee619c519b3869e72ace91f6e53dffe916faa9b,710,559,118,816
142,Gao,142,,,1.21,Gao_0142,3e779f3b62470063086bcd593a485fa5c28ed4e86d15fc66aaf12d01544cd252,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,130ed585b6e1a25a43efacba8b0ce27fd564aea2079891326d938191a913adf2,7ce207ccde3544b4d22cb2f00424abf6f1d193e33d0c887d1f48ade5a023d407,44c66acb32a7dc37414422df1db4fb7529f75b2b5b8509e0c70b3d621f45a160,87,595,301,817
143,Gao,143,,,3.84,Gao_0143,34114b9db4e422c58fff591b3203fca464b928587d8d01b7cccbb4bccdb676e1,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,017ca2dad6f907cef1d365f524ca9c6a69e738aecbb3c06122d6f1daed2c0d25,8808bade6f298fa9fd8dd14fad0a30f95d82b7570ef6d751c43e2d0ec49412a8,5ac03643f209358f2d1b9bf3ad0cd3700a85e406b79c8a3bd3cfea1571554a6a,3,637,406,818
144,Gao,144,,,4.34,Gao_0144,9e916c699e9571d47d5e715f24a14a25731a0acb27c62c1f6174499b62bf153d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0fcf7261dc5ca660f251301e757b2955a2dede2f119a4bebdf4f71f28cbb3d11,d1c46a6a694ae0dbfb4951ce2c23d90ce82293fc812f0042f72cf8e9b9da7900,4ff1384b3c72b88e5777097d08e5b8baebb9a57672ba3905dbdb073fd8f9faef,71,970,352,819
145,Gao,145,,,4.87,Gao_0145,de45e6d91af04eafbe75449ec08322fcef2ac56d9e1ee2b9fafc76ec442383f6,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5e93c0ae39122291a5b65954a776e35a3b3c351e0e9f4ddaaae1e9187853fcf5,de2211e866f6951e0860303e27b18dfa847d0cefa5573c4c75695d414cbfb53d,cc8db3ca93535becae8431ede463c20215f36f9e7c86559f6c1980f369304315,424,1022,940,820
146,Gao,146,,,3.53,Gao_0146,2cb3494ebc714f06d765367eba09284f29c5214205863b5d619618f37e989a3b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9b9b24fe199787cf8942330143219e98a0569ce053704a6d4ba5f662fe3fc764,61b1efd904743440acc4b1e719b91d17e4016715d31ed7e362c76d0bea1ad9d7,356220e8753e2a36fdfe98bdc8be02ea314519fad220a2bb7c7e5d684798e6da,708,464,239,821
147,Gao,147,,,3.69,Gao_0147,1866d655f119dd8f042d839bd8ecb83afc1deaa6f96401d320c39c83294ba85b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5b1f0f9325fd7934d75cb935bfab2bebfee09c75dbd29d74d68a3d39069d2dcd,97149cfe160ee2422c07d342ad3a06bd164010815100df6b3bdc45d6545aa9fd,b2a186ec001402de34c09c21709a719ad2bee406f1eb59f1d3ffd59bfbcc57e1,413,705,826,822
148,Gao,148,,,3.31,Gao_0148,0990409f48b6fb52fa7202b1f6d1c6c1f2b3e2bb2a94cdd8008c1542c63c75cc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,99107fbedf0bd89f738e7311dd8285a77bb57f40fa1e25f03ce63543e612c6bd,b9a6eabcf916a39092cc27860f680868c6573cd2de13e51f545189811b5c326b,212df0805a9f49680cdcf053cb54dea855d3f40d8b77000f1212f5a1b5267541,699,848,137,823
149,Gao,149,,,3.22,Gao_0149,596dfe981dd4019afbc746ddf3f2d865a47895de4f9d9df3090084fb926b7560,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,cfdb2ac4640a857b8d68d0b3808cbfeed612d6de6bf23a37b99c9822c9f86cb2,0c832f3c2da3c6b01abea49dcf77e95923335b98b5e3ffc8a4ae29308557d21f,2f0e79abd6aa63db77a65fcdba88a090189c08606de051a6ae25dda38d8a629b,989,61,212,824
150,Gao,150,,,3.53,Gao_0150,0deb1c2111976ecac7ae039c251cbdc2be1370c22d0b35f58c59619323a6fe83,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,115dfc81333fba7e1fbe15d5e28525b355d00f799d233fd87ee80708d0a9bae1,e7212e788763bbbdfcd0888fe22acf6926744f3c8177d4f32d7f38e25e1eec7f,8b1c24a01743d5a87f5eaf6d2792eba6fde454e9e78d83baa0d3f9ca9ebdbdfb,75,1065,628,825
151,Gao,151,,,3.08,Gao_0151,3d6901426682882dc71df0d5784d555d65dc5e571adac2d4dc8379d5f184c7ee,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,6cad7308723ec91f47c779023f5a380e41f779bae6b5196e3e115df8a2e2b7f4,d00c8888d5bb5f93eb2b12d0c538d1ba90ada48e3addd85a145183e237df99c8,9041929ed9514715f3a3b616778fff6b702df4a01aac0920c684f3a9e3ef1a85,493,957,651,826
152,Gao,152,,,3.9,Gao_0152,b2e4b30a14da04527d474228aa9624ad1b621d3bd8e08af639ee46c947189d07,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,930e855a1792f0a4946859c76159d492873218505a36f69341f7b84ff79a302a,00ef88f5c44924beb0b2c47c2d177f07645d5ad5df653c02481a66fa8a26bc54,62f291e7e4808333540ba5b623e01d06f4835ace52c8fe3b81aa2a01fff62454,672,3,447,827
153,Gao,153,,,1.8,Gao_0153,484234dc75a476d1c78553c32edd693cc846c5b1cb9955aa5efd12f309df496e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,f1661061016806ce3d911b18c3815930bfa7d5fc2569666c8da1fbec11ccf67a,de9db45af5852d26aa0705f92a56d0682ef44e0973553c1e5107cb6167da38fe,ff5ec38bf8bbda2e092f6119a6e7becba3b45644ca033bc47d2f8aec085895f2,1135,1024,1187,828
154,Gao,154,,,2.87,Gao_0154,cee0ade1adedac4f1c350e305dcd1e81a22bd11836bc2ff5390b807f3313e84e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9be27402d8c63fab6396827e7de984f270384e99c6de4f13f113e7509fe1ebac,4a438bbf8f06b20c3c4071fc35700375fe00e523d4604b8032978bd882d8bb59,0d73f7074413951eb9803af133f16b075ecbd4413725d52d7662db0a24d38f2d,712,352,66,829
155,Gao,155,,,2.98,Gao_0155,4dd0ed61d69ee5c705eeabd61027df4461fe8d322b826bd4bb17390990db4086,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,346dadf77f091da904a0cad5a320346fa209c6e8c442287762bde6c0e889a839,f8cb6bac5f50bc6a160e72d00683cd7b9a95a03606c1ae32a7f18245a9d8de81,5b21b22f21b12d6d16c5d5863b2a03235edc76a21b06c4f6407558e20914519c,233,1159,409,830
156,Gao,156,,,2.51,Gao_0156,cee0ade1adedac4f1c350e305dcd1e81a22bd11836bc2ff5390b807f3313e84e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9be27402d8c63fab6396827e7de984f270384e99c6de4f13f113e7509fe1ebac,4a438bbf8f06b20c3c4071fc35700375fe00e523d4604b8032978bd882d8bb59,0d73f7074413951eb9803af133f16b075ecbd4413725d52d7662db0a24d38f2d,712,352,66,829
157,Gao,157,,,2.36,Gao_0157,951c82496be4c564a0aff4daf41f72ea2353ff8902ec7a1020c5a255a374dea6,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b29bc15e970629ee2f2a69b7f26db8ea649045ad316615f3d7060ffd1971288a,3379a025406695b1e26aad63b88598f0441dcb20c7372d151c28e5ac314018ab,0745aeee5eb47b4a9fe0c4d059f80e2c3b00dbe601da73f814bdb3a4e3b3564b,830,262,35,831
158,Gao,158,,,1.04,Gao_0158,1c8f708d8095b8b8f3a223fd4d592b04be16f5436fa320ef06cf3cf3aac06ec2,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,053aaab9baa88244292e0c09a1e056cbd5f8b84f8daf90e7519a132636bd6d4c,5bd839de61c20abc412a3bb5154e0cb975f5c49a9d0ed145ca426ce763871c87,1bd19e7b958cf23e503cd76deab6377d50def9b51365a1f2e8a6cccc0152382b,24,432,115,832
159,Gao,159,,,1.54,Gao_0159,5c4c2d47379d6675f56ed3cc561c1de2d1ede0ab65ba623918e3bba87b6eea61,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e5444ff6fb588d1bf0dda9b868decbb43a80deaaaf5d01082467c83db8352db8,636259ed9d24a104bfd8bed5bf66964bf3f31698e58c11b90f3d01d0491f48e2,5c37dffc4fe0f3b8868a18da62157a8f560e460764a63395347f50253b35663a,1084,472,414,833
160,Gao,160,,,1.95,Gao_0160,5c4c2d47379d6675f56ed3cc561c1de2d1ede0ab65ba623918e3bba87b6eea61,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e5444ff6fb588d1bf0dda9b868decbb43a80deaaaf5d01082467c83db8352db8,636259ed9d24a104bfd8bed5bf66964bf3f31698e58c11b90f3d01d0491f48e2,5c37dffc4fe0f3b8868a18da62157a8f560e460764a63395347f50253b35663a,1084,472,414,833
161,Gao,161,,,4.25,Gao_0161,555005dca41aa13c02860543e1c61c03ecdb013a7754a9af22a37fd792b42a4b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ed7a66caf8e0eb2ac01cf3959dcd1c69e9a7b79f1b0406f7fd5a5e8154ba3396,e4e4a1dc92e77fa5ee5e1290558c9079dbc5a10514a726b213d1a2d4d347a537,854c2918ce8b2c181f5d14ee1bd73100e5e833ffbedd7f6f0de4050689df7163,1118,1057,606,834
162,Gao,162,,,7.91,Gao_0162,cfd8d39b1dc61de23961f92728349682b90189ad355597fe7cd2294b5e72c5cc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,1af375ece02676bb59fd61ec138ec178f5325609419666c52df5f9ab9bedbb4e,563d7a044aa3f559f588694b55fa389144ad27de7d6d0329cd3b376ae5547efb,40a59a215f5a4eae7ddba63e5aa98ca5fcd6caef4b17fbd4abc79ba15ee0ea0a,129,414,281,835
163,Gao,163,,,5.55,Gao_0163,fbf7288edce5523081e3471d501c47674507ea1c3e543a1fb86bfa65b4dad186,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c1cb3edc4699e8699053605fb81b860df40b82bbc5ab79166cbcc5248c582f76,76732dbbbd08096c814ed20f178dc75ba75027840e574d6f9dd374c13342cf9a,5fc754149f852fd1e8e9695d14d64690e75af400bd6043fc209e8ba2ee5ba716,926,571,429,836
164,Gao,164,,,3.54,Gao_0164,1ae5e2e0bd8933d6522e160019cd1bab3712eddaa8aec2e87a0bd10bd8548519,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,8e57189f683b134e5c6befa07bbb9d5f388d43d4aedc602d25e7724a3510441f,c8b6c0473e418a5f4df8d5128338f84da95a849f82858385098e20f59103843f,da92526a3141ff73bdf892181e4d865a4cd303011c4f770e39a9cd406d9908e3,657,920,1009,837
165,Gao,165,,,0.5,Gao_0165,35b5678ded9165aefb744ce7c4219be44c173e859e31aa160c6b53e8a0050ff3,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,507494009a292020ec268246a6168a1b1294bc9082565618fd5ffc31f95e6f12,87a36919919dce3260b5e042aea63dcba879cacab151ca6e6490c416b8ac4938,6fad3d35a2ba9f7f023d548585acef02b90e3bdc06f7ad32ce79de606ff92e5a,371,636,506,838
166,Gao,166,,,0.7,Gao_0166,907df83babdf5eea703f8f88a501fce5ee9a6ee8d2fe039802994e4c996b3e78,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,fa360cdbdb07938e265ae5014a86e164e13ed5a95272a280ccf74f45d548dd4c,e8c88a43b15863f357debf9abae66fee98efd7180d1d348c8e0e030e417ff9df,3ed6cfbc415ff064e36d4ffc5aeaa5e65455eead04b38a02aa30f63e18318f89,1167,1074,272,839
167,Gao,167,,,8.01,Gao_0167,c0f72a8a0040b1248381a34b9ba9a722d59b730d20051d070c1fa219274bca30,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c119789f8b1aff9d96e3ee38edef3e963560dd56f83c0d04e9dfcd8abef1f2ce,79625f8bd5b99aaf229fd457f17e81dbd0283af253d9218719cf001b6b8b2c91,d4584a09fcd6b6a8903b6ae8323c4e25ad684b3aeb1fa5ae0cdfcd616b253c21,919,580,968,840
168,Gao,168,,,2.8,Gao_0168,9a975fda8393ce6da4f6240a47de9867336f847225f4bfa3e558558cd6f4f615,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0f369e7b0e6c083ac9da8ec022f42c3b5cfa865b8726c8f6f90717b45d8ed0cc,9c6f6f5ab3cc7c851d08eef5686d0ab63074f25b818d72c3feee2f797ce76ad5,23ca02514253c2a30c0f7c2a3431da1c8cc82d4ad5a4391ee0ee44960e6f2f91,68,728,146,841
169,Gao,169,,,8.56,Gao_0169,874c330757bac48a1f2ffd1b07c90e148ab1141d3ce23324c99262b2f19f7669,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b659442daa460053af34cd29ae2f70a06f7c2a187b5cfb2fe38f5ff1de402c24,bf8eeec9716aaf7c05f41a39bba9dc802c12b02f492f80174249d69afb8369f5,54aef9fc78b1f7c9ddc794faa913acd7c5592adb94dd8d9a82c49ff3f9bd1ed2,859,881,381,842
170,Gao,170,,,7.14,Gao_0170,874c330757bac48a1f2ffd1b07c90e148ab1141d3ce23324c99262b2f19f7669,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b659442daa460053af34cd29ae2f70a06f7c2a187b5cfb2fe38f5ff1de402c24,bf8eeec9716aaf7c05f41a39bba9dc802c12b02f492f80174249d69afb8369f5,54aef9fc78b1f7c9ddc794faa913acd7c5592adb94dd8d9a82c49ff3f9bd1ed2,859,881,381,842
171,Gao,171,,,6.96,Gao_0171,874c330757bac48a1f2ffd1b07c90e148ab1141d3ce23324c99262b2f19f7669,c67b311bb15a63b3ba415d55561900d7ceb1b98a023b73169bbc1070d1a6b7d8,19e2305308b1e7d1ee1c33bf22bc1e09806f29c4f996a0688f717af7355af5ec,6c478ba349a7d8532816e95ebb2d60171633824499607276ae798d9ae09cc0c1,ea0b1d36f83dbfb434a7947007922299e0bd63c534e496ce6932f910a5657c69,124,526,1091,843
172,Gao,172,,,2.5,Gao_0172,b0978c9ef08b2842cd0515e143433ab5dcf1aa85494676fc09a78effb3f1cae0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,a0e5e3c73a3a4ec643f30f3a582c914ec9a67621b490f97aac8aba5c5383ca03,a023ca28e6c7f7c60f5488d1161ee1e39ec185bd7556b4507ac5af0d32216e59,b8c2b3714a18b58da1255461fafff122816487188ac3f8a29ed19a718e2884a9,745,749,857,844
173,Gao,173,,,5.21,Gao_0173,a84f8673a8c1102bf7364f085f1201f0aa12454610ae33f9a9a5b4472cbcc73d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2214d03497fded62d375444b51858a437bc5af105f17f3751eba1ee5df0fedcf,bcae5c6828415df52bfe500db6dd874eff4f2e754194bbdbc0562dd7f5922af9,9f382e46738d7227140fa24a243c07a0229a960bbc2f4bf2125558d55007fb63,157,868,726,845
174,Gao,174,,,5.9,Gao_0174,fe9127ad7216cd502a6e055dbc328dbe09495011dfd99d3a01c10accd6624fa2,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,6f63404a8d7265b30f603b71bea0ca5a54fcdf6cdcfedce371c05d9a56416cc7,6ea9ac0bb6af69995fd1b5ce211247ae22878624dc86a185466380e29865f452,94680516bea593fa08133b7fed00acbe89b40489f30206363c164b69b725d9c2,505,535,674,846
175,Gao,175,,,4.88,Gao_0175,913f1d9da1183fbd7f073b622c1505838497867ee765f23c69a340a5e54acdf0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5534f39b9352ae99ba593fcad9b8de4ab7c0a33bac86ae5b44a115b1087f9e75,2e406e800f430ffb07d9e0bd0704d62b113d34a39bfc6c59762dc21b21080f90,f25001cde9d6ab72719079764021d51786f66f8d7efadbe8b1745109bf32ca92,388,227,1132,847
176,Gao,176,,,7.2,Gao_0176,0245fd26bf56ce3c8a3d7bc48ca8e5c0d8a8c3632a52312958154092a893d584,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,bc075becc9b7388613f2fab65b85b66e133761792e07d1f093667ea75ed91942,6435f9cf9bd904ffe16dc8dec7e6deb26438c3352b590660e538cf4389e914e9,58fdba572cb507cdaeaf2045ae1b43ed47f7eafd5ce5ba9bd6c62e7600611969,889,478,399,848
177,Gao,177,,,6.1,Gao_0177,81118b06a17c39dff2e7b0ccca5b7355c489f202ca153d6e0568e2f775f7f954,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,45cbd178aa4fcaaa3979c130b5525b70729e2084d89bb698fc63e7be4e664a63,f2a49c76e7f624758e7d5c8b62a265df08b1aa266506977956c8e057520fcf1d,471e5c2a9112cb60e66a910aaa00410c60d88321e122810b3e4fe610319403ad,318,1129,316,849
178,Gao,178,,,5.1,Gao_0178,e55c0622dcb583e93c80dd12cb6bae5d8be7ed4abf89d80bd21601c1c6ecebc1,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,76b6585fa7a3a733524e9ca98ed0bf029be7d2cb78da24fa697ee2868dd7e74e,9226e06987a51f3136796380b860dbdc7d7b4abe9d310d8e28c4ca91ae0fb131,8138f258e8c6b3b93279f8c137c8eae5bb4290ce74b298549f39624bc1b92a6c,539,687,586,850
