array_index,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id
399,Gao,399,,,7.7,Gao_0399,2ec6a70db1a3731ed6e690aada67733005e8913a722278aafc3a921b4153fa4d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,a87612d80d492bf754570a27f93a077acc37f35feae7fd3d44d41e6a47eabb05,89e805a60b6f0b02a7d0b3f8332fb89772d92291e0c618abfad00968335a00b9,5020b32b34508ff0308db90c1f0d1d3fb50bfeeaca3708ab8cff0850ffefb1d5,775,651,355,1057
400,Gao,400,,,1.49,Gao_0400,b8b7d185b0715af753e532005dd0804a483459fbd4cac88e8d0b8c5c518ad0e6,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,e5c55d0f3653c5e937dcaff7f1aa7420ffbf13318e2c31e1845ba23ae30b7a11,caafb488878030cdad0fd43f8d5556c01f89ce89db3c2b75dfd89b3338457a2c,d914f653e9742ef172457883f1cd124cb173d95602441883302624d29246d195,1086,933,996,1058
401,Gao,401,,,4.36,Gao_0401,2c84d395238da6c81467ac04f82774c1a2f37d70ffcc5a72697fe9cb179f3cd4,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,76ce15debc0df08e61f5e9ecf80d2a2e55400b63a9ca763a0da1f52ceda64862,ce747a1be66b9f07ceeb8baa44e4cff1ee48f48662aac652f1829bd9fa76856b,0a87994757159cb0113837a007ad0a66ef2425d5312cd8b248697346139fcd6b,540,949,53,1059
402,Gao,402,,,4.51,Gao_0402,6ca3573a702ae158b351252d1cd065264e25ba14ad129fc947534e985a9746a4,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,499366304050dcf20cb8077812a2d7818eab5373e5e5dae234fe1b5f89e39fd2,55bcb5f756910bf4c6e7c87a0c8528c0c350d520c4add10564b64c27f38b14bc,dc3fab798270a5f31e3dcb187b69f391e4f00e2b5f00a983449948aaf0572bb6,343,412,1020,1060
403,Gao,403,,,6.18,Gao_0403,ab5601d9ce379e8d66b40e15137b79da529e37a8b66812a6947e9407a826c6bd,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d635b63700b09e6549bc8b015ede48bc49175ce271b50139e0097efe220c5994,b7255a28bda29fa5657e30ea74af7c222a8c99e5b9d1cc4cbdfd667de5106969,258e5295d22d2de3d6e1b8d6a9a128385ab4d2b11d53ad6bd75b1f6e2265821b,1015,831,154,1061
404,Gao,404,,,4.1,Gao_0404,1cb58dc94a561949ca98e57b293fd8209f6f8506e94cd7b62772788ae4bd1549,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2a5c2657b8821ac8bae20ecf2e410bd7bfe722012ddd2952404bb60b9abe252d,5f0f7db4aab83968586672ee749419b840fd37022194ee09002f3fd704ef7be3,8965c25405b80167b5d8bf624297771a22772fb2734be9d8d640fd0019f3ba05,183,450,619,1062
405,Gao,405,,,2.8,Gao_0405,57f7169d61591625731094fd0b2ab0afc7da6cf8fbfd518b73a9c5ffb6aee624,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,31c42607aa47a7f7ce27963952ce32ecbde8edd903b52b8db4e454ef8cd0dd73,ae3ae1eb83de68b3845b7859c39007cc1ffb7b5717d568bad021c2ee3d16b3b9,2c430613cdf6b7d4fbee1ec3f65eaf9494f2c9d58ce213d37da84d26b9c44c12,220,795,193,1063
406,Gao,406,,,2.1,Gao_0406,6c50e22076b7d27f45d40dbc0ef2fca6bc07a23b7edc8000e61828a29ea7ab6c,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b38713a81db8ded92b55602b84380eeacb4464bd56efd6862c51df0945c1d34f,3e4fcc185305e3a71efecf27f904a8b7f9de1f21c542afb9a6efc20091b2b5f3,814baa956fe523ec3972c43716f87d2df499bf87127a091c764bbd313599aaa3,835,303,587,1064
407,Gao,407,,,6.02,Gao_0407,b7254d0674e4926c9552f0fc8bbf7875caadc9a2b68cb130bfbe91a8008293e3,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,103c6d6acce9887c8bece964673ffdb8bdaaacdd6b5d3eb04463dfaa882578ee,a655d6d831d5ec2621ab6990810584ac30d74d1906b2b84a572ca54ca829c976,61bf5fcf580eb5a6e6ea6b8162cbb95074140b57246b348e74df42b2636ebe46,72,769,440,1065
408,Gao,408,,,4.71,Gao_0408,39eb1e0dea99c197a7cfea9ffb90895a2cff52c14eb2a315c4639db26cfaad7c,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,02a615f3f9f35c3a41d99edba09f7b98d39539e09168b4b04b2ecbd45110c75f,4ad70539683f1b679dc766e41453586f37de0b26cad978802c3becd5b4464f11,90cead91e1655cc4092b61f8401916b65fbfbf889ed79f040d11753b91b1a74c,13,356,655,1066
409,Gao,409,,,4.42,Gao_0409,55877d35d791d2c013cb350d51e3f9030d4d7b2c54c6ea7680df75da0ff35379,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,197eea33728299885520a3d6ead28b9b2fe33b9dfd8fab62f172af65ac72ed65,9915ec941a8617459d1fbbfc97de4158dceb282fb79920ca8365c1f28739ed09,4adce44d88b362e0d9465e83463e3201a0a979547774b1db8a91ae25d8e0c68e,120,716,327,1067
410,Gao,410,,,5.51,Gao_0410,31c0d5fefe174be47615645e55a760e295c653b60281ac96aeadcc9e830d1a39,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,580a7c0c6afc11dfb0e72ef2a2419a0d42f6e254b6c1c95c330bfb29974b1241,99029b0768ffe99e18168be25415a3c2219756805151499ef2e93631dde2211e,9ddd0e3c0276a0e880cedaa49efb8dc5370791b534340781d168c7640bf88d75,396,715,720,1068
411,Gao,411,,,3.75,Gao_0411,93552ee77c100c3cd7f3dfed0ec65f1c6703bd21b51dbf1b32678ffea90befd4,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,85ea4e0c65868cafe347e2e48798f238349f378336c163442469daab83394b3f,dfa612ed9e08f9965dd8ce469d036948dc73b6db9b3bb6c0a5d6b5a5e5b81330,cd2566d7290190a6ff487f8c59f0ad26512307867a9c59fa43086b9f7ffd3cc7,611,1027,943,1069
412,Gao,412,,,0.72,Gao_0412,f87100a9121213d79f144d03bd0434fbf7c4807853fc738e4be10c42c730e045,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,93b5636dd5dd159287caa6e39352ce74ee5c3ff96671c6587af60fceab0594ee,7fa1695d8088116542fd83ce9afedea523a4b3574fd21a2226be82bfe09334f1,befb907f1bec9701af228e82414a69d60d484960377cfba40dc581628c2edba4,675,610,884,1070
413,Gao,413,,,1.5,Gao_0413,c8f9c4a5cbaadc916219c53484952dce5d6ea8b4b215f531484b9ab09479c4c9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0433a2b3528163216155e193e9fa8fd8d70e4f1dbf600dee427aa64c8a7ca41d,55a06f92125e23f2269705d876a28596163cd05aeca10a7296de178ed1e5b4ab,d44c99d81ad72cb80bbc4c1117f88ae6d31a74113f3ab8a14fc912ca2285d51d,18,411,967,1071
414,Gao,414,,,1.8,Gao_0414,e955da59a8e369b249492d0d67622546cd97ebea28fdc589d1b2614178d8fefd,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,20a51c14bbdffd58fc305e7cdd51dcecba21e94bffabb5d049dd11d8acfaa57d,a869a3b2ae6a48c73c096f513a21dc669423ce9ddc8469defa8631b709d76e8c,52d9fcef56bc1843432c543efe03350d25303dc06cf7b3c102cbb579f6027956,151,772,373,1072
415,Gao,415,,,5.69,Gao_0415,a5172e3c28d79bb097448baab25ef5a59cd2a94cb6c0fac390ff992c2c5f340b,b9afae764cb8f6ade853cbac8fff44086d407d103df13aeada8b53598af921c7,6a865c5d02c106c0a671f043d07ffa45a2acd1b3202328883ca95f735b877c5d,554844b8d3b658ce7d7cd5af8576a796b15bf0108f9e252ea9c6bb8f5488fd97,8728ed6432bdde0efb329c1281ec0f61ea6d186c19bea4692f40303152c9b89a,485,406,614,1073
416,Gao,416,,,6.28,Gao_0416,a5172e3c28d79bb097448baab25ef5a59cd2a94cb6c0fac390ff992c2c5f340b,65cbd9711ab8b9355f5ea044e2474f4adcf7d2a4e0ff1e511b27c793b2b55b04,4090313cbd001ef99c90c94df14ce37f465324e03d7426510b5387d4967ede64,a9bf463bb02059a698703fd4c280264cf4b1cdaca02764b8f1e77553690b4718,5206a994b2d03811fe7a69cab69d34a2800d6887eee6ba69bdbbddd6db8ad666,293,779,367,1074
417,Gao,417,,,0.1,Gao_0417,65fea3ea7cce2251304409441f1a058e88f0cbf3597d8f7bf07102f7a619beae,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,faa15f1b0b299fb303da1ade387814d1fccaf7ca29941fd296808e675cc46750,9f66e5774659f94948690c7cd96130515d9f3de54c86e5778a77b9a53ed48329,0654fdbd0a19487473b4f9c418fd615676d7b44d9cb4eccd695d5926acb1a1eb,1168,744,28,1075
418,Gao,418,,,5.32,Gao_0418,dcf7c5a4446bf92eedc79473a921c0a4ea351cb45c9aa16f96cf937c2cd41f72,0cc00e1ba2d95fe8288dc072edf395ee6fc3678daa4e12f6703c7be7d2c5a409,1add0418d9545b5bcaf51b224bc8e186eed8b767d15ae05996ee9608b496b44e,f51d395fab19d3707298f567a9612ab68dc4ad01f990765ad8d902fb9b228b3e,c0b09e54f4dfb4f3cf6819c9829c2f1e7205f15b404f5148ffa6657afeddf790,128,1141,891,1076
419,Gao,419,,,6.32,Gao_0419,18a0510bd9c23fd41a1529f6ddb5ebc9ed293a211c7b72f680009290e1dc9ad9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,25b64befc21404a1eee612e9d596363f76c1b340a341462cabb986e1526c578f,9160407b21d925b989700a0e96f4f456779f6d7336eceb010f5b379ff3811de5,b0c7280cc48319dd0b973b05c0f7c25140d24507f50787a0ac5386cd95734aeb,168,681,815,1077
420,Gao,420,,,7.65,Gao_0420,cbdeabcbf6664015c3234a9b5af61cc00091a862b26fb49526e0a94c247df7a7,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0c5b4385d343331694c7a0840f4dfe2c79e67240cfedb4a9247dd9117520edec,f8737ef325a6329c193322d915404bdf65e3c424ce24be3e00ff861ee118cf8a,dee77bdf4b6965d017f289fd1b63eee7bafc3381a3fa1615f38d87f60b716c24,52,1155,1036,1078
421,Gao,421,,,4.4,Gao_0421,a4dcc039da82b725fb1b2fad22a622efbf6862ccd805dde203b8061c9f50259f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2efd47910ea88b8f190ca26939862f61e38e37b543560aa6e60d7ff8ec5a34fb,5d06326a5e49e6fce17adbe5a5fbc281124b502357b25b20e8d6ea424293d757,d2d926865a7f70429901c89a6b6a9d9c0e992d252eff8d01412d2a97476be78c,206,442,959,1079
422,Gao,422,,,1.82,Gao_0422,97bec8f09b20f18b297818d0cead334579ff7b6113ac1905ab6b270293d079fc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,71a3858913f878c4ff50f93ff4bd82d24e8b005ed8e40c1f701116015cc15e5e,1a1fb7f06b07afcf63b25b5b7dbc2c5a70e7880b5a39024cd23670d0923a20d3,b4c6071e6d4a317610c3363d02949797574b8d5cd445fa0c33a65dfe46a763e3,515,133,835,1080
423,Gao,423,,,4.4,Gao_0423,8faf1d6b143c4b0de16a8c46273a6af13b329c0dd65c4306b9417a25dcbc6b89,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,150269c1383aa6f7dc717d1e939ad72b047ac9fe2290d93367e468e8d6520ec9,c7502c4dda59448e8ef7d35eac6d2222de3307fcfef5602a179199bdb19b4d33,ba4172bc083fad598b8cddc961715adf589621661786c530b33e89adfe995ee5,99,916,863,1081
424,Gao,424,,,2.92,Gao_0424,10b22f5368cef31760abaa25ca840018ab98c24f5af37e814ae9f6be956d2231,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7e695387e213e271a7237cef0fbbde335b6df56a9464213c7908252e29bd08dd,44ea1621e0cdf496a53d66382f8d3a5a218690e186ba1836006014b69e01a9b5,ba13775ef7fe5adb6af3c0d101c362f7083d06552a22f490154094914084078b,577,330,862,1082
425,Gao,425,,,0.01,Gao_0425,a0880493930e102152a95eabff1b2f2e78d8a3c212cca1f5fea99ee5b1fcc6d4,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,eab76a46d1b65d579310cdea7675b3f0e6cfdf42b7e728cef2889c057539bde9,589698a525406ad06a7a4c1185c0b4e74b733bcfcf181de60c8a398391634e50,6e359217337911c3dd4d2233ff88020348cc9ef2ccc284f766485dd0e71672dd,1106,419,500,1083
426,Gao,426,,,0.06,Gao_0426,085933ba7d681a22ec8fe833ee75493bd44213f10b894b90a310e02344573d8a,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,9ed1ac189609c0698dad2c221b21b78e63e24545821ebd340dfc0b2ab01d9fcf,24588c9c95b52b46082c59a216adba0fc09248e4db8c3bc475f15c1b200df27c,ea67f39177a3b5c5a0a83bbd6d8de411419ef4134a8ca3d2059caf1d5b53acbb,726,178,1093,1084
427,Gao,427,,,0.82,Gao_0427,79638c18c877c01d17cfbb0a31a56eec0b7de82e7437accce17ee4006660170d,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,aaf1466e490c92bd73aeee5e116d95666116e8920d4339b9ba693315d001458c,c9a33c316b47a730ac34f68dd0cd2882f1d34fcd1ff90ec87f1a0bd20613f818,be9287c05dbbcd74f43e8a6bbef2a7851e489668c28b83a815c6c98d404cd2ad,794,925,881,1085
428,Gao,428,,,0.12,Gao_0428,0bac79cec070cf3ae2f94ec47fcb4ff82569fe22117b301e8fbc18d177bebf6c,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,16f1521e3cc4284b4b2285e78b1cdebeaf61d1329b293aea9b9afa7b7ce1a728,58fd4d4376f6693fff520b6ed580a14cb46990c4d7723e585b15142127501f1d,7f4c7c6675a8ea05f933cb52c7cf5acb92e316ad2b96236d79b90a7c51efaf53,107,422,577,1086
429,Gao,429,,,5.45,Gao_0429,bef567d806e1ebb61f149ee63bc8493fca8b29513f8968f2edbd1a1563d165b8,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,78385a29c486a34b66d729989902584d7496d1a07645319db6e8594f697da290,fc587dc7339b9f4e309928b35121b064d758dab3dc30a2caf3a52f47bd3cc4a9,7111e4d1ba93ae22e2dac72e87c6acd3f812a93c861566e9462b10e78c44995f,551,1171,512,1087
430,Gao,430,,,7.16,Gao_0430,cb8754f9b973764a867b28d6e8cdc3e7e1343b48375ef3c2548416a1c212d9a9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,46582884247ebdc863429dc80554768d454947660f1e12a3aca6b60729908024,b42d99687b6b492da4d25b239db8fcbc852d04d995455a2de35ba94de42d73fc,690a332d9ac509f35f031b8488a1e8ff2f783e7fff2e4d485fc55fc399022fa4,323,813,476,1088
431,Gao,431,,,6.27,Gao_0431,c5aaad274cf0611034d03f75b82c67b10f2b78cdfc2c9cf75abe386965b35337,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,bd6eb2a60b170a07c1f26d2c3d35d889da257e57822724c913df953f78853d87,e6f869006e6dda8c81ce2b4e39464215ed8999fd22a1226e2dd2c5a250affbcc,4033a67ded827aafd7cbb5c75c3b49cd006ca82aef1b10c0014cbdcfcdb0d568,902,1063,280,1089
432,Gao,432,,,2.13,Gao_0432,c4ae9baea9ff37eba84d40899e43d736e652c05f3ed3e1e5f22319fc801237bd,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b94189bea922d864a4cc1bc9811445afe88cfb09812e05abb70bad325a87e243,d0e21abcb42a57c612398ec6d24e13e8eb40f69ea9c2db9de7e9e96c18853de3,2b28a536ac27422b3012951bedd2824994ef9323daf0ff04195159d873bbaa03,873,965,187,1090
433,Gao,433,,,4.2,Gao_0433,f579a379a56c2b3a8c50421e33a47c2049de59bc3f712389e27b6faac98c1d1c,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d235c1dc7e931ae86dd286d837e0d90cc32ed730a324fb81c09593cce9db3962,e46cdfeb37325e180697f7e5aac1d5b986295c1b4f3bb7a5f013871bff7ea5d2,04aff5ded99f82925f4af6693c6490e44d4542404e61b36d6decdc83ae62e60f,1002,1053,20,1091
434,Gao,434,,,1.97,Gao_0434,358ea263c814ff965de7ce66952a89eb06dcf755eccb4c5c4448122883e904ac,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,0304518811ac1e9c326cb5bab5e4091e2e63ca90837e688c1552fabcc5b75b06,bd36edefe7bb1f399b8cb3ebddd0a32f06e8a5213cdd71200c86e1461c6b19aa,512e7b6aa4bc10814afe8269753732fd142443c1f9b54f14f9ee4e0d249a93f4,15,871,364,1092
435,Gao,435,,,2.42,Gao_0435,358ea263c814ff965de7ce66952a89eb06dcf755eccb4c5c4448122883e904ac,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c9f92acd3a2867be7816a0d0a882c9fb59d5fa027bce32775fd1139917836483,9cc858984f054d48d57fe93b9bfc4e86fa8fc8ad9ee3f114c33fe83e7ac15572,185c4b73437e2f412b226e51d152fd9d54a08dd02b1289ec54a1eae3456116ba,963,730,109,1093
436,Gao,436,,,0.59,Gao_0436,fcc18953d1cba9a91603fa443668944e6881d840c4fef147dcb7c14c2e24ddea,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,6e90645f48b0c48c526b2e7992dabd29588136a3933adad0d08da4e1da00adef,e053cf1360aec56f8f3f40521fbe46b12561e6c5bd1de700dc27c716a2c66687,935233f1e1ca25905518c6bcf78086c3a81ebc052178a0c0763f0a6c3bd174a3,500,1031,671,1094
437,Gao,437,,,0.48,Gao_0437,72495b8daebf8c340ae2d29e24c06a20372c44192c6a78893d2251a053a71dbe,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,a398776910af2be153bdf61d54e448e2c5246c279e166c9e6caca04e12d87db7,a1f47fbc1c7dd10cdac8310e74a19538576768c3787f2b2d9242e3193585d8ad,f6a0c622f46339e41e83d624e9a9fe275b00ec70aa5c6cffa4f9a367dd6ceffd,758,757,1154,1095
438,Gao,438,,,0.4,Gao_0438,f389daf6b0c476cb3666b723eba275ca5e6aca4608b5200408c21b5231d4d783,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,5dfc9a019aab23664a6148dd91a7718c5dbb2d77da6d01b8646ac3142d1732b1,8814a6c1973bfd587126990565e38990c85ec12b8b1f88bd831b06b3fa555fb5,6574054c0d4e9dfed20849eaff582b96f3ac386578493f15c9fda891027470ed,421,639,460,1096
439,Gao,439,,,2.64,Gao_0439,9f82ebbb1abc9d5e183db8f8c739e564a16b8224708ea136ba19fd63273bda07,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,b4171d8a23a60530c4129e7931e96f539ef167008d072c33a3a9056bed9052a4,1735a26c530b48c3b6becd6dbfb7a1d642c813a5516e5d7bb248ee121f0210d3,ed85784ec49a7e9939b002f0e388b15595fffd8d2b834af93163de7168ae15fc,839,115,1115,1097
440,Gao,440,,,2.31,Gao_0440,9f82ebbb1abc9d5e183db8f8c739e564a16b8224708ea136ba19fd63273bda07,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e851ed4898742d6740341ced03a8748ec6aa98e31f7b8cee492e8fca7866c7af,14c29c659f2b0cc4c8460098c8edf0e8e22b36f37ef87229bfab8f3c2b57c4be,e5d705b4cf826d11237902e5fd6c3dfa77604491af4ebf3645d519f8fa7ddd4e,1096,102,1069,1098
441,Gao,441,,,0.05,Gao_0441,0553079d5336bae39b773b4e4b39c7ca23e3d399f69b8329dc62dc10503e600a,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,0dd243a7c26e04bd51dd40f462f79bbaedf674a6d896d482a0a1e2c16c5d4642,327429a1b0862028d557551374d342a0d62441ae2d287496b33f0f6cc38a81d8,e114b1ac9a25be021e2362ef5f1df034c3ee43a3d49efe375d47dc2c5df48744,66,260,1046,1099
442,Gao,442,,,0.02,Gao_0442,ac3f23a122b79575ca97f7a6a9bacc2f635061afe5ade9bf819d102dfe638fbb,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,dd919336100679abdc6e1ed5f43369a7cc60e9c5d63d621120c9ce87f8006e21,193aa97bea8c74d4728f69340ee815165fffab17f88434cb3955463da4c856b7,3edb8791b2cc8ecccee42bcbf3e5ff72d5e8a0f7df95f56bca7d2a2c5779f2d4,1049,126,273,1100
443,Gao,443,,,3.53,Gao_0443,4291763919a317dc4144446a746c0166cb764de2ceb2fceed6bf69644178901d,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,cb392e0865b2472f80191f8e4f710578c7fc0030785f542594353067cfe4c18f,44cb5b3d19008f5773473156bf84678e4b6e51fae8460b871f86a7d02a59a140,253db9582fb2351d934b9ead01910c6de184c1cc6b6f97b1982d90c4fbe55c19,967,328,153,1101
444,Gao,444,,,5.81,Gao_0444,97643ed1bd7499d9bf23c7881ee205d1da929fcddb1d09fcfa1657384ec60a22,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,17c953b306b21e1e939635c97bf58c5df39cdbd4b67fe0279b0354ffea006a1e,a223e3492703b719838449ec09d0cb7c5103935b343929af8b406de54feee754,9cc88e8a5c237c668c5ad1982dcf122c14e09cf9496dc76388c2f736cf7c0255,112,759,713,803
445,Gao,445,,,6.22,Gao_0445,97643ed1bd7499d9bf23c7881ee205d1da929fcddb1d09fcfa1657384ec60a22,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,17c953b306b21e1e939635c97bf58c5df39cdbd4b67fe0279b0354ffea006a1e,a223e3492703b719838449ec09d0cb7c5103935b343929af8b406de54feee754,9cc88e8a5c237c668c5ad1982dcf122c14e09cf9496dc76388c2f736cf7c0255,112,759,713,803
446,Gao,446,,,9.08,Gao_0446,219dc7a54281cbec062aa98e3c45d0274d62fc7022d7089832fc79425bd9e794,0cc00e1ba2d95fe8288dc072edf395ee6fc3678daa4e12f6703c7be7d2c5a409,47cd2ca3652424120fb4345ff83d72afec0c5e853ec2364d704a7d573b8fddde,a065716af22b6bf619c9f03fa6a0e192e8b628bc29e69957b1272e413b9dc66b,e151657e59cc83dbb98a6e73913620d4ac7289cbe377ee9e06aae6e4de465875,336,750,1047,1102
447,Gao,447,,,9.23,Gao_0447,a0d7dacb17a2edcb807094d8c0bf88ba764a719abfc2ce4d17731143a11793c0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,35b5a2e4819c4395cbcab9bb00328113c4607a2bff7c93e261a4948370fb78c2,2042935d18d4db23ff6d7f8a896f814ed6fafea4aa75caee88337ced9b12f920,97fc99d0c6333349f8b11c2e6fa42b3109ef3beb4ddb43f8167164144aa972c3,235,155,689,1103
448,Gao,448,,,9.68,Gao_0448,33342c6d2edfd7d61d569f21152569767b7d536a7d89e655b1d9e30d75920e92,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9d17f886535d117aa187aac46c7ec56640a250f759f26c8427f76d79e540596f,c4eaae05a878413ed65c5280aa642724e42ff7b4140818b70f4c9bfaa2248314,828324eb0f0d6e5b2d2cb0e2961dcf0c2ee9d37b01a432eede3eebcf25d6b664,716,907,592,1104
449,Gao,449,,,9.87,Gao_0449,501b2aab8fd6715163223f46a3f4f1a7cc32504ae79df6ba6e164c2e875c4bc1,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7ea90e1ac41f5379dc1c2faf632448165b3a862103eb7a86698ec301f36b8a99,e1792afd112804ec7a01ac59e9d7e15834bc61e69df4818b37bb921c79dc08fe,f75cf98b5a756e28f0d9c5161b25123a3116163fca237b9eb081130ae25116c1,579,1039,1158,1105
450,Gao,450,,,9.89,Gao_0450,155cd05d90b21d998a59b1337a0865bfc866088b454b75420bfd7d85167a6888,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d4002ff483f634a57fbc7c7dd851b485578029c39ff231d20645d74df1eff776,622be026012c596d7cd99637db9a2d8ab4a75a6399acf1dbf47b70f34401dbf2,e681b879573c482dd95b1fb89860db24eecd5934dd060fd7b3031ef30aed36b2,1008,467,1073,1106
451,Gao,451,,,7.35,Gao_0451,63d3db3b42565db9359a2ff5d6afcd1672fe08bacce89e6168af993c65f06b9b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b43ff70d327b79045a4c5d2ef25a31ff4f53111c84f47066bbe15d73c01cef3a,0984f3250fdb85b4a0532e3950a1b0e7ea28ae8ec19e2dc6cce9a38db4686572,6b0557b8062472fc74d2f46b0f00c5448f50f824e57634eb11e72f612bd0e811,840,49,485,1107
452,Gao,452,,,2.19,Gao_0452,37f43b2d8c33a8a8c30cfb293c8758a25d5433b707b5e8e137370f1792cfb007,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,242e700e026c86b3bbe19e2de36deefd956a103d7aa930e15b0bd43ada2a92b2,4681d8970f908d2d8f8a8eaf6e39c638a763b438d508c973a8d7293ee81ffcca,95411033ac0560b90f32b0ead027706e6dbd899b6a50b55915054c505cab8013,162,340,681,1108
453,Gao,453,,,6.42,Gao_0453,166b2d281759d2a5c0e27cf35cfe87f9600a5244257bcdbf2443abaec83c3a42,0cc00e1ba2d95fe8288dc072edf395ee6fc3678daa4e12f6703c7be7d2c5a409,c4b9ea97ffdbb7471771366a5333abe2754f257347c9a6595edaf4df250d6bab,e299978f1619b69706fd1f3c4838cd96b8d06d107ee99a474431d14392076b7f,0247d075e6d640e6295e66b72b67f76ee29ae367a9cc28dcdfa4f341f6369e36,944,1045,11,1109
454,Gao,454,,,7.62,Gao_0454,524ac92b1d27eca839cdd7c2e7a9f6788488adc3871e7b0a19c8cdd2a3a0d4de,0cc00e1ba2d95fe8288dc072edf395ee6fc3678daa4e12f6703c7be7d2c5a409,863cb9b4494ccf33e9954c4121fce567f7df5b4bab60a80600235cefd3038c03,06afe0d4bf32b9b87a5a28daa567f4f2abb4a2a8fcc5eeb1eba113d396d8a5d0,3d693226930e1cb697eaeaa98bf1c36e60771e381528759edd4926b4352272e9,614,31,265,1110
455,Gao,455,,,10.29,Gao_0455,c6d359d197739e5092747f1b9842e570dbcc1719bd84db166594d1ddc75cab31,0cc00e1ba2d95fe8288dc072edf395ee6fc3678daa4e12f6703c7be7d2c5a409,e569e386b10736a3ec03fe0f28b4afb1d09f3f83e9b0bec1625ce8436dd3dd79,c1b16c33f783eb724aed25ba01a64fb3b33c74441a41fb0aa2d0955889845052,b9f6e35b77109bdcce9fa51ca2f9b76a1bd4dd453fcd8b9c5b8f80fbef154d38,1085,889,861,1111
