top_fraction,k,top_k_hits,top_k_precision,top_k_recall,enrichment_factor,high_pce_threshold,n_high_pce,high_pce_recall_in_predicted_top_k
0.1,11,4,0.36363636363636365,0.36363636363636365,3.5371900826446283,16.0,0,
0.2,22,12,0.5454545454545454,0.5454545454545454,2.652892561983471,16.0,0,
