branch,n_model_seeds,fixed_split_seed,best_single_model_seed,best_r,best_spearman_rho,best_r2,best_rmse,best_mae,best_mean_signed_error,best_calibration_intercept,best_calibration_slope,ensemble_r,ensemble_spearman_rho,ensemble_r2,ensemble_rmse,ensemble_mae,ensemble_mean_signed_error,ensemble_calibration_intercept,ensemble_calibration_slope
gao_only,101,12,0,0.704268632554721,0.709425071158222,0.47659591937845325,1.791582709451754,1.4137782335942872,-0.3054272695575084,-0.042017689353610964,1.1011693019666244,0.7411501560066424,0.7394818439742497,0.5063909516700228,1.7398422236456765,1.3852230694797847,-0.29340878363426054,-0.7317802763406553,1.2974743461613574
inhouse_r2,101,12,69,0.6407272269628835,0.6200087005948827,0.40570149586603144,2.2975627135941425,1.753111986013559,-0.0027240739835725798,0.9888585207397578,0.9021549779741117,0.6484091318111218,0.6301395583627286,0.4141637208448449,2.281146552265603,1.7346621434757736,0.2005989928576687,0.42093410726835107,0.9395505057504823
joint_inhouse_gao,101,12,97,0.8227910231216459,0.7868021045299586,0.6716347247347348,2.313424821626368,1.687784563869238,-0.12041474857926363,0.7102331557504958,0.9249211412575887,0.8325552865040972,0.799307399071599,0.6872393215096554,2.2577863976174712,1.6265907722523452,0.04848717772658216,0.6221889121990706,0.9164254805266964
