top_fraction,k,top_k_hits,top_k_precision,top_k_recall,enrichment_factor,high_pce_threshold,n_high_pce,high_pce_recall_in_predicted_top_k
0.1,15,11,0.7333333333333333,0.7333333333333333,6.991111111111111,16.0,5,1.0
0.2,29,20,0.6896551724137931,0.6896551724137931,3.400713436385256,16.0,5,1.0
