branch,n_model_seeds,fixed_split_seed,best_single_model_seed,best_r,best_spearman_rho,best_r2,best_rmse,best_mae,best_mean_signed_error,best_calibration_intercept,best_calibration_slope,ensemble_r,ensemble_spearman_rho,ensemble_r2,ensemble_rmse,ensemble_mae,ensemble_mean_signed_error,ensemble_calibration_intercept,ensemble_calibration_slope
gao_only,101,12,8,0.7124305848434481,0.7100079844511011,0.4534878762816831,1.8307043381169255,1.4405171038217355,-0.5630547092513782,0.3299272595499142,1.0733874855950507,0.7284307873600132,0.7311741049429616,0.47910903273763095,1.7872764112905606,1.4474194413995516,-0.2944322101239426,-0.9501031112326426,1.361228303078132
inhouse_r2,101,12,70,0.6485654409190281,0.6153957436853997,0.40905029104476565,2.2910803345388726,1.777119833272654,-0.06842332119708294,1.4654786783190117,0.8604735523796573,0.6513432489384119,0.6344508672892517,0.4222378534361192,2.265372365207749,1.733158300443426,0.10332791196798966,0.32259637760507265,0.958179521273734
joint_inhouse_gao,101,12,92,0.8275207434720379,0.7971500293576442,0.6704020252089279,2.3177631096507394,1.6509007652699947,0.1252609263360501,0.8698095935454394,0.8771769728940433,0.833456241561382,0.8014732170115608,0.6889680790106057,2.2515378919725397,1.6373951000909108,0.03189945305146211,0.6289121475536693,0.9174841544996863
