Donor,SMILES
D_178,CC(S1)=CC=C1C(C2=C(C(C3=CC=C(S3)C)=C4S5)C=C(C)S2)=C4C=C5C(S6)=CC=C6C(C7=NN(N=C87)C)=CC=C8C9=CC=C(C)S9
D_179,ClC1=C(C2=C(Cl)C=C(S2)C(OC)=O)SC3=C(C)SC(C4=CC(C(S4)=C(C5=C6SC(C)=C5)C7=CC=C(S7)CC(CC)CCCC)=C6C8=CC=C(S8)CC(CCCCC)CC)=C13
D_180,FC1=C(C2=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C3=CC(F)=C(C4=C(F)C=C(C)S4)S3)S2)C5=NN(CCCC)N=C5C(C6=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S6)C)=C1F
D_181,FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CCCC)=C7S6)C=C(S8)[*])C%10=CC=C(S%10)CC(CCCC)CCCC)=C3C%11=CC=CS%11
D_182,O=C(OCC)/C(C#N)=C/C1=CC(CCCCCCCC)=C(S1)C2=CC(CCCCCCCC)=C(S2)C3=CC(CCCCCCCC)=C(S3)C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(C7=C(CCCCCCCC)C=C(/C=C(C(OCC)=O)\C#N)S7)S6)S5)S4
D_183,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1
D_184,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1
D_185,CC1=CC(C(C2=CC=C(S2)CCCCCCCCCCCC)=C3SC(C4=C(C(N(C5=O)CCCCCCCC)=O)C5=C(C)S4)=CC3=C6C7=CC=C(S7)CCCCCCCCCCCC)=C6S1
D_186,CC1=CC(C(C2=CC=C(CC(CCCCCC)CCCC)S2)=C3SC(C4=C(CCCCCCCC)C=C(C5=C(C(F)=C(C6=NSN=C56)C7=CC(CCCCCCCC)=C(S7)C)F)S4)=CC3=C8C9=CC=C(CC(CCCC)CCCCCC)S9)=C8S1
D_187,c1sc(cc1C[C@H](CCCCCCCC)CCCCCCCCCC)c1c(c(c(c2c1nsn2)c1sc(c(c1)C[C@@H](CCCCCCCC)CCCCCCCCCC)c1ccc(s1)c1sccc1)F)F
D_188,FC1=C(C2=CC=C(C)S2)C3=NN(CCOC)N=C3C(C4=CC=C(C5=CC6=C(C7=C(C(CCC(CCCCCC)CCCC)=C6S5)C=C(C)S7)CCC(CCCC)CCCCCC)S4)=C1F
D_189,FC(C(F)=C(C1=NSN=C21)C3=CC(CCCCCCCCCCCCCCCCCCCC)=C(S3)C)=C2C4=CC(C#CC#CC#CC#CC#CC#CC#CC#CC#CC#C)=C(S4)C(S5)=CC=C5C6=CC=C7C=C(C)SC7=C6.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH]
D_190,O=C(OC1=CC=C(CCCCCC)C=C1)C2=C(C)SC(C(S3)=CC(C(OC4=CC=C(CCCCCC)C=C4)=O)=C3C(S5)=CC=C5C(C6=NSN=C6C(C(S7)=CC=C7C)=C8F)=C8F)=C2
D_191,c1scc(c1)CCCCCC
D_192,FC(C(F)=C(C1=NN(N=C21)CC(CCCCCCC)CCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC6=C(C(C=CC7=C8)=CC7=CC=C8OCC(CCCCCC)CCCCCCCC)C9=C(C=C(C)S9)C(C%10=CC%11=CC=C(OCC(CCCCCCCC)CCCCCC)C=C%11C=C%10)=C6S5
D_193,CC1=C(CC(CCCC)CC)C=C(C2=CC=C(C3=NSN=C23)C4=CC(CC(CCCC)CC)=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)CC(CCCC)CC)=C6S5)C=C(C)S7)C9=CC=C(S9)CC(CCCC)CC)S1
D_194,FC(C=C1C2=CC=C(C)S2)=C(C=C1F)C3=CC=C(S3)C4=C(CC(CCCC)CC)C=C(C5=C(C(C6=C(SC(CC(CCCC)CC)=C6C7=O)CC(CCCC)CC)=O)C7=C(C8=CC(CC(CCCC)CC)=C(S8)C)S5)S4
D_195,c1ccc(s1)c1c2c(c(c3c1nn(n3)C[C@@H](CCCCCCCC)CCCCCC)c1sc(cc1)c1sc3c(c1)c(c1c(c3c3cc(c(s3)C[C@@H](CCCC)CC)F)ccs1)c1cc(c(s1)C[C@H](CC)CCCC)F)cc(s2)F
D_196,FC(C=C1C(S2)=C(CC(CCCCCC)CCCC)C=C2C3=CC(CC(CCCC)CCCCCC)=C(C)S3)=C(S1)C4=C(F)C=C(C5=C(CC(CCCCCC)CCCCCCCC)C=C(C6=CC(CC(CCCCCCCC)CCCCCC)=C(S6)C7=CC(F)=C(S7)C8=C(F)C=C(C)S8)S5)S4
D_197,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C(S4)=CC=C4C5=CC(S6)=C(S5)C(C6=C7C8=CC=C(SCC(CCCC)CCCCCC)S8)=C(C9=CC=C(SCC(CCCC)CCCCCC)S9)C%10=C7C%11=C(S%10)C=C(C)S%11
D_198,CC1=CC(C(C2=CC=C(S2)CC(CCCCCCCC)CCCCCCCCCC)=C3S4)=C(S1)C(C5=CC=C(S5)CC(CCCCCCCC)CCCCCCCCCC)=C3C=C4C6=CC([F])=C(S6)/C=C/C7=C(F)C=C(C)S7
D_199,CC(S1)=CC=C1C(C2=NN(CC(CC)CCCC)N=C32)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)CC(CCCCCCCCCC)CCCCCCCC)=C6S5)C=C(C)S7)C9=CC=C(S9)CC(CCCCCCCC)CCCCCCCCCC
D_200,CC1=C(C(N(C2=O)CC(CCCCCCCC)CCCCCCCCCC)=O)C(C2=CC(C(S3)=CC=C3C4=CC=C(C)S4)=C5C(N(C6=O)CC(CCCCCCCCCC)CCCCCCCC)=O)=C5C6=C1
D_201,s1c2c(cc1)sc1c2c(c2c(c1c1ccc(s1)CCCCCCCC)c1c(s2)cc(s1)c1sc(cc1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CCCC)CC)C[C@H](CCCC)CC)c1sccc1)c1ccc(s1)CCCCCCCC
D_202,c1(c2c3c(c(c4c2cc(s4)c2cc(c(s2)c2sc(c4c2C(=O)N(C4=O)C[C@H](CCCCCCCC)CCCCCC)c2c(ccs2)CCCCCCCCCCCC)CCCCCCCCCCCC)c2ccc(s2)[Si](CCC)(CCC)CCC)ccs3)ccc(s1)[Si](CCC)(CCC)CCC
D_203,CC1=CC(C(C2=CC(CCCCCC)=C(S2)CCCCCC)=C3SC(C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)=CC3=C8C9=CC(CCCCCC)=C(S9)CCCCCC)=C8S1
D_204,FC(C=C1C(S2)=C(CC(CCCCCC)CCCC)C=C2C3=CC(CC(CCCC)CCCCCC)=C(C)S3)=C(S1)C4=C(F)C=C(C)S4
D_205,c1ccc(s1)c1c2c(c(c3c1nn(n3)C[C@@H](CCCCCCCC)CCCCCC)c1sc(cc1)c1sc3c(c1)c(c1c(c3c3ccc(s3)C[C@H](CCCC)CC)ccs1)c1ccc(s1)C[C@@H](CC)CCCC)cc(s2)F
D_206,O=C1C2=C(C3=C(N1CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S3)C=C(C(N4CC(CCCCCCCCCC)CCCCCCCC)=O)C(C5=C4C=C(C(SC(C6=C(C(F)=C(C7=NSN=C67)C8=CC(CCCCCC)=C(C8)C)F)=C9)=C9CCCCCC)S5)=C2
D_207,O=C(C1=C(F)C2=C(C)SC(C3=CC4=C(C5=C(C(C6=CC=C(SCCCCCCCC)S6)=C4S3)C=C(C)S5)C7=CC=C(SCCCCCCCC)S7)=C2S1)[O]CCCCCCCC
D_208,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(S4)C5=CC=C(S5)C)C(C6=CC=C(CC(CCCC)CC)S6)=C2S1C(CCCCCCCC)=O
D_209,CC1=CC=C(S1)C2=CC=C(C)C3=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N3
D_210,CC1=C2C(C(C3=C(SC(CC)=C3C2=O)CC)=O)=C(S1)C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CC)=CC4=C6C8=CC=C(CC)S8
D_211,CC1=CC(C(C2=CC=C(S2)CC(CCCCCCCC)CCCCCCCCCC)=C3S4)=C(S1)C(C5=CC=C(S5)CC(CCCCCCCC)CCCCCCCCCC)=C3C=C4C6=CC([H])=C(S6)/C=C/C7=C([H])C=C(C)S7
D_212,CC1=CC(C(OCC(CCCC)CC)=C2SC(C3=C(F)C(F)=C(C)S3)=CC2=C4OCC(CCCC)CC)=C4S1
D_213,FC(C(F)=C1C2=CC(C)=CS2)=C(C=C1)C3=CC=C(S3)C4=C(CC(CCCC)CC)C=C(C5=C(C(C6=C(SC(CC(CCCC)CC)=C6C7=O)CC(CCCC)CC)=O)C7=C(C8=CC(CC(CCCC)CC)=C(S8)C)S5)S4
D_214,FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC=C(S4)/C(C#N)=C/C5=CC(OCC(CCCCCCCC)CCCCCC)=C(C=C5OCC(CCCCCCCC)CCCCCC)/C=C(C6=CC=C(S6)C)\C#N)=C(C7=CC=C(C)S7)C1=NN2CC(CCCCCCCCCC)CCCCCCCCCCCC
D_215,CC1=C(OCC(CCCCCC)CCCC)C(OCC(CCCC)CCCCCC)=C(C2=CC=C(S2)C3=CC=C(S3)C)C4=NSN=C14
D_216,CC1=CC=C(S1)C2=C3SC(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)=CC3=C(C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)SC(CCCC)CC)=C6S5)C=C(C)S7)C9=CC=C(S9)SC(CCCC)CC)S2
D_217,CC(SC1=C(C2=C3SC(C)=C2)C4=CC=C(S4)CC(CCCC)CC)=CC1=C3C5=CC=C(S5)CC(CC)CCCC
D_218,CC(S1)=C(CCCCCCCC)C=C1C2=CC(/C=C3S/C(N(C/3=O)CC)=C(C#N)\C#N)=C(S2)C4=CC(CCCCCCCC)=C(S4)C(SC5=C(C6=C7SC(C)=C6)C8=CC=C(S8)CCCCCCCC)=CC5=C7C9=CC=C(CCCCCCCC)S9
D_219,CC(S1)=C(CCCCC(CC)CCCCCC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CCCCC(CCCCCC)CC)=C(S4)C5=CC(C(S5)=C(C6=C7SC(C)=C6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C7C9=CC(Cl)=C(CC(CC)CCCC)S9
D_220,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C(C=C4)=CC(OCCCCCCCC)=C4OCCCCCCCC)C)=C3C(S5)=CC(F)=C5C6=C(F)C=C(C)S6
D_221,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C(C=C4)=CC(OCCCCCCCC)=C4OCCCCCCCC)C)=C3C(S5)=CC=C5C6=CC=C(C)S6
D_222,CCCCCCCCC(CCCCCC)CC(S1)=CC=C1C2=C(C=CS3)C3=C(C4=CC=C(CC(CCCCCCCC)CCCCCC)S4)C5=C2SC(C6=CC=C(C7=CC=C(C8=CC=CS8)C9=NN(CCCCCCCC)N=C79)S6)C5
D_223,CC1=C(CCCCCCCC)C=C(C2=C(C(C3=C(CC(CCCC)CC)SC(CC(C)CCCC)=C34)=O)C(C4=O)=C(C5=CC(CCCCCCCC)=C(S5)C6=CC7=C(S6)C8=C(C=C7C9=CC=C(SCC(CC)CCCC)C=C9)C%10=C(C=C(C)S%10)C(C%11=CC=C(SCC(CCCC)C)C=C%11)=C8)S2)S1
D_224,CC1=CC(C(OCC(CCCC)CC)=C2SC(C3=C(C(N(C4=O)CCCCCCCC)=O)C4=C(C)S3)=CC2=C5OC(CCCC)CC)=C5S1
D_225,[Cl]C1=C(SC(CC(CC)CCCC)=C1[Cl])C(C2=C3SC(C)=C2)=C4SC(C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCCCC)CCCCCC)C8=CC=C(C)S8)F)=CC4=C3C9=C([H])C([H])=C(CC(CCCC)CC)S9
D_226,FC(C(F)=C(C1=C2C=C(C3=CC=CC(OCCCCCCCC)=C3)C(C4=CC(OCCCCCCCC)=CC=C4)=C1)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)C#C[Si](C(C)C)(C(C)C)C(C)C)=C7S6)C=C(C)S8)C%10=CC=C(S%10)C#C[Si](C(C)C)(C(C)C)C(C)C)=C2C%11=CC=C(C)S%11
D_227,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CCCC)CC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C5=CC=C(C6=CC7=C(C(C8=CC=C(CC(CCCC)CC)S8)=C(C=C(C)S9)C9=C7C%10=CC=C(CC(CCCC)CC)S%10)S6)S5
D_228,[H]C(C([H])=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5
D_229,CC1=CC=C(C(N(CC(CCCCCC)CCCCCCCC)C2=O)=C(C(N3CC(CCCCCCCC)CCCCCC)=O)C2=C3C4=CC=C(C5=CC(CCCCCC)=C(C6=CC=C(S6)C7=C(C=C(S7)C)CCCCCC)S5)S4)S1
D_230,CCCCCCC1=CC=C(C2=C3C(CC(C)=C3)=C(C4=C2SC(C5=CC=C(S5CCCCCCCC)C)=C4)C6=CC=C(CC(CC)CCCC)S6)S1
D_231,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C(C=C4)=CC(OCCCCCCCC)=C4OCCCCCCCC)C)=C3C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C=C6)S5
D_232,CC1=CC=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O)=C(C(N3CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C2=C3C4=CC=C(C5=CC=C(C6=CC=C(S6)C)S5)S4)S1
D_233,CC(S1)=CC=C1C(N(C2=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C2=C(C4=CC=C(S4)C5=CC(CCCCCC)=C(S5)C6=CC=C(C7=CC=C(C8=C(CCCCCC)C=CS8)S7)S6)N(C3=O)CC(CCCCCCCCCC)CCCCCCCCCCCC
D_234,CC1=CC=C(S1)C2=C3SC(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)=CC3=C(C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)CC(CCCC)CC)=C6S5)C=C(C)S7)C9=CC=C(S9)CC(CCCC)CC)S2
D_235,CC(SC(C1=C(F)C(F)=C(C2=CC(C(OC3=CC=C(CCCCCC)C=C3)=O)=C(C4=CC=C(C5=CC=C(C)S5)S4)S2)C6=NSN=C16)=C7)=C7C(OC8=CC=C(CCCCCC)C=C8)=O
D_236,CC(S1)=CC=C1C2C3=NN(CC(CCCC)CCCCCC)N=C3C(C4=CC=C(S4)C5=CC6=C(C7=C(C(CCC(CCCC)CCCCCC)=C6S5)C=C(C)S7)CCC(CCCC)CCCCCC)=C(C2OCCOC)OCCOC
D_237,OC1=C(C(C2=C(SC(C3=CC=C(C)S3)=C2C4=O)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(C([H])=C9SC%10=CC=C(C=C%10)CCCCCC)[H])=C7S6)C=C(C)S8)C%11=CC=C(C([H])=C%11SC%12=CC=C(C=C%12)CCCCCC)[H])=O)C4=C(O)S1
D_238,FC(C(F)=C(C(F)=C1F)C2=CC=C(S2)C3=C(C(F)=C(C4=NC(C5=CC=C(C(OCCCCCCCC)=C5)OCCCCCCCC)=C(N=C34)C6=CC=C(C(OCCCCCCCC)=C6)OCCCCCCCC)C)F)=C1C7=CC=C(C)S7
D_239,FC1=C(C)C2=NSN=C2C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C)S3)=C1
D_240,O=C1C2=C(C3=C(N1CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S3)C=C(C(N4CC(CCCCCCCCCC)CCCCCCCC)=O)C(C5=C4C=C(C6=CC=C(C7=C(C8=C(C9=CC=C(S9)C)S7)C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CCCC)CC)=O)S6)S5)=C2
D_241,CC1=C(OCC(CCCCCC)CCCC)C(OCC(CCCC)CCCCCC)=C(C2=CC(F)=C(S2)C3=C(F)C=C(S3)C)C4=NSN=C14
D_242,CC(S1)=C(CCCCCC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CCCCCC)=C(S4)C5=CC(C(S5)=C(C6=C7SC(C)=C6)C8=CC=C(S8)SCC(CCCCCC)CCCC)=C7C9=CC=C(S9)SCC(CCCC)CCCCCC
D_243,CC(S1)=C(CCCCCCC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CCCCCCC)=C(S4)C5=CC(C(S5)=C(C6=C7SC(C)=C6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C7C9=CC(Cl)=C(CC(CC)CCCC)S9
D_244,CCC1=CC=C(C2=C(C3)C(C=C3C)=C(C(S4)=C2C=C4C5=C6C(C(C7=C(SC(CCCCCCCC)=C7C6=O)CCCCCCCC)=O)=C(C)S5)C(S8)=CC=C8CC)S1
D_245,CC1=CC=C(C2=CC=C(S2)C(N(CC(CCCCCCCC)CCCCCC)C3=O)=C4C(N(C(C5=CC=C(C)S5)=C43)CC(CCCCCC)CCCCCCCC)=O)S1
D_246,CC(C1=NSN=C21)=C(OCC(CCCCCC)CCCC)C(OCC(CCCC)CCCCCC)=C2C3=CC4=C(S3)C=C(C)S4
D_247,FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC(Cl)=C(S7)CC(CCCC)CC)=C5S4)C=C(C)S6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C(C9=CC=C(C)S9)C1=NN2CCC(CC)CCCC
D_248,COCCOC(C1=C(C(OCCOC)=C2S3)C=C(C)S1)=C2C=C3C(S4)=CC=C4C(C5=NN(N=C5C6C7=CC=C(S7)C)CC(CCCC)CCCCCC)=C(C6OCCOC)OCCOC
D_249,CC1=C(F)C(F)=C(S1)C2=CC=C(C)C3=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N3
