Acceptor,SMILES
A_169,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=CC=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C6(CCCCCC)CCCCCC
A_170,FC1=C(C=CC(CCCCCC)=C1)C2(C3=C(C=C(C4=C3)C(C(C=CC(CCCCCC)=C5)=C5F)(C(C=CC(CCCCCC)=C6)=C6F)C7=C4SC8=C7SC(/C=C9C(C%10=CC=CC=C%10C\9=C(C#N)\C#N)=O)=C8)C%11=C2C%12=C(C=C(S%12)/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)/C#N)=O)S%11)C(C=CC(CCCCCC)=C%15)=C%15F
A_171,O=C(C(C=C(Cl)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C(C4=C8)=CC9=C8C(C%10=CC=C(C=C%10)CCCCCC)(C%11=CC=C(C=C%11)CCCCCC)C%12=C9SC%13=C%12SC(/C=C(C(C%14=C%15C=CC(Cl)=C%14)=O)/C%15=C(C#N)/C#N)=C%13)=C5S3
A_172,C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC
A_173,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(N4CC(CCCCCC)CCCC)C6=C(S5)C(C(C(C7=CC=C(C=C7)CCCCCC)6C8=CC=C(C=C8)CCCCCC)=C9)=CC%10=C9C%11=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C(N%14CC(CCCCCC)CCCC)=C(S%11)C(S%15)=C%14C=C%15/C=C(C(C%16=C%17C=C(F)C(F)=C%16)=O)/C%17=C(C#N)/C#N
A_174,N#C/C(C#N)=C/C(C1=NSN=C21)=CC=C2C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C5=CC6=C(C7=C(C6(CCCCCCCC)CCCCCCCC)C=C(C8=CC=C(C9=NSN=C89)/C=C(C#N)\C#N)S7)C=C54)S3
A_175,O=C(C1=C(C=C(Cl)C(Cl)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(CCCCCCCC)=C(C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C(SC(C%10=C(CCCCCCCC)C=C(/C=C%11C(C%12=C(C=C(Cl)C(Cl)=C%12)C\%11=C(C#N)\C#N)=O)S%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4)S3
A_176,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=C5C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C9SC%13=C%12SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C%10S8)S4)S3
A_177,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10C(C(SC%11=C%12C(C%13=CC=C(C=C%13)CCCCCC)(C%14=C%11SC(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)=C%14)C%17=CC=C(C=C%17)CCCCCC)=C%12S%10)=C8C%18=CC=C(C=C%18)SCC(CCCC)CC)=C7S3
A_178,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(S%14)/C=C%15C(C%16=CC=CC=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3
A_179,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C(C(C8=CC=C(S8)CC(CCCC)CC)=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C%16C%17=CC=C(S%17)CC(CC)CCCC)=C%16S7)S3
A_180,O=C(C1=C(C/2=C(C#N)\C#N)C3=C(C=CC=C3)S1)C2=C/C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C(C=C8C9=C%10C%11=C(C=C(S%11)/C=C%12C(C%13=C(C\%12=C(C#N)\C#N)C%14=C(C=CC=C%14)S%13)=O)S9)=C5C=C8C%10(C(C=C%15)=CC=C%15CCCCCC)C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C6S4
A_181,O=C(C/1=C/C(C2=NSN=C32)=CC=C3C4=CC5=C(C6=C(S5)C(C(C(C7=CC=C(CCCCCCCC)C=C7)6C8=CC=C(CCCCCCCC)C=C8)=C9)=CC(C(C%10=CC=C(CCCCCCCC)C=C%10)%11C%12=CC=C(CCCCCCCC)C=C%12)=C9C%13=C%11C%14=C(C=C(S%14)C%15=CC=C(C%16=NSN=C%15%16)/C=C(C(C%17=C%18C=CC=C%17)=O)/C%18=C(C#N)/C#N)S%13)S4)C%19=C(C=CC=C%19)C1=C(C#N)\C#N
A_182,O=C1C2=C(C)SC=C2C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8OCC(CC)CCCC)=C(OCC(CCCC)CC)C9=C8C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(S9)C%13=C%10C=C(/C=C%14C(C%15=C(C)SC=C%15C\%14=C(C#N)\C#N)=O)S%13)=C(C#N)\C#N
A_183,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)/C#N)C3=C/C4=CC5=C(C6=C(C5(C(C=C7)=CC=C7OCC(CCCCCC)CCCC)C(C=C8)=CC=C8OCC(CCCC)CCCCCC)C9=CC(C(C=C9C=C6)=C%10%11)=CC=C%10C%12=C(C=C(S%12)/C=C%13C(C(C=C(C=CC=C%14)C%14=C%15)=C%15C\%13=C(C#N)/C#N)=O)C%11(C%16=CC=C(C=C%16)OCC(CCCCCC)CCCC)C(C=C%17)=CC=C%17OCC(CCCCCC)CCCC)S4
A_184,O=C1C(/C(C2=CSC=C21)=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C(C=C6C7=C8C9=C(C=C(S9)/C=C%10C(C%11=CC(F)=C(C=C%11C\%10=C(C#N)\C#N)F)=O)S7)=C%12C=C6C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C%12S4
A_185,O=C(C/1=C\C2=C(SC(C(OC(CC)CCCCC)=O)=C3F)C3=C(C4=CC(C5(C6=CC=C(C(CCCCC)=O)C=C6)C7=CC=C(C(CCCCC)=O)C=C7)=C(C8=C5C=C(C9=C%10C=C(C%11=C%12C(SC(C(OC(CC)CCCCC)=O)=C%12F)=C(/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=C([H])C(F)=C%14)=O)S%11)S9)C(C%10(C%15=CC=C(C(CCCCC)=O)C=C%15)C%16C=CC(C(CCCCC)=O)=CC%16)=C8)S4)S2)C%17=C(C1=C(C#N)/C#N)C=C([H])C(F)=C%17
A_186,O=C(C1=CC=C(F)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(F)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC
A_187,O=C(C1=C(SC2=C1C=CC=C2)C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C(SC8=C9)=C5C8=CC%10=C9C(C(C%11=CC=C(C=C%11)CCCCCC)(C%12=C%13SC(/C=C%14C(C%15=C(C(C=CC=C%16)=C%16S%15)C\%14=C(C#N)\C#N)=O)=C%12)C%17=CC=C(C=C%17)CCCCCC)=C%13S%10)S4
A_188,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCC)C=C6)C7=CC=C(CCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCC)C=C%13)C%14=CC=C(CCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
A_189,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(Cl)C(Cl)=C%14)=C(C#N)/C#N
A_190,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(CCCCCCCC)=C(C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C(SC(C%10=C(CCCCCCCC)C=C(/C=C%11C(C%12=C(C=C(F)C(F)=C%12)C\%11=C(C#N)\C#N)=O)S%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4)S3
A_191,CCCCCCC(C=C1)=CC=C1C2(C(C3=C(S4)C=C(S3)/C=C(C(C5=C6C=CC(OC)=C5)=O)\C6=C(C#N)\C#N)=C4C7=C2C=C(C8=C7)C9=C(C8(C%10=CC=C(C=C%10)CCCCCC)C%11=CC=C(C=C%11)CCCCCC)C%12=C(C=C(S%12)/C=C(/C(C%13=C%14C=C(OC)C=C%13)=C(C#N)\C#N)C%14=O)S9)C(C=C%15)=CC=C%15CCCCCC
A_192,O=C(C1=C(C/2=C(C#N)/C#N)C=C([H])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC([H])=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3
A_193,c1cccc2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)c3c(s1)c(c1c(c3O[C@H](CCCC)CC)sc3c1C(c1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)O[C@@H](CC)CCCC)/C2=O
A_194,FC1=CC(C(/C2=C/C(SC3=C4SC5=C3C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C5SC9=C8C(OCCCCCCCC)=C(SC%10=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC%15=C%14SC(/C=C%16/C(C%17=C(C%16=O)C=C(F)C(F)=C%17)=C(C#N)\[N+]#[C-])=C%15CCCCCCCC)C%11=C9OCCCCCCCC)=C4CCCCCCCC)=C(C#N)/C#N)=C(C2=O)C=C1F
A_195,O=C1C(/C(C2=C1C=CC(F)=C2)=C(C#N)\C#N)=C\C3=CC=C(S3)C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C(C=C(C9=CC=C(S9)/C=C%10C(C%11=C(C=C(F)C=C%11)C\%10=C(C#N)/C#N)=O)S%12)=C%12C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4
A_196,O=C(C(C=CC(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(N4CC(CCCCCC)CCCC)=C(S3)C5=C4C6=C(OCCCCCC)C(S7)=C(C(OCCCCCC)=C6S5)C8=C7C(S9)=C(N8CC(CCCC)CCCCCC)C=C9/C=C(C%10=O)/C(C%11=C%10C=CC(F)=C%11)=C(C#N)/C#N
A_197,O=C(N(C1=O)CC(CCCCCCCC)CCCCCCCCCC)C2=C3C1=CC(C4=CC=C(S4)C5=CC=C(C)S5)=C(C(N(C6=O)CC(CCCCCCCCCC)CCCCCCCC)=O)C3=C6C=C2C
A_198,ClC(C(Cl)=C1)=CC2=C1C(/C(C2=O)=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C(C4=C7)=CC8=C7C(S9)=C(C8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C%12=C9C(C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(S%12)C(C%13=C%16)=CC%17=C%16C%18=C(C%17(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)C=C(/C=C%21C(C(C=C(Cl)C(Cl)=C%22)=C%22C\%21=C(C#N)\C#N)=O)S%18)=C(C#N)/C#N
A_199,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)/C#N)F)C2=C/C3=CC([N]4C)=C(S3)C(C=C5C6(B=O)B=O)=C4C=C5C(C7(B=O)B=O)=C6C(C=C8[N]9C)=C7C=C8C(S%10)=C9C=C%10/C=C(CC%11=CC(F)=C(C=C%11%12)F)/C%12=C(C#N)\C#N
A_200,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C([Se]3)=CC=C3C(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C(C4=C8)=CC9=C8C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(C%13=CC=C([Se]%13)/C=C%14C(C(C=C(C(F)=C%15)F)=C%15C\%14=C(C#N)\C#N)=O)=C%12OCCCCCCCC)=C5OCCCCCCCC
A_201,O=C(C1=C(SC(C2=CC3=C(C4=C(C3(CC(CCCC)CC)CC(CCCC)CC)C=C(/C=C5C(C6=CC(F)=C(C=C6C\5=C([N+]#[C-])\C#N)F)=O)S4)S2)=C17)C8=CC9=C(C%10=C(C9(CC(CCCC)CC)CC(CCCC)CC)C=C(/C=C%11/C(C%12=CC(F)=C(C=C%12C%11=O)F)=C(C#N)/[N+]#[C-])S%10)S8)C%13=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%13C7=O
A_202,CCCCCCCCN1C2=C(SC(/C=C3/C(C4=CC(F)=C(C=C4C3=O)F)=C(C#N)\C#N)=C2)C5=C1C6=C(C5)C(C=C7C(C8=CC=C(OCCCCCC)C=C8)(C9=C(C7=C%10)SC%11=C9N(C%12=C%11SC(/C=C%13/C(C%14=CC(F)=C(C=C%14C%13=O)F)=C(C#N)\C#N)=C%12)CCCCCCCC)C(C=C%15)=CC=C%15OCCCCCC)=C%10C(C%16=CC=C(C=C%16)OCCCCCC)6C%17=CC=C(C=C%17)OCCCCCC
A_203,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC4=C(C5=C(C4(C6=CC=C(C=C6)CCCCCC)C7=CC=C(C=C7)CCCCCC)C(SC8=C9C(C%10=CC=C(C=C%10)CCCCCC)(C%11=C8SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%11)C%14=CC=C(C=C%14)CCCCCC)=C9S5)S3)=C(C#N)\C#N
A_204,O=C(C1=C(C/2=C(C#N)\C#N)C=C(F)C(F)=C1)C2=C/C3=C(OCCCCCC)C=C(C4=CC(C(C5=CC=C(C=C5)CCCCCC)(C(C=C6)=CC=C6CCCCCC)C(C7=C8)=C9SC7=CC%10=C8SC%11=C%10C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%14=C%11SC(C%15=CC(OCCCCCC)=C(/C=C(C%16=O)/C(C%17=C%16C=C(F)C(F)=C%17)=C(C#N)/C#N)S%15)=C%14)=C9S4)S3
A_205,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)S%11)=C%12C%10=C8C%17=CC=C(C=C%17)SCC(CCCC)CC)=C7S3
A_206,FC1=CC(C(/C2=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F
A_207,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C(S%10)=C(C(CCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
A_208,c1(sc(c2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)c(sc3C)C)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O)C)C
A_209,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C5=C(C(C6=CC=C(C=C6)CCCCCC)4C7=CC=C(C=C7)CCCCCC)C8=C(S5)C(OCCCCCCCC)=C9C(C(C%10=CC=C(C=C%10)CCCCCC)(C%11=C%12SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)/C#N)=O)=C%11)C%15=CC=C(CCCCCC)C=C%15)=C%12SC9=C8OCCCCCCCC)S3
A_210,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(F)C(F)=C%14)=C(C#N)/C#N
A_211,O=C1C(/C(C2=C1C=C(F)C=C2)=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C(C=C6C7=C8C9=C(C=C(S9)/C=C%10C(C(C=C(F)C=C%11)=C%11C\%10=C(C#N)\C#N)=O)S7)=C%12C=C6C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)=C%12S4
A_212,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N
A_213,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(CC(CC)CCCC)=C(S3)C4=CC(C5(CC(CC)CCCC)CC(CC)CCCC)=C(C6=C5C=C(C7=C(CC(CC)CCCC)C=C(/C=C8C(C9=CC(F)=C(C=C9C\8=C(C#N)\C#N)F)=O)S7)S6)S4
A_214,O=C(C1=C(C=C(Cl)C(Cl)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C(S5)=C4C=C5C(C6=NSN=C76)=CC=C7C8=CC9=C(C%10=C(C9(CC(CCC)CCCC)CC(CC)CCCC)C=C(/C=C%11C(C%12=C(C=C(Cl)C(Cl)=C%12)C\%11=C(C#N)\C#N)=O)S%10)S8
A_215,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=CC=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC
A_216,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCC)CCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=CC=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCC)(CCCCCC)C8=C7)C6(CCCCCCCC)CCCCCCCC
A_217,[H]C1=C2C(C(C(C3=C4SC(CC5/C(C(C=C([H])C=C6)=C6C5=O)=C(C#N)/C#N)=C3)(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C4S2)=C([H])C9=C1C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(S9)C(S%13)=C%10C=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C([H])C=C%15)=O
A_218,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC(C(CCCCCCCC)(CCCCCCCC)OC6=C7SC(/C=C8C(C9=CC=CC=C9C\8=C(C#N)/C#N)=O)=C6)=C7C=C5C(CCCCCCCC)(CCCCCCCC)O4
A_219,O=C1C(/C(C2=CSC=C21)=C(C#N)\C#N)=C\C3=CC4=C(C(C=C5C(C6=CC=C(S6)CCCCCC)(C7=CC=C(S7)CCCCCC)C8=C(SC9=C8SC(/C=C%10C(C%11=CSC=C%11C\%10=C(C#N)/C#N)=O)=C9)C5=C%12)=C%12C4(C%13=CC=C(S%13)CCCCCC)C%14=CC=C(S%14)CCCCCC)S3
A_220,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=C4C(OCCO4)=C(S3)C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(CCCCCC)C=C%13)C=C(C%14=C(OCCO%15)C%15=C(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\%16=C(C#N)\C#N)=O)S%14)S%11)C=C96)S5
A_221,FC1=CC2=C(C(/C(C2=O)=C/C3=C(C(OC)=C(C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5C=C(C9=C8)C(C(C=C%10)=CC=C%10CCCCCC)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(C%14=C(OC)C(OC)=C(/C=C%15/C(C(C=C(F)C(F)=C%16)=C%16C%15=O)=C(C#N)/C#N)S%14)=C%13)C%17=CC=C(CCCCCC)C=C%17)=C6S4)S3)OC)=C(C#N)\C#N)C=C1F
A_222,O=C(C1=C(C/2=C(C#N)\C#N)C=CC=C1)C2=C/C3=CC4=C(C(C(C5=C6C=C7C(C(SC8=C9SC(/C=C(C%10=O)/C(C%11=C%10C=CC=C%11)=C(C#N)/C#N)=C8)=C9C7(C%12=CC=C(COCCOC)C=C%12)C%13=CC=C(COCCOC)C=C%13)=C5)(C%14=CC=C(COCCOC)C=C%14)C%15=CC=C(COCCOC)C=C%15)=C6S4)S3
A_223,O=C(N1CCCCCCCC)C2=C(/C=C3C(C(C=CC=C4)=C4C\3=C(C#N)\C#N)=O)SC(C5=CC(C6(C7=CC=C(C=C7)CCCCCC)C8=CC=C(CCCCCC)C=C8)=C(S5)C(C=C9C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C6C=C9C%13=C%10C=C(C%14=C(C%15=O)C(C(N%15CCCCCCCC)=O)=C(/C=C%16C(C(C=CC=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%14)C%13)=C2C1=O
A_224,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C(C=C5)=CC=C5CCCCCC)C6=CC=C(C=C6)CCCCCC)=C(C(C=C7)=C8C4=CC9=CC=C%10C%11C9C8=C7C=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=CC=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%14)S3
A_225,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C5C(C9=CC([H])=C(CC(CC)CCCC)S9)=C(C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(S%13)C%14=C%10C=C(/C=C(/C%15=C(C#N)\C#N)C(C%16=C%15C=C(Cl)C(Cl)=C%16)=O)S%14)C%13=C8C%17=CC([H])=C(CC(CC)CCCC)S%17)=C(C#N)/C#N
