Acceptor,SMILES
A_53,O=C(C1=C(C/2=C(C#N)\C#N)C=C(F)C(F)=C1)C2=C/C3=C(OCCCCCC)C=C(C4=CC(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C(SC8=C9)=C5C8=CC%10=C9C(C(C%11=CC=C(C=C%11)CCCCCC)(C%12=C%13SC(C%14=CC(OCCCCCC)=C(/C=C(C%15=O)/C(C%16=C%15C=C(F)C(F)=C%16)=C(C#N)/C#N)S%14)=C%12)C%17=CC=C(C=C%17)CCCCCC)=C%13S%10)S4)S3
A_54,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C5=C(C4(C(C=C6)=CC=C6OCC(CCCCCC)CCCC)C(C=C7)=CC=C7OCC(CCCC)CCCCCC)C8=CC(C(C=C8C=C5)=C9%10)=CC=C9C%11=C(C=C(S%11)/C=C%12C(C(C=C(Cl)C(Cl)=C%13)=C%13C\%12=C(C#N)/C#N)=O)C%10(C%14=CC=C(C=C%14)OCC(CCCCCC)CCCC)C(C=C%15)=CC=C%15OCC(CCCCCC)CCCC)S3
A_55,FC1=CC(C(/C2=C/C3=C(CCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F
A_56,FC1=C(C=C(C(C/2C(C#N)C#N)=C1)C(C2=C/C(S3)=CC(SCCCCCCCC)=C3C(S4)=CC5=C4C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C=C6C5(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C(S%12)=C7C=C%12C(S%13)=C(SCCCCCCCC)C=C%13/C=C%14/C(C%15=CC(F)=C(F)C=C%15C%14=O)=C(C#N)/C#N)=O)F
A_57,[F]C1=CC2=C(C(/C(C2=O)=C/C3=CC4=C(C5=C(N4C(CCCCCCCC)CCCCCCCC)C(SC6=C7N(C(CCCCCCCC)CCCCCCCC)C8=C6SC(/C=C9C(C(C=C(C([F])=C%10)[F])=C%10C\9=C(C#N)\C#N)=O)=C8)=C7S5)S3)=C(C#N)\C#N)C=C1[F]
A_58,O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C/C3=CC(SC(C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C6=C5C7=C(C=C(/C=C8C(C9=CC=CC=C9C/8=C(C#N)/C#N)=O)S7)S6)C=C4%10)=C%11C%10(CCCCCCCC)CCCCCCCC)=C%11S3
A_59,FC1=CC(C(/C2=C/C3=C(CCCCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F
A_60,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3
A_61,O=C1C2=C(C)SC=C2C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC=C(CC(CCCC)CC)S9)=C(C%10=CC=C(CC(CCCC)CC)S%10)C%11=C8C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(S%11)C%15=C%12C=C(/C=C%16C(C%17=C(C)SC=C%17C\%16=C(C#N)\C#N)=O)S%15)=C(C#N)\C#N
A_62,c1(c(cc2c(c1)C(=C(C#N)C#N)/C(=C\c1c(c(sc1)c1sc3c(c1)C(c1c3cc3c(c1)c1c(C3(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)cc(s1)c1scc(c1OC[C@H](CCCC)CC)/C=C/1\C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)OC[C@@H](CC)CCCC)/C2=O)F)F
A_63,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
A_64,O=C(C1=C(C)SC([H])=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(S9)CC(CCCC)CC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C%16=C(SC([H])=C%16C\%15=C(C#N)\C#N)[CH3])=O)S%11)=C%12C%10=C8C%17=CC=C(CC(CC)CCCC)S%17)=C7S3
A_65,c1(c(cc2c(c1)C(=C(C2=O)[CH]c1sc2c(c1)n(c1c2sc2c1C(c1c2cc2c(c1)c1c(C2(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)c1c(n2CCCCCCCC)cc(s1)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)CCCCCCCC)[C](C#N)C#N)F)F
A_66,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)/C#N)F)C2=C/C3=CC([CH2]4)=C(S3)C5=C4C=C(C6=C7C8=CC([CH2]C9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9)=C%10C=C8C(B=O)6B=O)C(C7(B=O)B=O)=C5
A_67,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C=C(C(CCCCCCCC)(CCCCCCCC)C5=C6C=C7C(C8=CC(C(CCCCCCCC)(CCCCCCCC)C9=C%10SC(/C=C%11C(C%12=C(C=C(F)C(F)=C%12)C\%11=C(C#N)\C#N)=O)=C9)=C%10C=C8C7(CCCCCCCC)CCCCCCCC)=C5)C6=C%13)=C%13C4(CCCCCCCC)CCCCCCCC)S3
A_68,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C([Se]3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C(C5=C8)=CC9=C8C(S%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C%10C=C([Se]%13)/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=C)=C(C#N)/C#N
A_69,COC1=C(/C=C(C(C2=C3C=C(F)C(F)=C2)=O)/C3=C(C#N)/C#N)SC(C4=CC(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=C(OC)C(OC)=C(/C=C(C(C%14=C%15C=C(F)C(F)=C%14)=O)\C%15=C(C#N)\C#N)S%13)S%10)C=C85)S4)=C1OC
A_70,CF.O=C(C1=C2C=CC=C1)C(/C2=C(C#N)\[N+]#[C-])=C\C3=CC(C4(CCCCCC)CCCCCC)=C(C5=C4C=C(C6=C5)C7=C(C6(CCCCCC)CCCCCC)C=C(/C=C(/C8=C(C#N)/[N+]#[C-])C(C9=C8C=CC=C9)=O)S7)S3.CF
A_71,CCCCCCC(S1)=CC=C1C(C2=C3SC4=C2SC5=C4C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C5SC(C9=C(F)C(F)=CC%10=C9C(C/C%10=C(C#N)/C#N)=O)=C8)=C%11SC%12=C(C%11=C3C%13=CC=C(S%13)CCCCCC)SC%14=C%12C(C%15=CC=C(CCCCCC)C=C%15)(C%16=CC=C(CCCCCC)C=C%16)C%17=C%14SC(C%18=C(F)C(F)=CC(/C(C%19)=C(C#N)/C#N)=C%18C%19=O)=C%17
A_72,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(C8=C5C(C(C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C%10SC%11=C(C(C%12=CC=C(C=C%12)CCCCCCCCC)(C%13=C%11SC%14=C%13SC(/C=C%15C(C%16=C(C=C(F)C(F)=C%16)C\%15=C(C#N)\C#N)=O)=C%14)C%17=CC=C(C=C%17)CCCCCCCC)C%10=C%18C%19=CC=C([Si](CCC)(CCC)CCC)S%19)=C%18S8)S4)S3
A_73,CCC(CN1N=C2C3=C(C4=C(C5=C(N4CC(CCCC)CC)C(CCCCCC)=C(/C=C6C(C7=C(C=C(F)C(F)=C7)C\6=C(C#N)\C#N)=O)S5)C2=N1)N(CC(CCCC)CC)C8=C3SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)/C#N)=O)=C8CCCCCC)CCCC
A_74,O=C(C1=CC(Cl)=C(Cl)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC(Cl)=C(Cl)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC
A_75,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC4=C(S3)C(CC5=C6C(C7=CC=CC(OCCCCCC)=C7)(C8=CC(OCCCCCC)=CC=C8)C9=C5C=C%10C(C%11=CC(OCCCCCC)=CC=C%11)(C%12=CC=CC(OCCCCCC)=C%12)C%13=C(SC%14=C%13N(CCCCCCCC)C%15=C%14SC(/C=C%16C(C%17=CC(F)=C(C=C%17C\%16=C(C#N)\C#N)F)=O)=C%15)C%10=C9)=C6N4CCCCCCCC
A_76,FC1=CC2=C(C(/C(C2=O)=C/C3=CC(OCC(CC)CCCC)=C(S3)C4=CC5=C(S4)C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(S%10)C%11=C(OCC(CC)CCCC)C=C(S%11)/C=C(/C(C%12=C%13C=C(F)C(F)=C%12)=C(C#N)\C#N)C%13=O)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N)C=C1F
A_77,O=C(C1=C(C/2=C(C#N)/C#N)C=C(F)C(F)=C1)C2=C/C3=CC=C(C4=C(OCCCCCC)C(C(C5=C6C=C7C(C(SC(C8=CC=C(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)S8)=C%11OCCCCCC)=C%11C7(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C5)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6S4)S3
A_78,O=C1C(/C(C2=C1C=CC(F)=C2)=C(C#N)\C#N)=C\C3=CC=C(S3)C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C(SC%10=C9SC(/C=C%11C(C%12=C(C=C(F)C=C%12)C\%11=C(C#N)/C#N)=O)=C%10)C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4
A_79,O=C(C1=C(C/2=C(C#N)/C#N)C=C([Cl])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC(Cl)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3
A_80,FC1=CC(C(/C2=C/C3=C(CCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F
A_81,O=C1C2=C(C=CC(F)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC(SC(CCC(CCCC)CC)=C%10)=C%10S9)=C(C%11=CC(SC(CC(CC)CCCC)=C%12)=C%12S%11)C%13=C8C(C%14(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=CC(CCCCCC)=C%16)=C(S%13)C(S%17)=C%14C=C%17/C=C%18/C(C%19=C(C%18=O)C=C(F)C=C%19)=C(C#N)\C#N)=C(C#N)\C#N
A_82,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC=C3C(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C(C4=C8)=CC9=C8C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(C%13=CC=C(S%13)/C=C%14C(C(C=C(C(F)=C%15)F)=C%15C\%14=C(C#N)\C#N)=O)=C%12OCCCCCCCC)=C5OCCCCCCCC
A_83,O=C(C1=C(C=C(Cl)C(Cl)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(S5)C(C9=CC=C(CCCCCC)C=C9)=C%10C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%13SC(/C=C%14C(C%15=C(C=C(Cl)C(Cl)=C%15)C\%14=C(C#N)\C#N)=O)=C%12)C%16=CC=C(CCCCCC)C=C%16)=C%13SC%10=C8[O]CCCCCCCC)S3
A_84,[CH3]C1=C(C(C(/C2=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C6=CC7=C8C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C7SC%12=C%11SC(/C=C%13C(C%14=C([CH3])SC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C(C=C%15)=CC=C%15CCCCCC)=C(C6=C8)S4)=O)C2=CS1
A_85,O=C(C1=C2C=C(F)C(F)=C1)C(/C2=C(C#N)\C#N)=C\C3=CC(SC4=C5C(C6=CC=CC(CCCCCC)=C6)(C7=CC(CCCCCC)=CC=C7)C8=C4C=C9C(C%10=CC=CC(CCCCCC)=C%10)(C%11=CC=CC(CCCCCC)=C%11)C%12=C(SC%13=C%12SC(/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=O)=C%13)C9=C8)=C5S3
A_86,FC1=CC(C(/C2=C/C3=C(CCCCCCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F
A_87,O=C(C1=C2C=C(F)C=C1)C(/C2=C(C#N)\C#N)=C\C3=CC(SC4=C5C(C6=CC=CC(CCCCCC)=C6)(C7=CC(CCCCCC)=CC=C7)C8=C4C=C9C(C%10=CC=CC(CCCCCC)=C%10)(C%11=CC=CC(CCCCCC)=C%11)C%12=C(SC%13=C%12SC(/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C=C%15)=O)=C%13)C9=C8)=C5S3
A_88,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C(S3)=CC4=C3C5=C(N4CC(CCCC)CC)C(N(C6=C7C8=NSN=C8C9=C6N(CC(CCCCCC)CCCC)C%10=C9SC%11=C%10CC(/C=C(/C%12=C([N+]#[C-])/C#N)C(C%13=C%12C=C(Cl)C(Cl)=C%13)=O)=C%11CCCCCCCCCCC)CC(CCCCCC)CCCC)=C7S5)=C(C#N)\C#N
A_89,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC(Br)=CC=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC(Br)=CC=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC
A_90,O=C(C1=CC=C(Cl)C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C(Cl)C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC
A_91,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11C(C(SC%12=C%13C(C%14=CC=C(C=C%14)CCCCCC)(C%15=C%12SC(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)=C%15)C%19=CC=C(C=C%19)CCCCCC)=C%13S%11)=C9C%20=CC=C(C=C%20)SCC(CCCC)CC)=C8S4
A_92,O=C(C1=C2C=CC=C1)C(/C2=C([N+]#[C-])\C#N)=C\C3=CC(C4(CCCCCC)CCCCCC)=C(C5=C(C6=C(C(OCCCCCC)=C45)C7=C(C=C(S7)/C=C(/C8=C(C#N)\C#N)C(C9=C8C=CC=C9)=O)C6(CCCCCC)CCCCCC)OCCCCCC)S3.CF.CF
A_93,O=C(C1=C(C=CC(C)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C9C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C(SC%13=C%14SC(/C=C%15C(C(C=C(C)C=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%13)=C%14S%10)=C8)=C5S3
A_94,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C5C(C9=CC(F)=C(CC(CC)CCCC)S9)=C(C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(S%13)C%14=C%10C=C(/C=C(/C%15=C(C#N)\C#N)C(C%16=C%15C=C(Cl)C(Cl)=C%16)=O)S%14)C%13=C8C%17=CC(F)=C(CC(CC)CCCC)S%17)=C(C#N)/C#N
A_95,O=C(/C(S/1)=C/C2=C3SC(C(CC(CC)CCCCC)OO)=CC3=C(C4=CC(C5(CCCCCC)CCCCCC)=C(C(C5=C6)=CC7=C6C8=C(C=C(C9=C%10C=C(C(CC(CC)CCCCC)OO)SC%10=C(/C=C(C(N/%11CC)=O)\SC%11=C(C#N)\C#N)S9)S8)C7(CCCCCC)CCCCCC)S4)S2)N(C1=C(C#N)/C#N)CC
A_96,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3
A_97,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C([Se]4)C(C5=C8)=CC9=C8C([Se]%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C%10C=C(S%13)/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=C)=C(C#N)/C#N
A_98,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C(S3)=C(OCCCCCC)C=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C7=CC=C(CCCCCC)C=C7)=C(C(C=C8C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C5C=C8C%12=C9C=C(C%13=CC(OCCCCCC)=C(S%13)/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)S%12)S4
A_99,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC(C(C=C4C5(C6=CC=C(C=C6)CCCCCCCC)C7=CC=C(CCCCCCCC)C=C7)=C8C=C4C9=C5C%10=C(C=C(S%10)/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)\C#N)=O)S9)=C%13C8(C%14=CC=C(C=C%14)CCCCCCCC)C%15=CC=C(CCCCCCCC)C=C%15)=C%13S3
A_100,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(CCCCCC)=CC9=C8C=C(CCCCCC)C%10=C9SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(/C=C%15C(C(C=C(C(F)=C%16)F)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C7S3
A_101,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(N4CCCCCCCC)=C(C5=C4C(C(C(C=C6)=CC=C6CCCCCC)(C(C=C7C8=C9C(SC%10=C%11SC(/C=C%12C(C(C=C(F)C=C%13)=C%13C\%12=C(C#N)/C#N)=O)=C%10)=C%11S8)=C%14C=C7C9(C%15=CC=C(C=C%15)CCCCCC)C%16=CC=C(C=C%16)CCCCCC)C%17=CC=C(C=C%17)CCCCCC)=C%14S5)S3
A_102,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=C4C([O]CC(CC)CCCC)=C7C(C([O]CC(CCCC)CC)=C8C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C(C%13=CC=C(CCCCCC)C=C%13)(C%14=CC=C(CCCCCC)C=C%14)C8=C7)=C6)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C5S3
A_103,O=C1C(/C(C2=CC=C(Cl)C=C21)=C(C#N)/C#N)=C\C3=CC4=C(C5=C(S4)C(C(C(C6=CC=C(C=C6)CCCCCC)5C7=CC=C(CCCCCC)C=C7)=C8)=CC9=C8C%10=C(C(C%11=CC=C(CCCCCC)C=C%11)9C%12=CC=C(CCCCCC)C=C%12)C(S%13)=C(S%10)C=C%13/C=C%14/C(C%15=CSC=C%15C%14=O)=C(C#N)/C#N)S3
A_104,O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(C=C5)CCCCCC)(C6=C7C=C(C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C%11SC%12=C%10SC(/C=C%13C(C%14=CC(Cl)=C(C=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%11=C6)C%15=CC=C(C=C%15)CCCCCC)=C7S4
A_105,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c([C@@]1(c1ccc(cc1)C[C@H](CCCC)CC)c1ccc(cc1)C[C@@H](CCCC)CC)c1c(s3)c3c(s1)c1c([C@@]3(c3ccc(cc3)C[C@@H](CCCC)CC)c3ccc(cc3)C[C@H](CCCC)CC)c3c(s1)cc(s3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)/C2=C(C#N)C#N)F
A_106,O=C(C/1=C\c2cc3sc4c(C(c5ccc(CCCCCC)cc5)(c6ccc(CCCCCC)cc6)c7c8sc9c(C(c%10ccc(CCCCCC)cc%10)(c%11ccc(CCCCCC)cc%11)c%12c%13sc(/C=C%14C(c%15ccc(Cl)cc%15C\%14=C(C#N)\C#N)=O)cc%13sc%129)c8sc74)c3s2)c%16ccc(Cl)cc%16C1=C(C#N)/C#N
A_107,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(CCCCCC)CCCCCC)=C(C5=CC6=C(C7=C(C6(CCCCCC)CCCCCC)C=C(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)S7)C=C54)S3
A_108,O=C(C1=C(C=C(C=CC=C2)C2=C1)C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C(C=C7)=CC=C7CCCCCC)=C(C8=CC(C(C9=CC=C(C=C9)CCCCCC)(C%10=C%11SC(/C=C%12C(C%13=C(C=C(C=CC=C%14)C%14=C%13)C\%12=C(C#N)\C#N)=O)=C%10)C%15=CC=C(C=C%15)CCCCCC)=C%11C=C58)S4
A_109,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CSC(C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=C(SCC(CCCC)CC)C(/C=C%14C(C%15=CC(F)=C(C=C%15C\%14=C(C#N)\C#N)F)=O)=CS%13)S%10)C=C85)S4)=C3SCC(CC)CCCC
