branch,split_seed,model_seed,best_valid_rmse,test_r,test_spearman_rho,test_r2,test_rmse,test_mae,test_mean_signed_error,test_calibration_intercept,test_calibration_slope,valid_r,valid_spearman_rho,valid_r2,valid_rmse,valid_mae,valid_mean_signed_error,valid_calibration_intercept,valid_calibration_slope
joint_inhouse_gao,12,0,2.2111692797801856,0.823588332906974,0.7964346182189656,0.6658701366065269,2.3336430373731125,1.6747508107721805,0.0640708363354206,0.8859079101151968,0.8818503585826044,0.817249422699821,0.8132511797669959,0.659477967631501,2.2111692797801856,1.6148389385938644,-0.0636239701509475,0.719364761490109,0.9005967782240072
joint_inhouse_gao,12,1,2.3137883464740785,0.8220343213692677,0.7843183260839173,0.6649284758738546,2.3369291158652903,1.7166017476022244,0.0330638330876827,0.8638231527152698,0.8880215949283015,0.8006212146561205,0.8031494248635893,0.6271376850834758,2.3137883464740785,1.6695183948278427,-0.0980746027231216,0.9212446649833324,0.874561224623622
joint_inhouse_gao,12,2,2.2425723873918035,0.814241160108511,0.7742557208891024,0.6592148232976562,2.3567695960210173,1.7409672709405422,-0.0640903922617435,0.6015940645984015,0.9320674115643284,0.8093138889739435,0.8157889077323893,0.6497370721597839,2.2425723873918035,1.6338726295232773,-0.1349577709436416,0.6070276009905425,0.927657036410359
joint_inhouse_gao,12,3,2.2255292711815446,0.8223990671408373,0.792129863058155,0.66032721995179,2.3529199486329317,1.6916091899573802,0.2192980360686779,0.7807045391615753,0.877984453489064,0.8148200009435894,0.8114692400334266,0.65504070295586,2.2255292711815446,1.590780897974968,0.0820920885801315,0.6004140414787984,0.8987753903982028
joint_inhouse_gao,12,4,2.226514288336106,0.8224679052599972,0.7847280650452542,0.6691547839482931,2.322144326112217,1.6710472540557384,-0.0140313639938831,0.7627182709731332,0.9059718356486904,0.8126731579182342,0.8228060635107898,0.6547352780619582,2.226514288336106,1.6032145718336106,-0.0508292886018753,0.6045897690462748,0.916218389349839
joint_inhouse_gao,12,5,2.243603974291092,0.8325779955665698,0.8028272372343098,0.6785163357500353,2.289055031888449,1.6683095210492611,-0.0344826525747776,1.0409080875189145,0.8732767679913821,0.8115113274649015,0.8063507717642432,0.6494147550251244,2.243603974291092,1.6746334453821183,-0.0335334328413009,0.7291319276701473,0.8950335747511673
joint_inhouse_gao,12,6,2.1750865049236414,0.8225732357529467,0.7858094379741427,0.6696656313301227,2.320350859617238,1.7060903044641018,0.0231365979611873,0.7119523812273278,0.9081085547962464,0.8221323363530756,0.8151529395860984,0.6705008485386285,2.1750865049236414,1.5928670872449875,0.0581964148283004,0.481898652590188,0.919611919877952
joint_inhouse_gao,12,7,2.207381623002162,0.8335522723677774,0.8023022951910602,0.678949422255325,2.2875126627782283,1.6882504264488816,0.1997845087274909,0.7975761600154588,0.8780163696944834,0.8183761477369308,0.8163542127513147,0.6606435734681091,2.207381623002162,1.6686742373853922,0.0279653249830007,0.6682583943471029,0.8959052496636364
joint_inhouse_gao,12,8,2.304562534583457,0.8293193933624231,0.800945970906673,0.6748622094650197,2.3020274820812943,1.7197571787536143,-0.319654555350542,1.004640723309157,0.9105382080839414,0.8004100206400935,0.788509868259352,0.6301051989270854,2.304562534583457,1.7140918310880662,-0.2184532624483108,0.8369748950467142,0.903985292461811
joint_inhouse_gao,12,9,2.172958479656687,0.824326184773155,0.7862925228976306,0.6703118028545132,2.3180803138695825,1.6744305047690868,0.1022991161048412,0.7129241451836796,0.8990897854583875,0.8222911277150966,0.8117856879516294,0.6711452730361993,2.172958479656687,1.6148528147935868,0.0025209161043167,0.5258942702765413,0.920693162574533
joint_inhouse_gao,12,10,2.241391034376116,0.8193260218795436,0.7824270754891813,0.6629092459111299,2.3439600168991124,1.701015000551939,-0.0701438234150409,0.851964489051423,0.9011136689838256,0.8106023635864694,0.8057977559848596,0.6501060013241772,2.241391034376116,1.6593924287557602,-0.1378096281290054,0.6912052928222789,0.9151570721755448
joint_inhouse_gao,12,11,2.2726199819787687,0.8198060653211038,0.7804171657200749,0.6555381510814935,2.36944887850351,1.723383676379919,0.0940384939610958,0.9847701287283334,0.8663258975153213,0.8099987759698454,0.7941659907584917,0.6402880427250532,2.2726199819787687,1.6820670922994614,0.0407573064565658,0.8568387006454258,0.8660535837029079
joint_inhouse_gao,12,12,2.268370491621309,0.8275882198432803,0.7907520341984774,0.6820416301462382,2.276469886674937,1.6805351844727994,0.0044904440343379,0.4798850224061625,0.939308092288996,0.8043191740867931,0.8013183281718524,0.6416320099311436,2.268370491621309,1.6955092409849166,-0.0657131949663162,0.5984582990589282,0.9192160114157564
joint_inhouse_gao,12,13,2.1845455332622863,0.8225671931893414,0.788912240980329,0.6684953392124411,2.32445743730841,1.70073441401124,0.0391903333961963,0.7481201210053893,0.9017776082114448,0.8188034341365514,0.8147504669911024,0.6676287615147254,2.1845455332622863,1.6277472275495528,0.0093277376890182,0.3958258444153188,0.9392548545234728
joint_inhouse_gao,12,14,2.27210860781219,0.8195676180412136,0.7857687328852002,0.6684552191090494,2.3245980909134905,1.7656943214833736,-0.1916367055475711,0.4784218456380095,0.96316071161753,0.8005484128200118,0.8002460920218255,0.6404499058683262,2.27210860781219,1.731979785323143,-0.0777893644571304,0.0985411955851142,0.9968474770487388
joint_inhouse_gao,12,15,2.2305160305619824,0.831726390631872,0.7945959770316362,0.6795535716247791,2.2853593414655826,1.6603343785703182,0.1589359045922756,0.7396340510938335,0.889547282873895,0.8139096101442439,0.8017146561470775,0.6534930654590745,2.2305160305619824,1.668360533356667,0.0359037238359451,0.6584492622288505,0.8963080209566697
joint_inhouse_gao,12,16,2.153798852140557,0.8346689053584491,0.7934531624590607,0.6777555202798677,2.2917620424066696,1.6249406380355358,0.2918669814765453,0.724685306931805,0.8770537658783191,0.8272524527875551,0.8309630462566976,0.6769189280801924,2.153798852140557,1.5558560456037522,0.1803902119398117,0.3662253907790628,0.9200946695818344
joint_inhouse_gao,12,17,2.219304001200938,0.8158266273740965,0.7834592951031204,0.6560142122687158,2.367810971930725,1.7356570561230182,0.0321427728235721,0.8223575092827504,0.8933014025066401,0.8143469662595024,0.803465872781792,0.6569678502017496,2.219304001200938,1.6559784234762192,0.0797360433340072,0.4944308919646228,0.914813746924271
joint_inhouse_gao,12,18,2.1892386846297214,0.828515651991895,0.7999579124741336,0.671947572668937,2.312322508592415,1.6767200382649898,0.3248315406739712,0.4847762569995484,0.9024713630200198,0.8208793635413465,0.8224527478739615,0.6661991331784716,2.1892386846297214,1.586406121134758,0.1615444077253341,0.4188310689926987,0.9149252117160064
joint_inhouse_gao,12,19,2.2501824600855582,0.829000764674077,0.7915799603471577,0.6775254423582007,2.2925800389840587,1.659358084410429,0.0282709958255291,0.8204691795855924,0.8939693866774745,0.808114480583324,0.8064275795113798,0.6473558344060735,2.2501824600855582,1.634385284304619,-0.0772589598894119,0.6202439166848541,0.9175188632663211
joint_inhouse_gao,12,20,2.235440081706787,0.8288868620753582,0.7878108995172421,0.6852052055185305,2.265116533150328,1.6962627575695517,-0.1003021434247493,0.4201434409666322,0.9593908934018488,0.8104303766669413,0.8008666986186894,0.6519614905644747,2.235440081706787,1.7225608092546465,-0.1298390296697616,0.583579218336684,0.930520488165908
joint_inhouse_gao,12,21,2.205963379490448,0.824903714190933,0.7960064467645227,0.6730589690091286,2.308402270733572,1.6728303258121011,-0.0356299741566181,0.7822612694465684,0.90597495046288,0.8156669496167145,0.8083354839502529,0.6610795066393884,2.205963379490448,1.6363086470365524,-0.0550606957674026,0.5315801765576803,0.9278584402133204
joint_inhouse_gao,12,22,2.2604750356611136,0.8218917293429192,0.7877344814729065,0.6644052472155437,2.338753011998834,1.710191430658102,-0.0720250486433506,0.9586549921766288,0.8878304801208527,0.8084676566276379,0.7988297571646265,0.6441223918581831,2.2604750356611136,1.6475376867055893,-0.0908709036111831,0.7781354814860817,0.8953860212626598
joint_inhouse_gao,12,23,2.204374504925536,0.8192986505078894,0.7865056485991694,0.6557249741667492,2.368806241606168,1.7073711902201176,-0.0069671888053417,1.0588943891883174,0.8680047595660293,0.8199347363315541,0.8150638425994199,0.6615675548316222,2.204374504925536,1.5452619228363038,0.0291265439987182,0.7192172630864456,0.8881320222820472
joint_inhouse_gao,12,24,2.282278060561074,0.823690430039058,0.7839554363758918,0.665739716985606,2.3340984338824007,1.710391157835722,0.1290382702052593,0.8119747827774335,0.8839034952450887,0.805787335038261,0.8020618271641349,0.6372241706556159,2.282278060561074,1.7122550283670426,0.1082040530443191,0.6792263942517238,0.8836642769500218
joint_inhouse_gao,12,25,2.23154253501244,0.824124246056271,0.7915884085731646,0.6752706326775393,2.300581176957711,1.6713777641952037,0.0875699531733989,0.4481733005755794,0.9335633370802032,0.8089861656546092,0.8049037138081895,0.653174060572585,2.23154253501244,1.6514054230451585,0.0164949244260787,0.264755060575103,0.957877128827933
joint_inhouse_gao,12,26,2.224327948418539,0.8250405181437439,0.7891341989181478,0.6761295317924576,2.297536679509322,1.711318546205759,-0.1724582104384899,0.6378456195143827,0.9403650845343772,0.8119294145605924,0.8043967826770878,0.6554130149396313,2.224327948418539,1.6767272590398787,-0.2118484207391739,0.4140254069612953,0.9686476903323112
joint_inhouse_gao,12,27,2.244704741623576,0.824105990278737,0.7823222406846406,0.6744765627850011,2.303392297540043,1.6985941945016385,0.1603682120740413,0.3542769765995111,0.9367506637655448,0.8096443498661465,0.8072571031804551,0.6490706591343184,2.244704741623576,1.6559890588521955,0.2947165597677231,-0.1262473910323058,0.9757776642372052
joint_inhouse_gao,12,28,2.201558317582525,0.8255671446024204,0.7894298868283908,0.6719903218314699,2.312171842017422,1.6817752782404425,0.3110211737453937,0.2530670844388527,0.9319344044209588,0.8157454068039707,0.8166215037113501,0.6624317277381132,2.201558317582525,1.6321923340559006,0.1504480980634689,0.1515362242445101,0.955661274825748
joint_inhouse_gao,12,29,2.2240779971607108,0.8165504768755761,0.7864587993458582,0.650837911704552,2.3855598679915677,1.7414918858706951,-0.0112957361042499,1.0770259783907632,0.8662000889598443,0.8159543178752608,0.8093186231136016,0.6554904541599844,2.2240779971607108,1.5985024689435958,-0.0735494052171707,0.7899195804586814,0.8912423829513597
joint_inhouse_gao,12,30,2.281761564873683,0.818809946329496,0.7841570417692394,0.651178588771615,2.384395789899864,1.6911549315154553,0.3332045769393444,0.6636733309976306,0.8800330511047242,0.8068681942777414,0.8049835938652115,0.6373883495545515,2.281761564873683,1.6780905903577803,0.1529325026273727,0.6620752101589832,0.8803804582111772
